account_id,label_time,churned
A0000,1772343590000,0
A0001,1772142873000,0
A0002,1773604048000,1
A0003,1772459473000,1
A0004,1772713062000,1
A0005,1773484694000,0
A0006,1772939098000,1
A0007,1773299381000,0
A0008,1773395278000,0
A0009,1772007399000,1
A0010,1773413589000,0
A0011,1773705492000,0
A0012,1772647360000,0
A0013,1772313893000,1
A0014,1772013752000,0
A0015,1772463052000,0
A0016,1772142620000,0
A0017,1772002428000,1
A0018,1772545138000,1
A0019,1772827055000,0
A0020,1773689522000,1
A0021,1772492087000,0
A0022,1772255021000,1
A0023,1773119369000,1
A0024,1773677666000,1
A0025,1772387132000,0
A0026,1772973929000,1
A0027,1773177443000,0
A0028,1773362529000,1
A0029,1773468302000,0
A0030,1773203296000,1
A0031,1772645017000,1
A0032,1773439854000,0
A0033,1772978273000,1
A0034,1772712092000,0
A0035,1773159257000,1
A0036,1772749219000,1
A0037,1773267881000,1
A0038,1772649462000,0
A0039,1772877320000,1
A0040,1772178476000,0
A0041,1772661887000,0
A0042,1772746104000,0
A0043,1772931343000,0
A0044,1772474543000,0
A0045,1773595203000,1
A0046,1772295622000,1
A0047,1773480520000,1
A0048,1772804244000,0
A0049,1772189325000,1
A0050,1772212090000,0
A0051,1773066811000,0
A0052,1772413789000,1
A0053,1773062196000,0
A0054,1772550318000,1
A0055,1773309407000,1
A0056,1773617721000,0
A0057,1773522308000,1
A0058,1772572997000,1
A0059,1772572083000,1
A0060,1773553156000,0
A0061,1772815997000,0
A0062,1773682460000,0
A0063,1773641559000,1
A0064,1773242214000,1
A0065,1772572317000,1
A0066,1772719726000,0
A0067,1772886264000,0
A0068,1772308822000,1
A0069,1773686326000,0
A0070,1772536551000,0
A0071,1773536458000,0
A0072,1771999677000,0
A0073,1772023317000,0
A0074,1772475947000,0
A0075,1772439040000,0
A0076,1773471962000,0
A0077,1772256079000,0
A0078,1772000178000,0
A0079,1773367289000,0
A0080,1772872593000,0
A0081,1773284388000,0
A0082,1772981078000,0
A0083,1773267321000,1
A0084,1772002909000,0
A0085,1772260496000,1
A0086,1772355717000,1
A0087,1773109183000,1
A0088,1772042715000,0
A0089,1772348415000,0
A0090,1772247203000,0
A0091,1773218603000,1
A0092,1773242162000,0
A0093,1772633570000,0
A0094,1772107241000,1
A0095,1772418995000,0
A0096,1772156406000,0
A0097,1773191399000,0
A0098,1772914323000,1
A0099,1772371960000,0
