account_id,event_time,health_score
A0000,1767237986000,49.17
A0000,1773533910000,94.91
A0001,1767256871000,55.63
A0001,1772560913000,94.43
A0002,1767292151000,54.58
A0002,1773556593000,8.71
A0003,1767252669000,47.17
A0003,1773879963000,11.23
A0004,1767302510000,54.82
A0004,1773125817000,14.28
A0005,1767309993000,55.23
A0005,1772973520000,8.59
A0006,1767265014000,48.24
A0006,1773795228000,88.81
A0007,1767236738000,55.37
A0007,1772982306000,88.94
A0008,1767296256000,59.96
A0008,1774470807000,13.48
A0009,1767397506000,54.45
A0009,1773909163000,13.3
A0010,1767248270000,48.24
A0010,1773473934000,6.8
A0011,1767289678000,56.83
A0011,1773785963000,10.88
A0012,1767361317000,54.17
A0012,1774267980000,14.77
A0013,1767387300000,49.0
A0013,1772946765000,11.28
A0014,1767284929000,56.05
A0014,1773639127000,9.6
A0015,1767382827000,60.7
A0015,1773670806000,90.89
A0016,1767345741000,45.89
A0016,1774577175000,86.79
A0017,1767319748000,45.53
A0017,1773423587000,85.14
A0018,1767316580000,52.87
A0018,1773730319000,89.4
A0019,1767231479000,42.81
A0019,1772571697000,14.14
A0020,1767350048000,53.51
A0020,1774029225000,88.28
A0021,1767343664000,55.16
A0021,1774224297000,6.9
A0022,1767344223000,46.74
A0022,1773789046000,92.57
A0023,1767316112000,53.34
A0023,1773547804000,92.76
A0024,1767383429000,59.26
A0024,1772665278000,90.47
A0025,1767366843000,55.94
A0025,1773771008000,86.62
A0026,1767378439000,55.76
A0026,1773843924000,85.01
A0027,1767382037000,44.24
A0027,1773172935000,8.07
A0028,1767259249000,47.51
A0028,1773278693000,9.61
A0029,1767346197000,55.54
A0029,1773239536000,90.93
A0030,1767239267000,46.96
A0030,1773310608000,5.23
A0031,1767232999000,55.57
A0031,1773000383000,88.24
A0032,1767356630000,49.07
A0032,1773108476000,7.03
A0033,1767370059000,47.65
A0033,1773297321000,12.35
A0034,1767240557000,51.81
A0034,1772746402000,94.2
A0035,1767326720000,51.47
A0035,1774239177000,90.98
A0036,1767365612000,42.36
A0036,1773175287000,6.96
A0037,1767352339000,53.34
A0037,1774518238000,93.41
A0038,1767371263000,63.48
A0038,1773887114000,85.62
A0039,1767353092000,48.44
A0039,1773617976000,92.01
A0040,1767303748000,51.02
A0040,1774053398000,10.03
A0041,1767298406000,61.04
A0041,1773867071000,13.94
A0042,1767382866000,50.87
A0042,1773047431000,6.14
A0043,1767321046000,46.98
A0043,1773034569000,93.34
A0044,1767293824000,45.71
A0044,1773570905000,5.13
A0045,1767361420000,44.75
A0045,1774343989000,90.58
A0046,1767301601000,44.47
A0046,1772958355000,92.97
A0047,1767334547000,57.77
A0047,1772479917000,5.97
A0048,1767252117000,47.91
A0048,1773613124000,86.17
A0049,1767287264000,47.99
A0049,1774160814000,86.94
A0050,1767356273000,57.94
A0050,1773033620000,93.25
A0051,1767253456000,45.33
A0051,1772720832000,86.85
A0052,1767383189000,50.4
A0052,1774202159000,86.64
A0053,1767397623000,47.01
A0053,1773129335000,9.47
A0054,1767234161000,48.77
A0054,1774028670000,6.87
A0055,1767336153000,58.1
A0055,1773765854000,14.59
A0056,1767263549000,55.6
A0056,1773144909000,6.04
A0057,1767363764000,54.03
A0057,1772749875000,7.85
A0058,1767236017000,60.99
A0058,1773814174000,85.25
A0059,1767386658000,45.02
A0059,1773883575000,10.21
A0060,1767275006000,47.58
A0060,1773749893000,90.08
A0061,1767336680000,51.1
A0061,1773827460000,9.58
A0062,1767233080000,61.18
A0062,1774262789000,9.54
A0063,1767393246000,48.46
A0063,1773785697000,7.82
