account_id,label_time,churned
A0000,1773091075000,0
A0001,1772260940000,0
A0002,1773235214000,1
A0003,1773119773000,1
A0004,1772343031000,1
A0005,1772539761000,1
A0006,1773525291000,0
A0007,1772061321000,0
A0008,1773503771000,1
A0009,1773284825000,1
A0010,1772922154000,1
A0011,1772777129000,1
A0012,1773354586000,1
A0013,1772007007000,1
A0014,1772692881000,1
A0015,1773390580000,0
A0016,1773547264000,0
A0017,1773101994000,0
A0018,1772809275000,0
A0019,1772054772000,1
A0020,1773244311000,0
A0021,1773245760000,1
A0022,1773025886000,0
A0023,1772934798000,0
A0024,1772097474000,0
A0025,1773297328000,0
A0026,1772836086000,0
A0027,1772392935000,1
A0028,1772361779000,1
A0029,1772273581000,0
A0030,1772601820000,1
A0031,1772013454000,0
A0032,1772360752000,1
A0033,1772724614000,1
A0034,1772301317000,0
A0035,1773260116000,0
A0036,1772383755000,1
A0037,1773584103000,0
A0038,1773106480000,0
A0039,1773083020000,0
A0040,1773583739000,1
A0041,1773222505000,1
A0042,1772653231000,1
A0043,1772238552000,0
A0044,1772998612000,1
A0045,1773697898000,0
A0046,1772284712000,0
A0047,1772192510000,1
A0048,1773184184000,0
A0049,1773374474000,0
A0050,1772044993000,0
A0051,1772210131000,0
A0052,1773421955000,0
A0053,1772842448000,1
A0054,1773279368000,1
A0055,1773506089000,1
A0056,1772258763000,1
A0057,1772270653000,1
A0058,1773229204000,0
A0059,1773559357000,1
A0060,1773478817000,0
A0061,1772825520000,1
A0062,1773410469000,1
A0063,1773145865000,1
A0064,1773317097000,1
A0065,1772948106000,0
A0066,1772794114000,0
A0067,1772389982000,1
A0068,1772795341000,0
A0069,1772748992000,0
A0070,1773398647000,0
A0071,1773259294000,0
A0072,1773509737000,0
A0073,1773121040000,1
A0074,1773360807000,1
A0075,1773486338000,1
A0076,1773512153000,1
A0077,1773370505000,0
A0078,1773494285000,1
A0079,1773033743000,0
A0080,1772609459000,0
A0081,1772092142000,0
A0082,1772101605000,1
A0083,1773463348000,0
A0084,1773347015000,1
A0085,1773323388000,1
A0086,1772167835000,1
A0087,1772194010000,0
A0088,1773606357000,0
A0089,1773456033000,1
A0090,1772979287000,0
A0091,1773230778000,0
A0092,1772565053000,1
A0093,1773418535000,1
A0094,1772888287000,1
A0095,1772256312000,0
A0096,1772975853000,1
A0097,1772935670000,1
A0098,1772432899000,0
A0099,1772107651000,0
