account_id,event_time,amount,balance
A0000,1769317769000,53.65,5109.6
A0002,1771169006000,100.41,2184.49
A0004,1767228912000,70.59,4208.08
A0004,1767961507000,5.93,4452.08
A0004,1771002781000,13.25,4121.42
A0005,1767290225000,11.8,4803.24
A0005,1772288356000,15.13,3676.2
A0006,1769286337000,24.05,5198.46
A0007,1767294187000,27.95,4230.08
A0007,1768784637000,26.12,4136.91
A0007,1769032982000,37.99,4690.29
A0008,1771869547000,34.57,-185.08
A0010,1770375127000,22.62,4884.88
A0011,1771322018000,9.71,4055.1
A0012,1773046282000,83.03,1999.22
A0014,1769833386000,31.98,6281.27
A0015,1767286050000,14.97,4406.71
A0018,1772195240000,33.76,5178.63
A0020,1771529651000,100.54,5690.59
A0025,1769721825000,166.26,5794.14
A0027,1771114951000,49.48,10726.38
A0028,1767238637000,4.04,5380.71
A0033,1767782493000,22.61,3486.95
A0034,1767584897000,32.01,7672.96
A0034,1767716046000,39.05,7779.75
A0036,1769389460000,2.49,5425.69
A0037,1767229910000,29.64,1991.65
A0037,1770046350000,12.38,1359.17
A0037,1772249201000,8.89,1969.77
A0038,1769458744000,29.5,3502.11
A0040,1767240173000,43.92,5293.4
A0041,1768789430000,22.86,1609.51
A0041,1770738922000,50.92,1657.27
A0044,1767238011000,3.33,5607.54
A0045,1768405287000,478.47,4077.69
A0048,1767306570000,11.54,6953.23
A0049,1772824380000,70.49,5669.35
A0050,1771652756000,38.18,9113.27
A0053,1767308565000,17.81,3844.65
A0054,1768001226000,38.69,6438.68
A0056,1771485980000,12.72,4355.57
A0057,1770219304000,5.32,6517.76
A0057,1771744879000,493.27,6392.55
A0058,1770035990000,29.15,3740.14
A0059,1770075843000,107.57,5322.04
A0059,1773469290000,5.32,5076.5
A0061,1767298304000,53.64,1359.36
A0062,1773014998000,31.21,6824.29
A0063,1768318393000,21.12,2644.64
A0064,1768070950000,3.19,7845.18
A0065,1772571633000,414.33,5558.53
A0066,1771221154000,38.81,3759.47
A0067,1770504633000,5.74,5938.21
A0071,1771419490000,121.26,4745.82
A0072,1770658667000,72.86,1499.38
A0073,1772730815000,87.88,5883.64
A0074,1768795009000,28.44,4339.51
A0075,1768654548000,8.72,5961.77
A0077,1772727715000,53.99,5857.03
A0079,1771682424000,31.25,2989.67
A0079,1772044541000,76.47,3095.47
A0084,1769412677000,16.79,6041.83
A0086,1770061254000,15.34,3055.62
A0086,1770599967000,74.17,3410.93
A0087,1767310795000,47.73,2870.12
A0093,1772716122000,9.28,5871.39
A0097,1768781156000,64.35,3439.38
A0097,1771751967000,14.39,3503.73
A0099,1771696056000,12.96,4133.37
