account_id,f1,f2,f3,f4
A0000,1.1232,-2.4231,0.2522,-0.6976
A0001,-0.7056,-1.8199,3.1463,0.3751
A0002,-4.4934,-1.1276,2.99,-1.8998
A0003,1.5425,-2.6239,1.1994,1.0893
A0004,-2.9577,-2.0161,-2.0155,-0.838
A0005,-2.2207,-1.9789,0.7585,-0.8295
A0006,-0.4258,-2.3686,1.9921,-1.7042
A0007,-4.7569,-1.837,1.3199,1.7725
A0008,-0.0183,-1.9618,-2.1147,1.1072
A0009,-2.2088,-1.5613,-1.5324,0.3734
A0010,-4.0484,-2.2037,1.0069,-0.6583
A0011,0.5145,-2.5477,-3.7725,-0.613
A0012,2.2966,-1.4948,-0.0386,0.9437
A0013,-4.0623,0.9684,0.8232,-0.8607
A0014,-0.5262,-2.5545,2.3867,-0.4731
A0015,-3.0882,-2.6838,-0.9674,0.9426
A0016,-3.9978,-3.0897,-0.0791,-3.0717
A0017,-0.4182,-1.6341,1.2872,0.5157
A0018,-0.4812,-1.675,-0.6555,1.9599
A0019,-1.5342,-1.6275,3.9108,-0.2081
A0020,1.8473,-3.9151,0.9155,-1.5475
A0021,-0.0663,-3.1459,0.1878,-2.2379
A0022,0.7749,-1.1264,0.7174,4.0379
A0023,0.2921,-1.3979,0.2771,2.2776
A0024,0.6356,-2.4792,2.1998,2.6096
A0025,-2.9227,-0.8644,1.3306,-0.8416
A0026,-1.8056,-2.8773,1.4161,-0.2786
A0027,-0.9781,-2.0488,0.1199,0.7898
A0028,-0.3162,-1.3654,0.2016,1.714
A0029,-3.6296,-2.1522,1.454,-0.6373
A0030,1.6597,-2.3731,-3.0621,1.2948
A0031,-2.4096,-2.342,-1.0483,-0.2847
A0032,0.8669,0.1709,3.7185,0.293
A0033,-0.3646,-2.4336,-3.0189,-3.7334
A0034,-8.0205,-2.8368,-0.5818,3.3367
A0035,-3.4995,-3.6684,-2.6432,-0.5204
A0036,-4.0497,-3.6585,2.0799,-0.6756
A0037,1.2656,-1.8587,1.5516,-2.4423
A0038,-0.4214,-1.915,0.5343,0.422
A0039,4.1557,-1.5519,-0.0701,1.9609
A0040,2.9355,-2.5368,-0.8668,0.5907
A0041,0.8982,-1.8545,-0.8216,-1.0585
A0042,-3.9711,-0.691,1.2636,1.3582
A0043,-0.2022,-1.7643,-0.313,-1.0188
A0044,1.6362,-2.3448,1.635,-2.4353
A0045,-1.7598,-2.4033,-2.0869,-1.5893
A0046,-3.7521,-2.3816,-0.675,-1.6622
A0047,0.2175,-2.4052,0.8364,-1.2397
A0048,2.4443,-3.1312,3.0886,1.2536
A0049,0.3467,-2.9718,-1.5316,-0.1223
A0050,1.0622,-1.7685,1.0091,1.1395
A0051,3.8216,-1.2952,1.7559,1.1699
A0052,-5.017,-1.4177,2.109,-1.198
A0053,-1.181,-1.6635,2.3881,3.1956
A0054,-3.5727,-0.7401,-2.4608,-1.4956
A0055,-0.4339,-1.9853,1.9596,-2.5378
A0056,-0.4917,-1.9812,-0.323,0.2753
A0057,-1.5759,-1.7809,0.6397,1.7127
A0058,-1.4087,-1.5178,0.9535,1.266
A0059,1.7851,-0.2544,0.7208,1.6711
A0060,1.4493,-0.9714,1.2361,0.299
A0061,-1.212,-2.1988,-3.2008,-0.0067
A0062,1.2771,-3.3655,-3.8131,-0.0757
A0063,2.7946,-2.4658,1.8394,0.6156
A0064,-3.0026,-3.9781,-2.0109,1.4385
A0065,-1.7597,-2.0365,1.7249,-1.1206
A0066,-4.3831,-0.9861,-2.68,-1.5198
A0067,0.3604,-2.3339,-0.6992,0.8754
A0068,-1.1626,-1.8991,2.5003,2.1509
A0069,-0.1051,-4.2522,0.426,0.2718
A0070,1.7852,-1.288,0.7058,0.5003
A0071,-1.4366,-2.0938,0.0668,-0.4759
A0072,-1.8187,-0.0781,-2.1055,-2.7724
A0073,-0.662,-2.2265,1.1794,0.1517
A0074,0.6433,-1.4303,2.0134,-2.037
A0075,-3.8456,-2.4287,0.3191,1.1727
A0076,0.8659,-1.3154,-1.9936,-2.834
A0077,-1.7285,-1.7143,0.9555,-0.6508
A0078,-1.4633,-1.7096,-1.2518,2.4185
A0079,-0.5904,-2.6705,1.8889,3.0353
A0080,1.7122,-2.2423,1.7867,-1.6162
A0081,-4.3049,-2.3459,2.4169,0.1079
A0082,2.5904,-2.625,0.1517,0.8338
A0083,-3.0618,-1.465,2.716,0.7143
A0084,-0.5218,-1.3568,0.5718,-1.6982
A0085,-1.7198,-1.3135,1.3927,2.0463
A0086,1.6676,-3.2108,-1.0646,-1.9287
A0087,-0.0411,-2.9093,1.2687,-0.4764
A0088,0.729,-2.6421,2.2353,-0.7953
