account_id,event_time,credit_score,tier
A0000,1767250492000,478,gold
A0000,1768025506000,516,gold
A0001,1767277218000,496,silver
A0002,1767246689000,762,silver
A0002,1772387272000,688,gold
A0003,1767244695000,317,bronze
A0003,1774543729000,300,silver
A0004,1767270113000,503,bronze
A0005,1767282007000,667,gold
A0006,1767281764000,798,bronze
A0006,1768843883000,850,silver
A0007,1767291150000,574,bronze
A0007,1771022454000,529,bronze
A0008,1767255508000,509,gold
A0008,1771535437000,524,silver
A0009,1767271010000,379,bronze
A0010,1767238196000,535,bronze
A0011,1767227680000,704,silver
A0012,1767225696000,448,gold
A0012,1773821495000,463,bronze
A0013,1767257053000,376,bronze
A0014,1767237936000,652,gold
A0015,1767288530000,673,bronze
A0015,1774280576000,682,gold
A0016,1767265318000,727,bronze
A0016,1773398601000,713,bronze
A0017,1767306220000,504,silver
A0017,1771674680000,446,silver
A0018,1767246549000,377,silver
A0018,1773931582000,365,gold
A0019,1767260624000,627,bronze
A0019,1771842977000,583,gold
A0020,1767286514000,753,bronze
A0020,1767824415000,742,gold
A0021,1767251972000,432,gold
A0021,1768304888000,437,bronze
A0022,1767294722000,647,silver
A0022,1773962550000,588,silver
A0023,1767301016000,393,bronze
A0024,1767277085000,737,silver
A0024,1768723431000,798,silver
A0025,1767287372000,438,silver
A0025,1773209679000,397,bronze
A0026,1767254048000,771,gold
A0026,1772960667000,733,bronze
A0027,1767295126000,838,bronze
A0028,1767301028000,652,silver
A0028,1774161653000,701,gold
A0029,1767232239000,625,silver
A0030,1767242545000,762,bronze
A0031,1767248247000,506,gold
A0031,1773163559000,579,bronze
A0032,1767248529000,837,silver
A0033,1767239380000,847,gold
A0033,1774372607000,850,silver
A0034,1767239663000,530,silver
A0034,1772801026000,462,silver
A0035,1767311070000,594,silver
A0035,1774259941000,615,bronze
A0036,1767278420000,752,silver
A0036,1767817926000,815,bronze
A0037,1767282819000,623,silver
A0038,1767292081000,331,gold
A0038,1773850659000,300,silver
A0039,1767263416000,846,silver
A0039,1774989919000,850,gold
A0040,1767271277000,405,bronze
A0040,1773116116000,364,silver
A0041,1767249040000,629,gold
A0042,1767306893000,723,gold
A0042,1767466312000,801,bronze
A0043,1767275851000,517,silver
A0044,1767281425000,635,silver
A0045,1767287644000,765,silver
A0045,1772035497000,743,bronze
A0046,1767310013000,621,silver
A0046,1772419518000,678,silver
A0047,1767257362000,660,bronze
A0047,1773659344000,733,gold
A0048,1767251018000,701,bronze
A0048,1774601032000,711,gold
A0049,1767307242000,600,silver
A0050,1767295104000,305,gold
A0050,1767995744000,342,bronze
A0051,1767306156000,760,silver
A0051,1771032513000,790,gold
A0052,1767260984000,324,silver
A0052,1773934223000,300,silver
A0053,1767226580000,511,silver
A0053,1774150890000,554,gold
A0054,1767225669000,551,silver
A0055,1767298302000,830,silver
A0055,1772960378000,754,silver
A0056,1767277776000,832,gold
A0057,1767259616000,375,gold
A0058,1767284799000,400,silver
A0059,1767294423000,346,silver
A0060,1767258408000,758,gold
A0060,1772938684000,710,silver
A0061,1767293214000,685,gold
A0062,1767260851000,301,silver
A0062,1769232290000,300,gold
A0063,1767278684000,581,silver
A0063,1768269565000,565,bronze
A0064,1767308767000,833,silver
A0065,1767242090000,450,gold
A0065,1773292579000,400,gold
A0066,1767307052000,624,silver
A0066,1769121924000,687,silver
A0067,1767244629000,519,bronze
A0068,1767305268000,752,bronze
A0068,1773022589000,686,gold
A0069,1767272890000,396,gold
A0069,1772529505000,463,silver
A0070,1767249800000,438,gold
A0070,1774486751000,466,bronze
A0071,1767229943000,480,gold
A0071,1773364030000,414,silver
A0072,1767275687000,717,silver
A0073,1767249127000,362,gold
A0074,1767235841000,530,silver
A0075,1767250556000,478,gold
A0076,1767267219000,519,bronze
A0076,1773522788000,557,bronze
A0077,1767242636000,369,bronze
A0078,1767258415000,411,silver
A0079,1767230631000,372,bronze
A0079,1773595915000,330,silver
A0080,1767242355000,404,bronze
A0081,1767282240000,483,bronze
A0082,1767267642000,697,gold
A0083,1767250990000,803,bronze
A0083,1774887374000,762,bronze
A0084,1767274002000,775,silver
A0084,1774766380000,825,silver
A0085,1767275486000,733,silver
A0085,1772095644000,739,gold
A0086,1767236928000,508,silver
A0086,1773604979000,517,silver
A0087,1767247442000,834,bronze
A0087,1774341833000,799,silver
A0088,1767276981000,486,gold
A0088,1768516519000,505,gold
A0089,1767235645000,846,gold
A0089,1773177482000,850,gold
A0090,1767251460000,437,gold
A0091,1767261526000,536,bronze
A0091,1773923127000,550,gold
A0092,1767279581000,829,gold
A0093,1767259335000,554,bronze
A0094,1767255592000,818,silver
A0095,1767264786000,749,silver
A0096,1767304905000,692,silver
A0097,1767225686000,550,silver
A0098,1767276278000,607,silver
A0098,1774818107000,666,bronze
A0099,1767291545000,689,silver
