query_id,embedding
Q000,"[0.4823, 0.778897, 1.077703, 3.190938, 1.377804, -0.208515, 0.617243, 1.124319, 3.728951, 0.451089, -2.441609, -4.022536, 0.389003, 2.147758, -0.242167, -2.449652]"
Q001,"[1.740225, -6.133761, 0.139164, -1.780713, -3.297189, 0.707676, 0.515584, -3.068582, -5.315948, -1.479917, -1.194114, -3.705446, 0.246889, 1.79236, 2.3685, -3.110383]"
Q002,"[2.359513, 0.269731, 2.263183, 2.68388, 2.104043, -1.549364, 0.39875, 0.257164, 2.546475, 0.237022, -1.704417, -3.87247, -0.799036, 5.12831, 0.173332, -2.496769]"
Q003,"[0.07879, -5.403153, 0.60417, -2.451409, -4.0194, -0.002748, 0.92734, -1.463293, -5.907316, -2.136892, -3.906099, -2.821947, 1.447641, 3.277783, 2.73971, -3.189008]"
Q004,"[0.921564, 0.002136, 1.827634, 2.619429, 3.085634, -1.185987, 0.120984, 0.872645, 1.455519, -1.425116, -1.818507, -3.395116, -0.12882, 3.919046, -0.419661, -1.517945]"
Q005,"[3.331003, -1.821952, 3.292207, -2.204555, 0.914456, 3.35639, 5.636695, 2.696756, -1.478101, -4.106707, -0.42796, -2.75151, -3.368428, 3.389397, 2.243556, -0.770665]"
Q006,"[2.233538, -3.367269, 0.084957, 1.353077, -5.22882, -1.597564, -1.58783, -1.287725, -3.255518, -0.042001, -0.550199, 3.078662, -2.587112, -1.464546, -6.291391, -2.39811]"
Q007,"[0.804817, -4.799745, 0.434666, -1.272368, -4.125346, 0.708671, 1.560451, -1.828264, -5.283098, -1.978124, -3.171107, -3.640293, 0.212354, 3.228297, 2.26386, -3.129401]"
Q008,"[2.232833, -2.97062, -0.436444, 2.482211, -6.254992, -1.492987, -0.436778, -0.732653, -4.068841, 0.675929, 0.303329, 4.912903, -2.47089, -1.403899, -5.508661, -2.216049]"
Q009,"[0.724919, -4.845453, -0.04497, -1.82512, -2.701539, 0.454956, 0.97365, -2.183904, -5.777525, -2.403707, -2.624195, -2.320113, 0.411571, 2.105639, 2.974957, -2.236874]"
Q010,"[1.995458, -2.932661, -0.904681, 2.431558, -6.508429, -1.978375, -1.402579, -0.554705, -3.403573, -0.734539, 0.078322, 4.030565, -2.272781, -1.319914, -6.243422, -3.453171]"
Q011,"[-1.464251, 4.792826, -1.470454, 6.185113, 0.934471, -4.321544, -0.993279, -1.569691, 2.809971, 3.811403, 2.053791, 0.64627, 2.33994, -1.563194, -2.540295, 2.914392]"
Q012,"[0.210714, -5.92747, 0.258196, -2.423325, -3.377392, -0.544589, 1.422703, -1.84551, -5.243244, -3.11811, -3.560361, -2.96923, 1.305497, 3.462318, 3.254209, -2.874271]"
Q013,"[-0.100329, 1.690673, 3.853162, 4.883639, 4.939545, -5.6985, 1.478662, -1.299196, 4.599717, 2.406705, 0.086301, -1.24574, -0.67222, -4.018628, -0.375908, -1.316455]"
Q014,"[-2.639905, 4.248293, -1.416826, 6.155921, 0.485626, -5.318181, -0.559268, -0.00878, 1.695896, 2.704803, 2.400723, 0.181764, 2.883576, -1.440822, -4.324614, 3.474954]"
Q015,"[-1.129938, 5.052192, -2.231907, 5.358035, 0.978809, -4.837727, -0.793899, -1.257056, 2.058079, 2.461994, 2.735576, 0.086568, 2.08266, -2.126007, -3.711402, 2.500884]"
Q016,"[-3.52684, 4.538719, -1.730719, 5.490097, 0.808452, -5.119449, -0.168945, 0.019347, 0.813905, 2.83549, 2.475472, 0.759158, 1.474993, -0.822665, -2.975845, 3.445491]"
Q017,"[3.285244, -3.144527, -1.410691, 3.030229, -7.187152, -2.045812, -1.401612, -0.983454, -2.18907, -0.360805, 0.397044, 4.189924, -2.220327, -0.536139, -5.913305, -2.707047]"
Q018,"[0.525476, 1.160089, 3.434083, 4.842342, 3.719423, -4.392063, 1.370231, -1.528996, 3.092954, 2.732841, 0.390019, -0.872847, -0.75458, -3.244681, -0.715806, -0.81843]"
Q019,"[0.85532, -5.808912, -0.456657, -1.483531, -3.176195, -1.129921, 0.910765, -2.021665, -4.966293, -3.276599, -2.167507, -3.678975, 1.148256, 2.700063, 2.133737, -2.490737]"
Q020,"[0.60304, -5.538776, 0.702972, -2.349584, -4.607956, -0.351779, 0.590423, -2.609361, -5.729551, -1.578879, -2.910383, -2.863273, 0.801487, 2.523309, 3.166442, -3.360402]"
Q021,"[1.108394, 1.147009, 2.826309, 3.288758, 1.529093, -2.243372, -0.111689, 0.704683, 1.910833, -0.56848, -3.477845, -4.084755, -1.482923, 3.339179, 0.141108, -3.083102]"
Q022,"[-1.362303, 4.903165, -2.242821, 5.706928, -0.40291, -5.122043, -1.555893, 0.267298, 2.727217, 3.410696, 2.085208, -0.324871, 1.239747, 0.123478, -3.58772, 3.537768]"
Q023,"[3.348138, -1.688196, 2.532977, -1.457486, -0.854739, 4.151928, 5.419666, 3.765648, -2.019444, -3.214928, -0.621424, -3.297253, -4.920852, 3.3075, 2.74028, -0.19371]"
Q024,"[0.882427, -4.476247, 0.189003, -2.213946, -3.039308, 0.472887, -0.411395, -2.014144, -5.475266, -2.693174, -2.88133, -2.196643, 0.741442, 2.656879, 4.107294, -2.351176]"
