account_id,f1,f2,f3,f4
A0000,2.4971,-7.6245,3.0463,-3.1539
A0001,3.0439,-5.3357,0.0549,-0.8742
A0002,2.5539,-5.6114,0.5424,0.2033
A0003,5.6111,-6.0258,-1.0188,1.6754
A0004,3.136,-4.2019,4.0199,-9.0294
A0005,2.0245,-4.0694,-1.5479,-7.5191
A0006,4.267,-5.5156,2.4425,-1.4452
A0007,4.5709,-4.3625,-1.3909,-5.5069
A0008,6.6306,-4.806,2.2196,-2.4146
A0009,2.6309,-6.7532,0.5222,-1.9827
A0010,4.4795,-5.5363,-0.556,-0.1797
A0011,1.5711,-6.9547,1.0816,-6.3468
A0012,4.5276,-4.7864,-0.6018,-1.8121
A0013,3.5256,-4.5867,2.9222,3.2762
A0014,4.534,-5.766,-0.5288,-4.1408
A0015,3.4773,-3.9194,5.4122,-0.2541
A0016,1.3886,-2.3433,-1.6162,-3.091
A0017,4.4087,-2.4918,1.2953,-1.7235
A0018,4.381,-7.0306,1.4208,-7.4374
A0019,6.6314,-3.636,-0.6872,-7.0193
A0020,2.1705,-3.788,4.5313,-4.5685
A0021,3.1337,-7.2701,-2.1412,2.1529
A0022,3.4948,-3.7049,0.1557,-0.4994
A0023,2.9461,-4.1128,-0.7982,-4.3395
A0024,4.0162,-4.3568,1.5481,-3.3388
A0025,3.6347,-4.3063,-0.626,-2.7198
A0026,4.1666,-5.3237,0.577,-2.6814
A0027,4.7228,-3.9083,3.0443,-2.1805
A0028,1.3,-7.8601,0.3386,-4.1186
A0029,3.9448,-6.3493,0.1198,-2.5484
A0030,2.8993,-5.2546,1.3418,-2.816
A0031,3.8428,-4.2325,1.3973,2.1596
A0032,2.974,-3.6258,2.2301,-7.8121
A0033,3.5118,-5.8246,1.682,0.2977
A0034,2.2604,-6.9916,-0.9006,-4.0256
A0035,3.326,-5.0066,1.6125,-8.2286
A0036,2.9981,-5.0061,-0.0414,-1.7951
A0037,2.7275,-2.2732,1.9491,-8.4104
A0038,3.4284,-3.0017,1.8936,2.0795
A0039,3.082,-7.2728,0.7884,-4.4579
A0040,4.5219,-4.9421,3.5187,-1.7966
A0041,3.1701,-5.3114,-1.1637,-2.3938
A0042,3.6054,-3.8717,-1.2306,-5.6884
A0043,2.0276,-5.7592,-3.4295,-3.5125
A0044,3.6454,-4.8108,1.5565,-4.0963
A0045,3.0312,-4.5251,2.8911,-1.7624
A0046,4.8259,-2.4531,4.263,-6.4433
A0047,2.4061,-5.3891,0.3054,-5.4785
A0048,3.206,-3.544,-2.1378,-5.2413
A0049,5.3375,-3.8501,-3.4818,-2.2679
A0050,2.7192,-4.8308,1.0665,-2.2777
A0051,3.8684,-6.3859,1.3841,-1.3358
A0052,2.8541,-4.8025,0.5852,-1.366
A0053,4.1127,-4.832,-1.8066,-8.8153
A0054,5.104,-5.5931,-1.1296,-3.1901
A0055,3.2129,-5.236,-0.0843,-4.412
A0056,5.4127,-5.8458,-0.7867,-2.4658
A0057,1.8738,-5.99,2.6926,-7.9273
A0058,1.7269,-5.3598,-0.5676,-5.3015
A0059,0.9551,-6.0114,1.7103,0.48
A0060,4.0863,-3.4383,1.3099,-7.4986
A0061,3.728,-4.7561,2.4475,-3.1588
A0062,3.761,-3.054,-1.2375,2.4313
A0063,5.3309,-4.8507,1.4859,-2.331
A0064,4.2399,-3.5582,-1.0633,-3.8358
A0065,5.5611,-6.1245,3.4635,-1.4841
A0066,4.0299,-4.7296,4.09,-5.9652
A0067,4.0845,-6.3821,-4.9106,-2.5327
A0068,4.7484,-5.0507,2.2881,-7.5677
A0069,4.3287,-4.9391,-0.7442,-4.7479
A0070,4.4977,-3.084,-1.9711,-3.2191
A0071,2.6971,-2.3758,5.995,-3.513
A0072,4.9709,-5.4508,0.159,-2.2283
A0073,1.5393,-2.7413,0.1788,-4.4581
A0074,3.482,-3.5106,-1.5918,0.3909
A0075,5.1983,-4.3266,-0.7406,-0.5822
A0076,3.472,-2.3526,1.2563,2.4955
A0077,3.4485,-4.6267,1.951,-1.1044
A0078,4.0876,-5.6056,2.5064,-3.653
A0079,5.8261,-2.735,0.5702,-0.1035
A0080,2.4282,-5.7631,-0.3386,-1.2224
A0081,3.414,-6.8606,-0.0659,-6.557
A0082,5.0245,-6.2237,0.0324,-0.9616
A0083,5.3733,-3.1475,2.0756,-4.7561
A0084,2.6034,-5.4955,-3.0071,-0.3684
A0085,3.9108,-6.4836,0.9834,-3.8929
A0086,4.3669,-5.8033,-0.0207,-1.7809
A0087,6.7433,-7.024,3.3452,-6.7166
A0088,2.2228,-4.7595,0.5974,-6.1115
A0089,5.2158,-5.7948,-1.6937,-4.7015
A0090,3.988,-5.0339,-0.4465,-0.947
A0091,2.7848,-3.0087,0.7262,-4.5073
A0092,1.9339,-4.0745,-2.7166,-5.1242
A0093,4.5881,-4.0014,-2.0821,-7.8223
A0094,2.0916,-4.2365,3.2297,-5.2294
A0095,3.4347,-4.8855,4.345,-0.0624
A0096,2.7133,-3.7725,-1.8079,-3.0379
A0097,2.6854,-9.9541,0.5691,-1.9476
A0098,4.7582,-2.5538,1.1904,-6.1519
