query_id,embedding
Q000,"[2.946355, 1.796604, -4.051826, 3.810428, -1.461599, 2.762154, -0.534295, 2.114195, -0.793474, 3.734527, -1.103219, 2.049303, 0.410594, 3.554603, 1.859543, 1.140626]"
Q001,"[2.454524, 2.469365, -5.170986, 3.234576, -1.86153, 1.860654, -1.748468, 1.899004, -0.71282, 3.032846, 0.910751, 1.589283, 1.328682, 3.808296, 1.571362, 0.87755]"
Q002,"[-4.21249, 4.079575, -4.958538, -0.354109, 2.163655, 0.077105, -5.198033, -3.090146, 1.046283, -3.925015, 5.559091, -4.798496, -1.603998, 2.417962, -3.254932, -1.631396]"
Q003,"[-1.683206, 0.841713, 0.651516, 2.950919, -0.1436, 2.639274, 1.734732, -3.099872, 2.840949, -0.211911, 3.383061, -0.193078, 0.46493, 1.592172, -0.344706, -2.68201]"
Q004,"[-3.538807, -0.869739, -2.176852, -0.660786, -1.936357, 1.298649, 1.324443, -1.234728, -0.725532, -0.035358, -1.455906, -0.836493, 1.443133, -1.376273, -1.62349, 4.7346]"
Q005,"[3.181583, 1.989049, -5.464805, 3.914366, -1.937121, 2.545078, -1.313576, 1.859246, -0.318898, 2.54515, -0.015337, 1.783233, -0.404463, 2.975914, 0.880179, 1.450271]"
Q006,"[-4.586222, 4.335035, -5.521274, -0.014094, 1.716601, 1.587434, -4.259812, -4.076126, 0.273193, -3.816976, 6.451618, -4.484968, -1.854471, 2.697381, -3.438448, -2.711769]"
Q007,"[-4.79552, 3.981998, -6.459176, 0.523405, 1.87383, 0.864361, -4.93493, -4.1505, -0.31646, -4.424552, 7.422553, -4.974883, -1.464217, 1.858009, -2.854668, -1.958003]"
Q008,"[-4.737145, 3.097246, -6.001591, -0.145864, 1.391774, 0.032516, -6.098595, -3.686403, 0.260432, -3.572619, 5.745647, -5.714538, -2.614816, 1.904597, -3.813413, -2.381215]"
Q009,"[-4.643311, 4.895043, -5.669988, 0.682657, 1.681805, 1.975, -6.340751, -2.695039, -0.136906, -4.303445, 7.475407, -5.0718, -1.91502, 2.067883, -3.131373, -1.930398]"
Q010,"[1.29855, 0.588034, -0.855081, 0.501243, 6.542768, -1.935631, -2.813045, -2.947524, -0.772664, 2.37266, -1.600851, 5.387449, -1.484799, 0.20639, 1.586425, 3.537704]"
Q011,"[-1.654397, -2.625877, 1.522858, -5.614879, 3.077527, -4.622567, -0.129511, -2.920351, -0.765844, -0.799449, -4.955117, -3.221897, 0.999463, 5.117204, -0.917908, 0.781438]"
Q012,"[-1.078543, -2.439434, 0.431712, -5.322169, 4.002577, -4.835546, -0.490854, -2.789222, -1.335438, -1.966152, -4.629678, -3.088464, 1.748147, 4.8797, -0.974178, 0.949851]"
Q013,"[-0.777574, -2.412277, 1.265137, -4.611705, 3.216415, -4.937695, -0.10037, -2.441582, -2.552737, -1.052135, -5.074194, -2.376821, 1.521328, 4.531237, 0.264571, 1.241838]"
Q014,"[1.121161, 0.642926, -2.114068, 1.178058, 7.70962, -1.987971, -0.6881, -2.440341, -0.844906, 3.052958, -2.252515, 5.050861, -1.360992, 0.959083, 0.626624, 4.133865]"
Q015,"[0.291152, 0.527038, -2.525736, 1.067832, 5.93393, -2.670191, -0.459749, -3.709999, -0.525197, 2.601511, -2.096734, 4.523697, -1.952245, 1.378367, 0.559709, 2.761626]"
Q016,"[-4.562781, 4.083926, -6.234536, -1.15396, 1.895365, 0.765002, -4.67156, -2.941273, 0.364208, -2.744907, 6.272076, -5.596694, -1.17983, 1.687955, -4.026622, -2.310956]"
Q017,"[-3.16004, 3.145091, -4.67697, 0.16825, 1.119113, -0.601492, -4.295909, -2.797168, -0.371378, -4.475402, 6.071422, -4.543577, -1.648382, 2.21413, -3.10735, -3.175588]"
Q018,"[-3.492575, -0.686225, -3.010271, -0.762721, -1.396714, 2.304048, 1.480086, -1.538514, -1.864099, -1.016744, -2.127378, -0.881545, 1.499524, -1.849244, -0.9706, 3.498144]"
Q019,"[1.121859, 0.268715, -0.822064, 2.475353, 6.528228, -2.565083, -1.847698, -3.973342, 0.94371, 3.681266, -2.213474, 4.641585, -0.949064, 0.252394, 2.187722, 2.804056]"
Q020,"[0.445825, 1.403666, -0.316584, 1.893304, 6.676355, -2.027014, -1.304517, -2.41245, 0.489449, 2.81176, -2.902408, 4.851424, -1.196117, 1.517105, 2.40311, 2.303164]"
Q021,"[-4.567207, 4.296592, -5.848572, -0.558308, 1.531107, 1.725102, -5.638381, -3.257852, 0.95733, -3.305546, 6.668966, -4.748481, -1.714606, 2.496746, -3.8306, -1.93838]"
Q022,"[-1.317011, -1.751983, 0.783181, -4.685989, 3.024604, -4.310778, -0.117018, -3.192882, -0.703881, -1.534382, -5.999622, -2.55194, 1.920431, 4.143499, -0.952387, 1.103142]"
Q023,"[-2.968659, -0.272923, -2.975612, -0.909221, -1.614808, 0.0632, 1.092571, -1.284547, -1.413973, -0.813656, -2.43251, -1.403227, 1.261358, -1.121355, -0.777304, 2.808174]"
Q024,"[-4.167972, -1.459864, -1.629521, 0.065926, -1.480751, 1.30853, 0.699958, -0.410167, -1.911594, -1.633739, -1.350114, -2.195839, 1.06325, -1.281712, -0.451695, 3.460636]"
