row_id,account_id,event_time,amount,category
R00437,A0083,1770896700000,45.75,salary
R00531,A0062,1771799040000,96.52,other
R00451,A0076,1771016520000,18.95,other
R00488,A0030,1771380420000,14.39,rent
R00448,A0073,1770972660000,1.89,grocery
R00584,A0043,1772283120000,16.16,other
R00420,A0073,1770795000000,18.56,rent
R00343,A0015,1770101760000,8.5,rent
R00592,A0078,1772339220000,240.41,other
R00497,A0111,1771451340000,85.73,salary
R00458,A0020,1771064700000,22.96,salary
R00486,A0092,1771374360000,8.21,travel
R00550,A0114,1771910580000,51.25,travel
R00401,A0092,1770651360000,2.7,rent
R00530,A0076,1771798320000,32.22,grocery
R00500,A0066,1771476360000,82.83,other
R00461,A0104,1771081320000,76.46,rent
R00501,A0083,1771478520000,41.97,travel
R00315,A0027,1769931060000,20.17,other
R00585,A0007,1772293920000,69.02,travel
R00323,A0078,1769968680000,7.34,rent
R00337,A0014,1770031740000,10.81,grocery
R00385,A0038,1770482820000,10.43,salary
R00413,A0005,1770746220000,18.61,other
R00457,A0007,1771060140000,8.23,travel
R00518,A0084,1771657740000,21.39,travel
R00310,A0095,1769897280000,38.41,other
R00417,A0109,1770778800000,18.73,other
R00359,A0096,1770212100000,23.96,travel
R00439,A0070,1770908520000,37.19,other
R00537,A0061,1771812060000,49.58,travel
R00511,A0030,1771597980000,18.71,rent
R00504,A0077,1771503180000,22.36,travel
R00471,A0067,1771238580000,3.09,salary
R00589,A0041,1772321640000,22.45,travel
R00309,A0026,1769896860000,30.95,grocery
R00378,A0094,1770404040000,6.83,salary
R00562,A0068,1772018460000,14.7,travel
R00435,A0054,1770886320000,9.93,rent
R00425,A0016,1770822300000,29.02,grocery
R00502,A0107,1771489200000,5.74,travel
R00578,A0097,1772249160000,11.47,salary
R00355,A0058,1770176820000,11.02,other
R00432,A0080,1770877020000,35.78,rent
R00441,A0072,1770918540000,9.06,grocery
R00563,A0053,1772034060000,11.54,other
R00390,A0060,1770535740000,13.49,salary
R00415,A0014,1770753960000,8.8,other
R00308,A0022,1769887440000,29.86,other
R00507,A0083,1771541940000,25.95,rent
R00387,A0037,1770495360000,34.22,travel
R00545,A0070,1771870560000,1.9,rent
R00452,A0022,1771020300000,36.28,grocery
R00524,A0035,1771759920000,41.46,rent
R00305,A0105,1769867820000,23.0,other
R00368,A0046,1770283200000,21.3,grocery
R00388,A0045,1770511200000,23.15,other
R00558,A0032,1771986000000,8.5,rent
R00444,A0076,1770928200000,13.92,grocery
R00470,A0007,1771214220000,112.44,grocery
R00304,A0054,1769865960000,33.78,rent
R00540,A0034,1771836900000,308.34,salary
R00440,A0107,1770917280000,19.61,grocery
R00428,A0029,1770838560000,37.58,other
R00509,A0058,1771560180000,83.53,other
R00484,A0103,1771364580000,524.76,rent
R00543,A0021,1771859940000,28.09,grocery
R00389,A0073,1770515340000,132.74,rent
R00371,A0110,1770323280000,70.25,grocery
R00553,A0021,1771946460000,17.3,other
R00446,A0091,1770951960000,15.82,other
R00442,A0027,1770920400000,60.47,grocery
R00499,A0045,1771473960000,40.46,rent
R00423,A0058,1770813540000,12.13,other
R00354,A0098,1770170400000,27.54,travel
R00422,A0073,1770809280000,15.05,rent
R00399,A0090,1770629460000,41.5,other
R00459,A0059,1771074360000,30.14,grocery
R00560,A0077,1772010780000,27.84,other
R00549,A0031,1771909140000,8.49,other
R00517,A0090,1771651320000,10.65,other
R00555,A0115,1771968120000,7.89,other
R00565,A0024,1772040060000,114.84,salary
R00410,A0048,1770726540000,5.25,rent
R00345,A0118,1770113700000,36.64,rent
R00416,A0076,1770768540000,15.98,other
R00447,A0054,1770958620000,43.46,grocery
R00386,A0063,1770487740000,116.55,rent
R00293,A0024,1769741100000,6.22,travel
R00463,A0037,1771118700000,2.58,other
R00472,A0057,1771239360000,4.72,rent
R00556,A0035,1771973280000,12.37,rent
R00353,A0084,1770166320000,100.66,rent
R00596,A0114,1772365980000,57.52,other
R00364,A0000,1770241500000,29.32,travel
R00429,A0037,1770865860000,15.43,salary
R00436,A0038,1770892980000,39.57,salary
R00526,A0000,1771763760000,18.75,salary
R00324,A0092,1769973360000,8.21,other
R00474,A0032,1771254000000,17.06,grocery
R00348,A0058,1770138840000,16.71,rent
R00412,A0060,1770745920000,23.96,salary
R00595,A0039,1772352600000,26.2,travel
R00335,A0083,1770029460000,71.26,other
R00426,A0049,1770826620000,27.86,salary
