row_id,account_id,event_time,amount,currency
R00000,A0023,1772326500000,4.82,USD
R00001,A0020,1772328720000,10.22,GBP
R00002,A0025,1772338200000,81.65,SEK
R00003,A0044,1772340960000,20.85,GBP
R00004,A0004,1772342700000,14.64,SEK
R00005,A0054,1772366820000,19.09,USD
R00006,A0049,1772368020000,19.49,USD
R00007,A0028,1772372940000,96.21,SEK
R00008,A0006,1772391720000,9.95,EUR
R00009,A0036,1772402760000,10.99,GBP
R00010,A0040,1772407140000,32.69,EUR
R00011,A0042,1772411220000,26.77,GBP
R00012,A0051,1772425800000,13.81,GBP
R00013,A0030,1772431380000,32.07,GBP
R00014,A0037,1772431680000,23.21,SEK
R00015,A0016,1772431920000,4.46,SEK
R00016,A0016,1772439780000,71.29,GBP
R00017,A0056,1772449260000,63.21,EUR
R00018,A0041,1772466540000,24.81,EUR
R00019,A0054,1772469960000,5.75,EUR
R00020,A0055,1772470620000,9.15,EUR
R00021,A0025,1772483040000,13.5,EUR
R00022,A0029,1772491260000,106.35,EUR
R00023,A0002,1772500440000,6.73,SEK
R00024,A0017,1772507460000,258.12,EUR
R00025,A0053,1772507520000,7.01,EUR
R00026,A0009,1772518440000,3.66,EUR
R00027,A0050,1772521560000,26.87,SEK
R00028,A0036,1772523060000,46.12,USD
R00029,A0006,1772523540000,16.92,USD
R00030,A0052,1772523780000,9.98,SEK
R00031,A0035,1772523840000,11.48,SEK
R00032,A0021,1772535000000,7.69,USD
R00033,A0053,1772537640000,181.09,SEK
R00034,A0000,1772540280000,245.42,SEK
R00035,A0057,1772544180000,28.41,USD
R00036,A0013,1772550480000,8.49,GBP
R00037,A0026,1772555040000,9.46,SEK
R00038,A0023,1772556180000,9.57,GBP
R00039,A0028,1772558400000,66.77,EUR
R00040,A0030,1772568720000,7.3,GBP
R00041,A0005,1772572680000,13.05,USD
R00042,A0040,1772588340000,94.44,GBP
R00043,A0010,1772601900000,39.02,SEK
R00044,A0038,1772609160000,76.42,EUR
R00045,A0046,1772609400000,14.34,EUR
R00046,A0001,1772613420000,6.17,GBP
R00047,A0024,1772615940000,67.31,GBP
R00048,A0034,1772616360000,19.81,USD
R00049,A0038,1772617260000,7.57,EUR
R00050,A0032,1772622000000,10.06,USD
R00051,A0003,1772623500000,10.27,GBP
R00052,A0007,1772623560000,24.88,EUR
R00053,A0006,1772626380000,16.05,GBP
R00054,A0007,1772631420000,50.57,SEK
R00055,A0048,1772649060000,28.18,GBP
R00056,A0028,1772652180000,11.22,GBP
R00057,A0044,1772658300000,17.62,SEK
R00058,A0009,1772674020000,23.19,GBP
R00059,A0045,1772679780000,91.81,GBP
R00060,A0042,1772684700000,19.31,SEK
R00061,A0001,1772697720000,17.84,GBP
R00062,A0009,1772706840000,26.05,SEK
R00063,A0031,1772707200000,36.32,EUR
R00064,A0022,1772724120000,15.1,GBP
R00065,A0045,1772733000000,74.7,USD
R00066,A0018,1772739060000,5.29,EUR
R00067,A0014,1772742900000,9.5,USD
R00068,A0049,1772744100000,29.86,GBP
R00069,A0045,1772747220000,29.41,EUR
R00070,A0004,1772756040000,28.3,USD
R00071,A0047,1772758020000,5.9,USD
R00072,A0016,1772761200000,12.32,SEK
R00073,A0043,1772762640000,13.29,USD
R00074,A0047,1772775540000,85.96,USD
R00075,A0042,1772785980000,53.36,GBP
R00076,A0056,1772787240000,74.23,GBP
R00077,A0032,1772795220000,40.77,SEK
R00078,A0038,1772796060000,31.43,GBP
R00079,A0044,1772796240000,60.99,USD
R00080,A0019,1772798220000,5.07,SEK
R00081,A0017,1772801280000,30.4,SEK
R00082,A0018,1772809260000,52.7,EUR
R00083,A0019,1772815680000,58.26,USD
R00084,A0025,1772822820000,5.61,EUR
R00085,A0013,1772838600000,3.52,EUR
R00086,A0049,1772842980000,19.27,USD
R00087,A0008,1772845500000,22.44,USD
R00088,A0046,1772852040000,203.27,EUR
R00089,A0058,1772856060000,3.1,EUR
R00090,A0039,1772862780000,34.64,USD
R00091,A0014,1772882760000,85.65,EUR
R00092,A0007,1772886360000,19.51,EUR
R00093,A0010,1772895480000,15.66,USD
R00094,A0035,1772896620000,11.29,EUR
R00095,A0031,1772897280000,17.22,GBP
R00096,A0012,1772906040000,76.34,EUR
R00097,A0001,1772906880000,4.35,USD
R00098,A0057,1772913480000,7.66,USD
R00099,A0022,1772922780000,165.95,SEK
R00100,A0025,1772926860000,29.26,SEK
R00101,A0032,1772928420000,42.97,GBP
R00102,A0026,1772931060000,19.76,USD
