row_id,account_id,event_time,amount,currency
R00000,A0036,1772335740000,21.91,SEK
R00001,A0009,1772344200000,6.03,GBP
R00002,A0030,1772344860000,6.68,USD
R00003,A0041,1772356800000,5.9,GBP
R00004,A0050,1772357100000,27.27,USD
R00005,A0024,1772361180000,92.82,USD
R00006,A0001,1772365320000,19.47,EUR
R00007,A0030,1772372700000,171.33,GBP
R00008,A0045,1772376360000,5.96,GBP
R00009,A0057,1772396580000,31.69,GBP
R00010,A0031,1772399280000,84.95,SEK
R00011,A0012,1772401800000,133.02,GBP
R00012,A0006,1772420160000,32.69,USD
R00013,A0029,1772426760000,6.92,GBP
R00014,A0050,1772426940000,11.99,SEK
R00015,A0029,1772434260000,59.44,SEK
R00016,A0036,1772437500000,20.13,USD
R00017,A0013,1772443740000,12.19,SEK
R00018,A0006,1772446020000,8.33,USD
R00019,A0057,1772452080000,14.48,SEK
R00020,A0004,1772453400000,14.52,USD
R00021,A0037,1772458980000,12.18,USD
R00022,A0046,1772459100000,6.85,SEK
R00023,A0004,1772467080000,40.51,USD
R00024,A0009,1772473020000,24.15,SEK
R00025,A0058,1772477820000,10.02,GBP
R00026,A0000,1772482200000,8.15,SEK
R00027,A0006,1772488620000,50.32,USD
R00028,A0056,1772492520000,5.2,GBP
R00029,A0043,1772493060000,8.08,GBP
R00030,A0025,1772500200000,25.0,SEK
R00031,A0034,1772503200000,15.48,EUR
R00032,A0021,1772507460000,16.24,EUR
R00033,A0048,1772508000000,10.3,USD
R00034,A0038,1772511660000,22.52,GBP
R00035,A0007,1772511780000,11.08,GBP
R00036,A0018,1772517180000,6.59,SEK
R00037,A0017,1772517480000,23.25,GBP
R00038,A0006,1772529840000,61.25,SEK
R00039,A0028,1772534400000,12.32,USD
R00040,A0042,1772541120000,11.05,USD
R00041,A0019,1772543580000,29.54,USD
R00042,A0052,1772545380000,85.63,SEK
R00043,A0012,1772558040000,22.98,EUR
R00044,A0008,1772562840000,60.7,SEK
R00045,A0020,1772563500000,136.72,USD
R00046,A0017,1772567580000,10.13,EUR
R00047,A0011,1772569860000,7.18,USD
R00048,A0027,1772569920000,3.87,EUR
R00049,A0015,1772570580000,19.03,GBP
R00050,A0026,1772570700000,6.9,GBP
R00051,A0012,1772579100000,24.8,EUR
R00052,A0057,1772582820000,13.49,GBP
R00053,A0036,1772585280000,159.21,USD
R00054,A0013,1772591700000,31.21,GBP
R00055,A0037,1772593380000,3.7,SEK
R00056,A0013,1772595840000,10.03,EUR
R00057,A0053,1772615100000,36.72,SEK
R00058,A0013,1772634420000,33.74,GBP
R00059,A0022,1772641500000,11.75,EUR
R00060,A0016,1772648400000,4.0,USD
R00061,A0015,1772652840000,17.66,EUR
R00062,A0014,1772659380000,35.54,EUR
R00063,A0035,1772663100000,27.14,GBP
R00064,A0044,1772666160000,26.59,EUR
R00065,A0013,1772669640000,20.35,GBP
R00066,A0048,1772686920000,12.84,GBP
R00067,A0001,1772693820000,91.63,USD
R00068,A0046,1772696580000,2.03,SEK
R00069,A0033,1772701740000,27.4,EUR
R00070,A0026,1772702160000,21.78,GBP
R00071,A0008,1772711760000,39.5,USD
R00072,A0038,1772713560000,85.89,USD
R00073,A0020,1772713620000,29.82,GBP
R00074,A0016,1772723520000,17.0,EUR
R00075,A0055,1772724180000,27.18,EUR
R00076,A0028,1772725440000,7.73,EUR
R00077,A0013,1772728620000,11.65,GBP
R00078,A0001,1772731500000,30.0,GBP
R00079,A0005,1772740260000,7.9,GBP
R00080,A0041,1772749380000,10.13,EUR
R00081,A0000,1772749860000,17.46,EUR
R00082,A0011,1772750340000,7.79,GBP
R00083,A0021,1772752200000,22.07,SEK
R00084,A0041,1772759760000,2.91,SEK
R00085,A0058,1772764860000,5.51,EUR
R00086,A0020,1772766840000,26.37,SEK
R00087,A0036,1772766900000,120.39,EUR
R00088,A0052,1772776860000,14.31,USD
R00089,A0025,1772799180000,51.34,USD
R00090,A0056,1772803680000,18.48,GBP
R00091,A0033,1772808900000,10.7,GBP
R00092,A0004,1772826420000,9.68,SEK
R00093,A0017,1772827140000,62.64,SEK
R00094,A0052,1772833500000,72.38,EUR
R00095,A0036,1772855700000,8.72,SEK
R00096,A0016,1772857260000,108.18,USD
R00097,A0022,1772884440000,33.45,EUR
R00098,A0048,1772884500000,20.98,EUR
R00099,A0052,1772892180000,119.84,EUR
R00100,A0035,1772893920000,19.83,GBP
R00101,A0027,1772895840000,17.5,SEK
R00102,A0002,1772900580000,22.36,USD
R00103,A0017,1772901240000,66.74,GBP
R00104,A0004,1772902080000,24.32,GBP
R00105,A0017,1772921520000,113.21,GBP
R00106,A0004,1772947320000,12.44,GBP
R00107,A0043,1772950560000,9.59,SEK
R00108,A0041,1772963160000,53.51,GBP
R00109,A0040,1772966580000,87.03,USD
R00110,A0053,1772977680000,16.04,SEK
R00111,A0034,1772979180000,118.56,GBP
R00112,A0030,1772980800000,250.78,USD
R00113,A0029,1772990340000,6.49,EUR
R00114,A0057,1772992260000,19.2,USD
R00115,A0049,1772993400000,7.21,GBP
R00116,A0018,1772999520000,16.58,USD
R00117,A0045,1773007320000,7.16,EUR
R00118,A0052,1773012060000,90.58,SEK
R00119,A0003,1773013620000,51.11,EUR
R00120,A0026,1773016800000,43.18,GBP
