row_id,a_val
R00000,11.583
R00001,12.9701
R00002,11.8399
R00003,8.9907
R00004,10.4298
R00005,16.3002
R00006,13.7387
R00007,5.9518
R00008,7.2015
R00010,18.4792
R00011,10.369
R00013,6.6405
R00014,9.4116
R00015,11.0742
R00016,11.6801
R00017,17.0858
R00018,0.7983
R00020,13.3838
R00021,12.9293
R00022,12.5665
R00024,15.6469
R00025,10.1021
R00026,6.4558
R00027,10.0583
R00029,8.6337
R00031,15.7435
R00033,14.4122
R00034,16.3293
R00035,17.9725
R00036,4.6746
R00037,11.4596
R00038,4.0832
R00040,13.0971
R00041,8.1741
R00042,10.3357
R00043,2.9342
R00046,6.2532
R00047,4.916
R00048,14.7376
R00051,11.8326
R00053,10.9736
R00054,15.9031
R00055,13.4409
R00057,7.7286
R00058,13.2514
R00059,5.875
R00060,5.6649
R00061,5.284
R00062,6.8697
R00064,10.2082
R00065,11.5194
R00066,5.7502
R00068,10.2825
R00069,7.0735
R00070,10.0702
R00071,9.1815
R00073,10.208
R00074,10.0123
R00075,11.3041
R00076,10.1512
R00077,11.5637
R00078,12.4926
R00079,10.9769
R00081,10.0369
R00083,11.1682
R00084,8.5341
R00086,15.4699
R00087,2.546
R00088,11.7928
R00089,13.7016
R00090,5.6774
R00091,14.1825
R00092,9.2179
R00093,12.3762
R00095,12.4585
R00096,7.5323
R00097,6.401
R00098,7.1424
R00100,15.0237
R00102,13.237
R00104,13.8769
R00105,13.8363
R00106,13.889
R00108,9.0905
R00109,18.0855
R00110,13.529
R00112,6.7477
R00113,11.014
R00114,13.7187
R00117,10.493
R00120,6.6556
R00121,8.2624
R00122,9.0212
R00125,11.4037
R00126,14.0268
R00129,6.7636
R00130,8.8217
R00131,12.6883
R00132,10.6079
R00133,12.8825
R00134,10.1413
R00136,10.9315
R00137,6.3031
R00138,4.979
R00139,9.092
R00140,10.9339
R00141,11.681
R00142,9.243
R00144,9.1261
R00145,6.4336
R00146,5.983
R00148,20.1623
R00149,2.5605
R00150,14.4565
R00151,8.6121
R00152,7.0705
R00153,8.5495
R00154,4.8971
R00155,7.3074
R00156,2.9902
R00157,8.3227
R00158,7.1373
R00160,7.2797
R00161,4.6428
R00162,9.7711
R00163,15.0447
R00165,15.1559
R00166,15.2011
R00167,14.9662
R00169,7.638
R00170,14.416
R00171,10.4553
R00172,17.8857
R00173,16.6251
R00174,5.6925
R00175,8.7934
R00177,10.4912
R00178,12.2977
R00179,15.8956
R00180,12.6021
R00181,13.3545
R00183,11.843
R00184,10.6985
R00186,6.8849
R00187,11.1223
R00188,5.0879
R00189,5.7717
R00190,4.4268
R00192,5.1449
R00193,11.5413
R00194,10.0814
R00195,11.137
R00196,5.5661
R00198,11.7101
R00199,13.505
R00201,0.8388
R00202,4.4152
R00205,12.3833
R00206,7.8096
R00208,7.9091
R00209,10.1799
R00210,2.8945
R00215,8.1081
R00216,15.0272
R00217,6.5029
R00218,10.6728
R00219,13.4205
R00220,7.0092
R00221,-0.895
R00222,15.4082
R00223,10.5028
R00224,16.7099
R00225,8.7996
R00227,7.7534
R00228,12.4226
R00229,5.465
R00230,11.8983
R00231,7.6265
R00234,8.794
R00235,6.7535
R00236,15.2116
R00237,8.9406
R00238,16.289
R00239,7.7826
R00240,7.4657
R00241,8.0537
R00242,14.848
R00243,5.7121
R00244,2.3993
R00246,6.5031
R00247,13.0905
R00248,12.0857
R00249,8.051
R00250,11.8246
R00251,17.792
R00252,13.5832
R00253,7.9688
R00254,15.4422
R00255,10.5324
R00257,9.4622
R00258,5.3722
R00259,8.2214
R00260,11.8161
R00263,12.9451
R00264,10.3891
R00265,10.4948
R00266,10.7034
R00267,5.6339
R00269,11.0989
R00270,11.8245
R00271,14.7157
R00273,10.8913
R00274,14.6801
R00275,11.0815
R00276,9.0914
R00277,11.4128
R00278,10.3798
R00279,1.7339
R00280,2.1146
R00281,8.1715
R00282,13.6179
R00283,14.0422
R00284,7.4304
R00286,14.6207
R00287,6.8982
R00288,11.7213
R00289,10.5996
R00290,16.7226
R00291,12.797
R00292,11.3784
R00293,11.5051
R00295,7.6501
R00297,12.8145
R00298,4.1308
R00299,16.5708
R00300,7.3009
R00301,13.9055
R00302,10.9251
R00304,8.5484
R00305,10.4677
R00306,6.0769
R00307,19.7475
R00308,12.3101
R00309,4.0546
R00310,7.8667
R00311,7.4361
R00312,5.1732
R00316,13.5253
R00317,12.4697
R00319,8.746
