row_id,account_id,event_time,amount,currency
R00000,A0030,1772340660000,72.92,USD
R00001,A0055,1772343780000,5.49,SEK
R00002,A0051,1772353440000,14.87,SEK
R00003,A0020,1772355360000,24.1,SEK
R00004,A0028,1772356200000,32.37,USD
R00005,A0023,1772357460000,17.6,EUR
R00006,A0041,1772371140000,22.96,GBP
R00007,A0016,1772376420000,26.44,EUR
R00008,A0029,1772379840000,128.92,GBP
R00009,A0014,1772383440000,5.81,GBP
R00010,A0010,1772385180000,7.14,EUR
R00011,A0003,1772386980000,56.6,SEK
R00012,A0029,1772392020000,15.03,USD
R00013,A0030,1772402280000,34.06,USD
R00014,A0003,1772405400000,53.25,EUR
R00015,A0051,1772406540000,7.06,GBP
R00016,A0048,1772411880000,18.62,GBP
R00017,A0019,1772421360000,26.39,GBP
R00018,A0059,1772422260000,5.27,GBP
R00019,A0017,1772433300000,58.5,GBP
R00020,A0000,1772470320000,51.06,USD
R00021,A0023,1772473140000,34.66,EUR
R00022,A0013,1772478480000,54.99,GBP
R00023,A0019,1772483400000,59.93,GBP
R00024,A0021,1772486040000,22.9,USD
R00025,A0018,1772488380000,3.47,GBP
R00026,A0017,1772492460000,20.58,EUR
R00027,A0049,1772493240000,4.72,EUR
R00028,A0019,1772494320000,32.83,USD
R00029,A0026,1772496060000,1.65,EUR
R00030,A0030,1772500620000,9.6,SEK
R00031,A0053,1772501040000,174.79,EUR
R00032,A0056,1772501040000,11.96,SEK
R00033,A0053,1772512980000,81.69,USD
R00034,A0057,1772527560000,27.1,GBP
R00035,A0007,1772529900000,55.13,SEK
R00036,A0016,1772530920000,28.65,GBP
R00037,A0028,1772533980000,16.2,SEK
R00038,A0040,1772544720000,17.47,USD
R00039,A0038,1772545500000,52.49,SEK
R00040,A0023,1772556420000,13.95,SEK
R00041,A0036,1772560260000,73.19,EUR
R00042,A0050,1772560320000,38.0,EUR
R00043,A0002,1772596080000,23.59,GBP
R00044,A0017,1772598600000,82.93,GBP
R00045,A0005,1772602020000,31.01,USD
R00046,A0053,1772602080000,15.54,EUR
R00047,A0038,1772604300000,11.28,SEK
R00048,A0021,1772623140000,31.75,GBP
R00049,A0035,1772631720000,12.42,SEK
R00050,A0032,1772634540000,37.0,EUR
R00051,A0001,1772637420000,12.12,GBP
R00052,A0008,1772637900000,16.94,USD
R00053,A0002,1772645400000,51.56,GBP
R00054,A0052,1772650620000,12.2,GBP
R00055,A0038,1772669820000,37.46,SEK
R00056,A0050,1772670360000,1.67,SEK
R00057,A0000,1772677140000,23.72,EUR
R00058,A0005,1772679960000,3.89,USD
R00059,A0050,1772680200000,15.25,EUR
R00060,A0019,1772681640000,39.47,GBP
R00061,A0034,1772682480000,32.26,SEK
R00062,A0014,1772686080000,9.33,EUR
R00063,A0037,1772687460000,50.9,USD
R00064,A0007,1772687640000,35.24,GBP
R00065,A0036,1772688720000,60.22,SEK
R00066,A0018,1772692920000,40.08,USD
R00067,A0051,1772693640000,10.34,EUR
R00068,A0038,1772695980000,18.12,GBP
R00069,A0028,1772699100000,6.17,USD
R00070,A0026,1772702220000,9.76,GBP
R00071,A0041,1772703840000,17.42,SEK
R00072,A0027,1772706300000,64.11,GBP
R00073,A0032,1772707680000,39.19,EUR
R00074,A0040,1772707980000,32.78,EUR
R00075,A0033,1772709480000,10.13,USD
R00076,A0012,1772716680000,10.94,USD
R00077,A0052,1772719200000,73.55,SEK
R00078,A0034,1772732340000,22.61,SEK
R00079,A0003,1772747820000,70.64,GBP
R00080,A0033,1772748420000,26.27,SEK
R00081,A0039,1772749740000,19.0,USD
R00082,A0047,1772753040000,4.94,GBP
R00083,A0007,1772757360000,32.81,GBP
R00084,A0028,1772767140000,12.33,EUR
