query_id,embedding
Q000,"[-5.294792, -1.389703, -0.586487, -0.090066, -0.606087, 3.714806, 0.035649, -0.365428, -1.030991, 4.029794, -0.429509, -3.180978, -0.440811, 1.048897, -1.629929, 2.763652]"
Q001,"[-6.635063, -0.929817, 0.605029, -0.65518, -0.212243, 2.572436, 0.577818, -1.618779, -1.048382, 4.240363, -0.505157, -1.910986, -2.389971, -0.074796, -1.35187, 4.587979]"
Q002,"[-1.360591, -2.08, -0.53479, -0.955411, -1.057067, 0.161621, 1.489652, -4.930902, -4.705532, 6.764408, 4.640011, 2.51182, 2.613355, 3.643088, 5.263196, -2.25271]"
Q003,"[-6.258911, -1.4972, -0.248902, -0.585363, -0.591218, 2.71808, -0.028242, -0.80747, -0.656607, 3.825517, -1.304678, -2.633823, -1.87572, 0.725683, -0.638286, 4.455966]"
Q004,"[-4.486, -3.943784, -1.009185, -1.106032, 2.404354, 4.016727, 2.903636, -3.832547, 3.422557, -2.109616, -0.424165, -6.848006, 2.896871, 2.729303, 3.80516, -3.440506]"
Q005,"[-1.662116, -4.325175, -1.796788, 0.069348, -1.965283, 0.297585, -2.165489, 3.012517, 1.788587, -2.942168, 0.417426, 6.185052, 4.988536, -0.00213, 0.91263, -0.67992]"
Q006,"[0.623037, 0.277607, -3.743524, -1.736028, -0.778119, -4.318472, -5.748604, -3.90475, -0.973023, -1.878047, 4.708513, 3.418882, -1.58787, -3.621336, -3.871902, 1.436855]"
Q007,"[0.153045, 1.919191, 5.191105, 9.901288, -1.322354, 3.346809, -3.923202, 1.466734, -1.343325, -1.415972, -3.407332, -0.85887, 0.695258, 2.270379, 7.102399, 0.733284]"
Q008,"[-4.975074, -3.675481, -0.505013, -0.972721, 2.29362, 5.356823, 4.314054, -4.090569, 3.14271, -2.038106, -0.534375, -5.602942, 2.923464, 2.337357, 3.018685, -3.193142]"
Q009,"[-5.405102, -4.130238, -1.344538, -1.912217, 1.89304, 4.390784, 3.678224, -3.563822, 3.432012, -2.104516, -1.738821, -6.798123, 1.223219, 3.151369, 2.188618, -3.375369]"
Q010,"[-5.341949, 0.564791, 0.192247, -0.91396, -0.876969, 3.246643, -0.918754, -1.065976, -2.325916, 3.915532, -1.47455, -1.688545, -1.587371, 0.019935, -0.706606, 5.085713]"
Q011,"[-2.643517, -2.557767, -0.982801, -1.364207, -1.176087, 1.082517, 1.082254, -4.729781, -4.122032, 6.520403, 4.622177, 2.344642, 2.660495, 4.013299, 4.85371, -2.902704]"
Q012,"[-1.467915, -1.539513, -1.278981, -0.621395, -0.97181, 0.602273, 1.056473, -4.870711, -4.195617, 6.986339, 5.503291, 3.5633, 2.470273, 4.590209, 4.236956, -2.685623]"
Q013,"[-3.523812, -2.780132, 0.28808, -1.197829, 2.91139, 4.236129, 3.708476, -2.927423, 3.554475, -2.295246, -1.072123, -5.265228, 1.259421, 3.360851, 2.526719, -3.231163]"
Q014,"[0.778933, 2.315475, 4.422852, 9.69007, -0.159424, 3.197167, -4.414232, 1.848072, -1.895745, -2.348141, -3.651009, -0.338724, 0.975399, 2.731427, 6.364201, 0.162055]"
Q015,"[-4.166055, -4.542222, -0.73073, -0.939595, 2.7334, 4.845373, 3.351758, -4.308125, 3.296063, -2.103982, 0.023355, -5.773526, 1.132299, 3.185523, 2.334445, -4.492911]"
Q016,"[-1.721633, -0.767372, -1.806228, -1.363902, -0.90967, 1.626104, 0.825256, -4.040934, -4.743433, 6.59112, 4.599307, 3.342258, 2.6836, 4.107687, 3.956857, -2.937699]"
Q017,"[-3.704784, -5.015185, -0.609459, -1.585991, 1.276274, 4.065236, 2.984043, -3.406956, 2.956328, -2.422504, 0.199362, -5.240284, 1.739159, 3.387129, 3.342972, -4.237938]"
Q018,"[0.69418, 0.575295, 4.995395, 10.702146, -0.561405, 4.098125, -4.431293, 1.244625, -1.079089, -2.933603, -4.150189, -0.522425, 1.377206, 2.459015, 6.234851, 1.896542]"
Q019,"[-5.838676, -0.769734, -0.199042, -0.381074, -0.791215, 4.726408, -0.388167, -0.885982, -1.531933, 4.983989, -1.153074, -1.635913, -1.883008, 0.282538, -0.825489, 5.114968]"
Q020,"[-4.649394, -3.943056, -0.238333, -1.498423, 2.086268, 4.445001, 4.176678, -3.303262, 2.865501, -2.6065, -1.543563, -5.967986, 2.446047, 3.990359, 4.355257, -4.038144]"
Q021,"[-5.681867, -3.393133, -0.242673, -1.015843, 1.738605, 4.800248, 3.874528, -2.641282, 2.565192, -2.562467, -1.811477, -6.116708, 2.216795, 2.923795, 2.761429, -2.923481]"
Q022,"[-4.543859, -3.907536, -0.809687, -0.684173, 2.271985, 5.14901, 3.275931, -3.593815, 3.538201, -2.780269, -0.605637, -5.936056, 3.042532, 2.561994, 3.30914, -4.269386]"
Q023,"[0.582518, 2.844474, 5.072709, 9.955357, -0.560904, 3.328848, -3.073627, 0.26494, -1.161862, -1.770153, -3.874807, -0.74573, 1.184839, 2.513404, 6.529576, 0.276136]"
Q024,"[-2.256403, -3.435263, -1.138517, -0.06134, -2.562403, 2.375377, 1.176283, -6.327987, -4.956186, 5.730122, 3.814849, 3.657723, 3.041146, 3.26331, 5.504078, -3.150956]"
