row_id,f1,f2,f3,f4,f5
S00000,0.269109,1.955714,0.742855,0.792001,0.064887
S00001,0.478947,0.979034,0.752634,-2.076719,-1.0075
S00002,-0.057548,-1.926886,-0.067471,-0.945766,-0.164298
S00003,1.765795,-1.673632,-1.783599,0.849932,-1.40777
S00004,1.367498,0.008192,-0.095393,-1.572875,1.066455
S00005,-0.87538,-1.523168,0.396307,-0.438949,-0.176655
S00006,-0.633978,-1.470197,0.523172,0.767912,-0.713048
S00007,0.231687,-1.054263,1.196797,2.077065,-0.360587
S00008,-0.380865,-1.081701,-0.250257,0.287438,0.084796
S00009,-0.121974,2.392584,-0.465869,1.792833,0.703617
S00010,1.186803,0.17768,-1.082027,1.629396,0.366841
S00011,-0.151864,0.891095,-0.558482,2.450281,0.542558
S00012,-0.707208,0.004539,-1.062202,1.513876,-1.597896
S00013,-2.486673,-0.371477,-0.913455,0.043575,1.069412
S00014,2.031577,0.189731,0.468043,0.118651,0.525149
S00015,0.702079,1.380668,1.440992,0.012015,-0.128761
S00016,-1.780946,0.065481,-0.384179,1.076867,0.406739
S00017,-0.746455,-0.301909,-0.082496,0.410736,0.139306
S00018,0.36234,0.540049,0.834832,0.122742,-0.792521
S00019,-0.182251,0.640763,0.380061,-0.093121,-0.582382
S00020,-0.173033,1.03776,1.586856,0.613897,0.402553
S00021,-0.112936,2.025953,-0.989731,-0.396842,-0.912703
S00022,0.019882,-0.792522,-1.167053,-0.438129,-1.215136
S00023,0.19168,-0.184062,-1.013253,-0.256266,1.234728
S00024,0.181224,-1.543655,1.169366,-0.532519,-0.17624
S00025,-1.037617,0.125759,-1.492605,-0.079232,0.662182
S00026,-0.398071,0.935047,0.785101,0.904256,-0.154276
S00027,0.53243,0.524688,-0.716674,-0.061811,-1.03052
S00028,-1.148157,0.199742,0.849055,0.57808,0.275362
S00029,0.181178,-0.780271,0.006746,-0.804415,-0.537959
S00030,0.729194,-0.480465,0.110807,0.66065,-0.143141
S00031,-0.403074,0.888727,-0.41102,-0.815731,-1.406476
S00032,-1.346986,-0.534867,-0.26586,-1.809507,0.998179
S00033,-1.622447,-0.465229,-0.454823,1.012745,0.39653
S00034,-0.12549,1.650191,0.234535,-1.540859,1.897644
S00035,-0.951915,0.598594,0.082484,-0.745772,0.4777
S00036,0.416377,-0.106959,0.36752,-0.097809,1.714265
S00037,-0.827388,-0.594046,0.712144,0.34512,-1.242784
S00038,0.018362,-0.299835,1.005416,0.903468,-0.86437
S00039,0.447956,0.428693,-1.655235,1.808934,0.516939
S00040,0.817998,-1.694472,-0.783803,1.076037,0.660373
S00041,-0.720127,0.931652,0.797393,-0.353073,-1.191452
S00042,-1.874605,1.768613,1.221726,-0.493845,0.387227
S00043,-0.867245,0.079443,-0.662235,-0.774033,-0.003941
S00044,-2.069465,-1.068582,-0.867371,-0.081818,-0.970835
S00045,-1.648907,0.034897,-1.359653,-1.471302,-1.516838
S00046,1.800423,-0.604745,0.362292,0.154249,0.833691
S00047,-0.698327,0.934539,1.388363,1.65112,0.76688
S00048,0.441358,0.253536,0.050706,1.303202,-0.332197
S00049,-0.289097,1.742318,-1.739386,-1.039111,0.806308
S00050,0.264637,-0.399576,-1.289836,0.324894,-0.348067
S00051,-0.036683,2.050026,-0.614542,-1.295301,-0.932966
S00052,1.145816,0.358618,0.296996,-0.98144,-0.821086
S00053,-1.213045,-1.243188,1.04226,1.605889,-0.196727
S00054,1.737736,-0.575634,-0.385276,0.288851,-0.008314
S00055,-1.379079,0.845957,-0.18032,-0.921673,0.230682
S00056,-0.829921,-0.113983,-0.790688,0.092107,0.34162
S00057,-0.560157,-0.451116,-0.630135,0.781222,1.589586
S00058,-0.360636,0.827324,0.79971,1.776954,1.929361
S00059,0.220263,0.560319,0.709582,-1.390467,1.536903
S00060,0.50796,1.520104,-0.5007,1.064104,1.864351
S00061,1.529,1.165064,-0.037223,0.912803,0.314038
S00062,0.952509,1.923656,0.431909,0.54547,-0.250526
S00063,2.736843,-1.273554,-0.113605,0.061633,1.16216
S00064,-1.27047,-0.795984,-2.160371,0.450073,-0.714129
S00065,-1.209015,-0.023659,0.230758,1.388918,0.465294
S00066,-0.467016,-1.03405,0.690683,0.495833,0.019502
S00067,-1.322586,-0.371517,0.582773,-0.825385,0.099568
S00068,-1.180669,-1.34613,-0.615715,-0.606055,2.052221
S00069,-1.651004,-0.728938,0.884753,1.14201,0.38487
S00070,-1.920511,1.461231,-1.793801,-1.082413,2.279796
S00071,-0.211695,0.697621,-1.092467,0.232087,2.15564
S00072,-0.134949,0.599881,-0.680285,0.357235,-2.39764
S00073,0.254963,1.277642,-1.029514,1.992531,-0.227329
S00074,0.081498,0.353159,-0.113058,-0.104446,0.610507
