row_id,f1,f2,f3,f4,f5,label
T00000,1.594301,-0.330058,0.433334,0.389767,1.295034,0
T00001,-0.081123,0.718685,0.533641,-0.482969,0.546337,1
T00002,-1.648374,-0.490421,-1.08444,-0.493174,-0.990161,0
T00003,0.264111,0.329096,-0.198523,0.003502,1.268805,0
T00004,0.008453,0.765925,-0.882584,-1.679899,0.605082,0
T00005,1.039165,0.86148,-1.792746,0.028537,2.812597,0
T00006,0.669343,-0.592449,0.274992,0.535255,1.17475,0
T00007,0.86566,0.560934,0.6228,-0.73402,-0.376836,0
T00008,-1.188384,-1.123239,-0.157523,-1.017296,-0.211799,0
T00009,0.443726,-0.603385,0.051588,-1.364149,0.598231,0
T00010,1.505697,-0.441577,-0.383904,-1.134762,1.472481,0
T00011,1.533832,0.119861,0.933363,0.077728,-1.08896,1
T00012,-1.761495,0.243457,0.571641,-0.980313,0.592191,0
T00013,-0.535344,0.17139,1.133537,-0.831792,0.831074,0
T00014,-0.744321,-0.6642,2.734117,-0.028529,-0.241188,0
T00015,-1.301722,-0.174631,0.334664,-0.283658,1.69504,0
T00016,-0.575319,-0.910558,0.291432,0.661609,0.615238,0
T00017,-0.625043,0.366678,0.205787,-0.434154,-1.148433,1
T00018,0.973106,-0.135127,0.956756,-1.226783,2.106152,0
T00019,2.354422,-0.534952,0.124536,-0.754503,-0.892955,1
T00020,0.233359,-0.245995,-1.461901,2.268566,-1.232065,1
T00021,0.837447,-0.754811,-0.818132,-0.228591,0.071665,0
T00022,-0.253664,2.059832,0.638793,1.020173,1.020966,0
T00023,1.044687,0.290901,-0.969027,-0.952891,0.171946,0
T00024,-0.821024,0.93383,1.525296,-1.070317,-0.293902,1
T00025,0.346942,0.784771,0.024618,-0.142239,0.044328,0
T00026,0.679585,-0.909504,-0.72414,0.434619,-1.715039,0
T00027,0.109015,-0.580213,-1.021462,0.944436,-1.193954,0
T00028,-3.564994,1.152117,-0.281356,-0.479836,-1.077801,0
T00029,-0.117611,-0.341083,1.659515,-1.396371,0.629644,1
T00030,-0.510838,-0.067495,-0.416081,0.564829,0.341085,0
T00031,-2.677767,1.341408,-0.222073,0.024518,-0.202369,0
T00032,-0.167726,-1.451934,0.316149,-0.689899,1.146243,0
T00033,1.870042,2.062351,0.192309,0.757388,-0.653085,1
T00034,-2.737494,-0.018643,0.994573,-0.363141,-0.024845,0
T00035,0.541091,-1.92259,-0.175233,0.290116,0.103116,1
T00036,0.531554,0.433496,-1.563412,-0.981715,0.056655,0
T00037,-0.717752,0.640907,0.406218,0.800693,-0.115357,0
T00038,-0.420378,0.53641,-1.20056,1.17872,0.994048,0
T00039,-1.229566,0.399455,0.135284,-1.183871,0.091332,0
T00040,-0.219129,0.488635,1.187788,0.022602,1.126572,0
T00041,-0.70986,-0.325682,-0.029808,0.541055,-1.964563,1
T00042,-0.171724,-0.918666,-0.131229,-1.421858,-0.966908,1
T00043,1.614792,0.731542,0.389632,-0.950664,-0.363779,1
T00044,-0.242685,-0.046904,-1.654694,-0.203908,-0.846881,0
T00045,0.350063,1.143378,0.395936,-1.712734,1.085358,0
T00046,-0.111521,0.169769,0.183482,0.997928,0.318197,0
T00047,-1.947759,-0.032387,-0.333723,-1.118072,-0.093413,0
T00048,-0.025249,-0.748989,-1.673411,1.520071,2.239986,0
T00049,-1.252082,-1.60266,1.275372,0.282854,0.433067,1
T00050,0.073973,0.563041,0.951979,0.097313,0.373647,1
T00051,0.106236,0.21505,0.445771,0.45559,0.24794,0
T00052,-0.278334,2.671888,0.57582,-0.661838,2.555893,0
T00053,0.646349,1.732378,-1.779103,-0.002089,-0.324119,0
T00054,0.628826,-1.185773,0.476123,0.074495,-0.713578,1
T00055,-1.567284,-0.106591,1.88749,-0.923895,0.026254,1
T00056,0.452153,0.985489,-0.144164,0.258848,0.80408,1
T00057,-1.52465,1.695813,1.363952,0.367258,-0.817699,1
T00058,-0.717519,-0.935277,0.768279,-0.085207,-0.125837,1
