account_id,event_time,amount,balance
A0001,1770667272000,26.56,1404.15
A0003,1770048889000,53.91,3319.33
A0004,1767255227000,31.98,3436.61
A0008,1772063477000,59.17,3665.86
A0010,1768274003000,10.53,4287.99
A0011,1771577626000,96.37,6387.91
A0013,1772995984000,18.04,5042.42
A0015,1771969667000,39.69,3434.51
A0015,1772155541000,16.27,3730.14
A0017,1771984282000,24.67,1577.96
A0021,1767965071000,8.22,4408.64
A0022,1771303437000,91.51,722.59
A0022,1773036681000,42.17,138.71
A0024,1773260225000,27.35,3373.98
A0028,1772075674000,28.21,4419.75
A0029,1769363598000,32.75,6111.29
A0029,1772020715000,14.25,5989.69
A0030,1770854080000,349.86,8757.72
A0030,1771328982000,91.55,8211.72
A0031,1769307555000,35.99,1029.26
A0032,1770920470000,22.44,4045.81
A0033,1772108436000,17.47,3945.53
A0034,1767656050000,7.68,5242.53
A0034,1770611668000,16.33,5270.85
A0034,1772887491000,35.93,4723.33
A0035,1770864670000,54.38,6324.76
A0039,1767234111000,29.18,3133.79
A0040,1770382525000,45.01,7862.23
A0041,1770966890000,8.1,6275.06
A0043,1770883606000,83.18,2818.9
A0044,1767294084000,13.19,3297.72
A0045,1772970018000,59.84,2396.92
A0047,1770328653000,31.96,8275.13
A0049,1770747970000,322.21,5725.89
A0051,1771234418000,38.1,5558.15
A0053,1772195416000,82.15,6075.48
A0053,1772860559000,12.86,6213.51
A0054,1770291395000,24.89,4126.65
A0057,1768063827000,65.42,4190.78
A0060,1767270282000,49.8,3006.29
A0060,1772157219000,19.32,4803.86
A0061,1769101532000,185.71,6289.47
A0062,1771314264000,10.75,3746.77
A0063,1768124956000,19.51,3965.58
A0065,1770267872000,265.46,3799.61
A0067,1767762334000,71.57,5056.65
A0068,1769225866000,66.68,6204.2
A0068,1770890562000,16.17,4811.29
A0069,1773548765000,38.14,3277.81
A0071,1770952228000,66.27,4082.08
A0071,1771311032000,46.51,4227.25
A0073,1770735759000,4.33,2680.98
A0075,1769080485000,238.47,4370.25
A0076,1771358815000,141.94,5864.4
A0077,1767528515000,171.05,425.61
A0077,1768273747000,31.17,442.35
A0078,1768441845000,23.35,5465.05
A0081,1767254792000,40.2,5628.0
A0083,1769622449000,23.05,6807.51
A0084,1767236994000,16.6,4279.1
A0084,1770565188000,17.36,3741.15
A0085,1770271235000,12.37,6165.55
A0085,1770295775000,9.22,6049.82
A0087,1770162304000,16.66,7361.4
A0088,1767266611000,15.55,5388.51
A0093,1770439915000,13.9,8095.71
A0095,1771399544000,14.48,4695.43
A0097,1770483512000,29.77,2732.86
A0098,1773095003000,11.64,4931.4
