-0.808181,0
0.533986,1
-1.109136,0
0.609569,1
0.569667,1
-0.376771,0
0.767906,0
0.714622,0
0.628085,1
0.720006,1
0.879501,0
0.291799,0
-0.187071,0
0.267157,0
0.492375,0
-0.031073,1
1.049695,0
0.765913,0
1.273377,1
0.521635,0
0.63501,0
0.308811,0
-0.164497,0
0.61407,1
-0.939635,0
-0.518016,0
0.275314,0
0.505716,0
1.118371,0
-0.118539,0
0.563424,1
-0.310084,0
-0.693864,1
0.55113,0
-1.380206,0
0.837877,0
-2.167985,0
-0.226306,1
0.069905,0
1.675372,1
1.076797,0
0.450995,0
-0.318527,0
0.558877,0
0.676955,0
0.833817,1
-0.982899,1
-2.590141,0
-0.24198,0
2.039561,0
-0.893636,0
-0.560005,0
1.053123,0
1.815888,0
-0.803501,0
0.810756,1
0.201625,0
3.047956,0
-0.272738,1
-0.750627,0
-0.648931,1
-1.386248,0
0.714896,0
-1.33243,0
0.274111,0
-0.058604,0
1.200951,0
-0.249558,0
0.56537,0
1.186638,1
-0.685366,1
-0.693234,0
-1.892634,0
0.37122,0
-0.125923,0
0.715876,0
0.614066,0
0.898941,1
0.486302,0
-0.012323,0
0.84672,0
-0.47466,0
-0.256915,1
1.177653,1
1.69972,0
0.55989,0
0.912439,0
-0.708816,0
0.287386,0
0.249931,1
-0.176764,1
-1.355113,0
-0.138868,0
0.134884,0
-0.350048,1
0.808125,0
-0.675671,0
-0.111506,0
0.973661,1
0.356262,1
0.367383,1
0.710313,0
0.566212,1
1.393466,0
1.816111,1
0.411913,0
0.712844,1
0.51255,1
-0.665859,1
-0.674944,0
-0.195027,0
-0.220607,0
-0.108307,1
0.254598,0
-0.280855,0
-0.164163,0
-2.031029,0
-0.524533,0
0.004335,0
1.307285,0
0.947187,1
-1.193508,0
0.299763,0
0.917189,0
-0.286531,0
0.767754,0
0.137773,1
0.202621,0
-1.968793,1
-1.023543,1
-0.34146,0
-0.33344,1
0.685182,0
1.63522,1
-2.533378,0
1.522674,0
-0.932815,1
0.096455,0
0.752566,0
0.923172,1
0.139869,0
-0.48817,1
0.004558,0
0.955713,0
0.765668,0
-0.06726,0
-0.637206,0
1.012936,0
-1.742674,0
-0.420661,0
-0.091654,1
1.004216,0
0.341751,0
-1.994593,0
-0.260327,1
2.126761,0
0.523859,1
-0.491441,0
-0.068566,0
-0.584875,1
-0.06791,0
-0.147653,0
0.365612,1
1.289833,1
0.235956,0
-0.574084,0
-1.07726,1
-0.566004,0
0.350757,1
-0.069625,1
0.376967,0
-0.007829,0
-0.904016,0
-0.672502,1
0.297755,0
-0.229685,0
0.025485,1
1.994934,0
-1.135484,0
0.054534,0
-0.677864,0
-1.123725,0
-1.148458,0
1.645762,0
