row_id,a_val
R00000,9.7157
R00001,0.2013
R00002,7.2854
R00003,6.4554
R00004,5.9463
R00005,18.7873
R00006,9.5447
R00007,5.8805
R00008,5.292
R00009,15.6168
R00010,15.8719
R00011,13.8987
R00012,11.6438
R00013,11.5145
R00015,10.669
R00016,8.216
R00017,1.0977
R00018,7.0706
R00021,10.4197
R00022,12.3232
R00023,6.8179
R00024,4.3272
R00025,8.5567
R00029,5.8712
R00030,2.3236
R00032,6.0282
R00033,11.8806
R00034,7.4156
R00035,9.8686
R00036,9.4888
R00037,14.2059
R00038,7.8399
R00041,2.8283
R00043,4.1531
R00044,14.942
R00045,8.3621
R00046,10.3035
R00047,3.0635
R00048,15.4547
R00050,12.0617
R00051,12.1313
R00052,3.9901
R00053,13.6302
R00055,13.1296
R00056,11.7345
R00057,10.6383
R00058,4.8313
R00059,12.1464
R00060,9.2037
R00061,7.6884
R00062,17.0705
R00063,10.2154
R00064,5.6837
R00066,6.9953
R00069,13.9766
R00070,14.4368
R00071,6.7008
R00072,12.2956
R00073,16.253
R00075,16.8248
R00076,10.9079
R00077,8.2509
R00078,17.0698
R00079,12.2896
R00080,9.4612
R00082,13.7738
R00083,11.0771
R00084,12.814
R00087,12.0167
R00089,5.6751
R00092,6.7602
R00094,14.2085
R00095,3.7427
R00096,10.6048
R00097,9.9341
R00098,4.703
R00099,8.3765
R00100,3.718
R00101,2.4046
R00102,15.1574
R00104,5.8426
R00105,9.3024
R00107,9.5545
R00108,9.763
R00109,10.1006
R00110,16.9109
R00111,6.3101
R00112,2.149
R00113,14.3681
R00114,13.3277
R00115,12.4839
R00116,8.6286
R00117,12.243
R00118,14.2068
R00119,10.7756
R00120,6.1465
R00122,7.1443
R00124,12.8363
R00125,10.6664
R00126,8.3303
R00127,14.7794
R00129,18.3707
R00130,12.3167
R00132,1.5617
R00134,9.8523
R00135,8.8833
R00136,6.8728
R00137,7.2568
R00138,10.7518
R00140,6.896
R00142,8.3479
R00143,11.6061
R00144,10.5119
R00146,15.9359
R00148,8.3729
R00149,7.7994
R00150,10.9433
R00151,5.8164
R00152,8.8739
R00153,11.0245
R00154,14.3549
R00155,0.2381
R00156,8.3567
R00157,9.5809
R00158,5.8756
R00160,6.0722
R00161,6.8779
R00162,11.3025
R00163,3.5166
R00164,14.1675
R00166,9.5825
R00167,9.5348
R00169,-0.1305
R00171,13.5664
R00172,4.8343
R00173,10.7366
R00174,6.5603
R00175,5.1439
R00178,8.3152
R00179,8.2794
R00181,11.9468
R00182,14.4665
R00184,14.6199
R00186,8.4027
R00188,9.4429
R00189,9.2377
R00190,8.6987
R00192,14.0736
R00193,5.3905
R00194,11.259
R00195,10.5112
R00196,9.3211
R00197,5.9975
R00200,13.5575
R00202,9.3737
R00204,9.3451
R00205,8.196
R00206,8.658
R00207,11.7159
R00209,7.7498
R00210,9.9557
R00211,14.9854
R00213,3.3492
R00214,13.9802
R00215,12.9667
R00216,6.298
R00217,18.6339
R00218,2.636
R00219,9.5177
R00220,5.6245
R00221,8.8618
R00222,7.2514
R00223,9.5052
R00224,9.7119
R00227,12.1818
R00228,9.5063
R00230,11.5986
R00231,15.0355
R00233,17.2628
R00234,11.9179
R00235,9.3468
R00236,12.1746
R00238,10.2567
R00239,9.1915
R00240,8.892
R00241,3.5543
R00243,11.1305
R00245,11.52
R00246,15.1397
R00248,13.555
R00249,19.4281
R00250,12.2248
R00251,10.5912
R00253,8.3358
R00254,8.4735
R00255,14.1653
R00256,8.3463
R00257,9.2797
R00260,7.629
R00261,9.4361
R00262,11.7657
R00263,0.6926
R00264,8.2427
R00265,9.7326
R00266,13.5583
R00267,12.2084
R00268,8.2186
R00269,3.1506
R00270,11.8594
R00271,8.7731
R00272,15.021
R00273,11.7246
R00274,8.9492
R00276,17.0931
R00277,7.7681
R00278,7.4011
R00279,6.8372
R00280,7.1655
R00282,9.256
R00283,0.3447
R00284,12.0956
R00286,10.0405
R00287,0.4331
R00288,5.9245
R00289,5.57
R00290,12.4324
R00291,8.578
R00292,7.5533
R00293,11.8727
R00294,15.7842
R00295,11.1975
R00297,16.8779
R00299,16.0997
R00300,12.0107
R00301,7.385
R00302,12.14
R00303,7.318
R00304,12.0519
R00306,13.1965
R00307,6.379
R00308,6.9655
R00309,7.8811
R00311,8.0227
R00312,14.3519
R00313,7.1424
R00314,11.7135
R00315,6.319
R00316,4.5662
R00318,8.8962
R00319,0.3948
