row_id,f1,f2,f3,f4,f5,f6,label
R00000,-0.039661,-0.594136,-1.170156,-0.632474,0.525501,-1.807172,0
R00001,2.44616,-0.960928,1.460926,0.054917,-1.189361,0.559102,1
R00002,-0.025094,1.189695,-0.552299,-1.005309,-0.318302,-0.555589,0
R00003,0.179129,-0.868783,-1.082723,1.05709,1.842219,0.096796,0
R00004,-0.213248,1.513414,0.04275,-0.951652,-0.456618,-0.381835,0
R00005,0.071117,-0.867029,1.839441,1.097687,-1.31501,-0.821866,0
R00006,-0.181963,0.249848,1.287602,1.852965,-0.945392,0.338818,0
R00007,2.620918,-1.054725,1.18978,1.810852,-0.796876,0.805243,1
R00008,-0.074716,-0.601255,-1.091397,0.901849,0.812044,2.032704,0
R00009,2.132067,1.96732,0.61918,0.913626,1.593551,-1.179763,1
R00010,2.464934,0.267099,-0.618195,0.806564,0.71765,2.81911,1
R00011,2.507684,2.104591,0.860328,-0.738466,1.124185,1.305034,1
R00012,0.07848,-1.189023,0.443987,0.117101,0.288889,0.14097,0
R00013,-0.156947,1.087096,-0.408258,0.092198,0.625632,0.299829,0
R00014,0.049229,0.400891,-0.867424,-1.631432,-1.019501,-0.587011,0
R00015,0.274963,-1.061884,0.372109,-0.536579,-0.076636,-0.802976,0
R00016,0.204962,0.887124,0.653775,2.099237,-0.190201,0.351024,0
R00017,0.423276,0.989014,1.489245,1.906049,-0.830894,1.039124,0
R00018,2.131867,0.408429,-1.418008,1.082562,-0.362485,0.110802,1
R00019,-0.11422,-0.290228,-0.541371,-0.608372,0.879525,-0.812457,0
R00020,-0.00408,-0.468912,0.852351,0.719543,0.649807,-0.954463,0
R00021,0.123507,-0.295714,0.135379,-0.188,-0.49729,1.435895,0
R00022,2.313518,0.451966,1.05272,0.272463,-0.592786,0.079387,1
R00023,-0.064217,2.235361,1.271208,-1.043667,-0.464396,1.176226,0
R00024,2.610044,-1.611014,0.251544,-0.691308,0.541934,-0.12427,1
R00025,0.163138,-0.804439,-0.686732,-1.125114,0.912672,0.538508,0
R00026,0.136058,-0.716537,0.89393,-0.549612,-0.481807,-1.011455,0
R00027,-0.112177,0.926187,-1.82391,-0.37783,-1.334751,0.577118,0
R00028,2.408629,-2.438434,0.823221,-0.30303,-0.434825,0.676236,1
R00029,0.113471,0.079946,1.051173,0.372972,1.291742,-0.083262,0
R00030,2.260911,1.305661,0.056496,0.30221,-0.688488,-0.678836,1
R00031,-0.024982,0.511982,0.59088,-1.189523,1.081387,-0.450622,0
R00032,-0.035256,0.378376,0.186212,-1.720007,-0.25952,-0.757402,0
R00033,-0.101032,-1.961811,-0.161311,-0.025257,1.312256,1.125524,0
R00034,2.462051,0.478387,1.010902,0.944321,-0.526528,-0.937999,1
R00035,-0.017914,-0.319494,-0.332756,0.027886,-0.464209,-1.338449,0
R00036,-0.283861,0.517606,-1.069975,-0.892453,1.635561,0.136804,0
R00037,2.604225,-0.832192,-0.663228,-0.021021,0.069342,-0.882309,1
R00038,0.052908,-0.076225,0.380056,-0.339596,0.52976,0.001383,0
R00039,-0.028536,0.287146,0.488706,0.082933,0.284375,-0.727274,0
R00040,2.592188,-1.29365,1.974638,-0.051868,0.054073,0.846226,1
R00041,2.492162,0.431485,-0.005247,0.74916,0.104981,-0.278552,1
R00042,-0.341022,0.043358,0.33212,1.141332,1.005122,0.136769,0
R00043,0.196246,-1.714722,1.060528,-0.534105,-1.271445,0.732434,0
R00044,-0.07602,-0.445768,-0.756751,0.746489,-1.079421,-0.464006,0
R00045,-0.001313,-1.094295,-1.259784,-0.575074,-0.218003,-1.891716,0
R00046,0.113868,0.951785,0.080651,1.493287,-0.59285,0.345874,0
R00047,2.247956,-0.446738,-0.030618,0.277719,1.764136,-0.834004,1
R00048,-0.235659,-0.416233,-0.467709,-1.294414,-0.460116,-0.27394,0
R00049,2.469003,0.66462,1.122008,1.090511,0.078064,-0.149148,1
R00050,2.491036,-0.437308,-1.531365,2.950633,0.013486,-0.113911,1
R00051,-0.049579,1.132908,0.663232,1.122499,-1.439031,-0.847431,0
R00052,-0.133811,-0.213038,-0.22114,0.903032,-0.884597,-0.66371,0
R00053,-0.009573,-0.27872,0.349959,0.419386,-1.451514,0.250811,0
R00054,2.405838,0.141237,-1.419388,-0.552482,-1.784671,-0.146963,1
R00055,0.097345,-0.731968,-1.932053,-1.045024,-0.013536,0.520945,0
R00056,0.024049,-0.138,-1.392643,-0.842414,1.173295,1.414425,0
R00057,0.230657,-0.202713,0.401076,0.049418,-0.16227,1.682851,0
R00058,0.144014,-0.307085,0.718159,-1.333526,-0.66745,-0.373345,0
R00059,-0.078715,-0.540551,-1.216881,0.532588,-0.200442,-1.618562,0
R00060,-0.018918,-0.211285,0.204365,-3.224458,-0.244464,0.951563,0
R00061,0.14481,-0.572035,0.386313,0.248049,-0.686021,-0.294366,0
R00062,0.082551,1.150411,-1.272494,0.191073,-0.042628,-0.2238,0
R00063,0.0586,1.452027,0.284119,-0.468524,0.396476,-0.461838,0
R00064,0.019029,2.921057,0.885479,-1.21533,0.833661,0.125826,0
R00065,-0.042772,-0.364222,-0.900066,1.046224,-0.152761,-1.445575,0
R00066,2.578605,0.205606,0.236935,0.269368,-0.939249,1.391475,1
R00067,0.16567,-1.263834,-1.198568,-0.407402,1.01987,-0.564458,0
R00068,0.098564,-0.206282,-0.885764,-2.079684,0.836389,1.261027,0
R00069,0.074979,-0.927715,-0.378585,-0.734939,-1.382413,-0.506145,0
R00070,2.362196,-1.001018,-0.101145,0.590534,0.815707,-2.519332,1
R00071,0.016385,0.243797,1.888172,1.022825,1.547668,-2.960892,0
R00072,2.658699,0.05441,-0.319207,0.484108,0.307717,-0.694019,1
R00073,-0.104049,0.361928,-0.281591,0.016582,-1.39639,-1.305841,0
R00074,2.349294,-0.976867,0.342222,1.325584,-0.551489,-0.339641,1
R00075,2.335452,0.476035,2.401757,0.899009,2.075277,2.524224,1
R00076,2.550161,0.796535,-0.985669,0.389634,0.413323,-1.321857,1
R00077,0.058857,1.827203,-0.35834,-0.215221,-0.804119,0.335298,0
R00078,2.530398,0.604776,-1.52334,-0.848188,-0.925615,-1.571542,1
R00079,-0.136101,-0.231461,-0.149717,0.205869,-0.127349,0.823571,0
R00080,2.230726,1.367711,-0.773214,0.741466,0.601335,1.948941,1
R00081,2.35478,1.101903,0.292907,0.080531,-0.449442,-0.957913,1
R00082,2.764914,0.773684,0.535074,1.042402,-0.234837,1.937358,1
R00083,2.460533,0.326152,0.62922,0.98056,-1.603956,-2.041295,1
R00084,2.665776,1.833385,0.866603,1.317127,-0.687747,0.015027,1
R00085,0.012506,0.571554,0.086422,0.392131,-0.420307,-1.65049,0
R00086,-0.239816,-0.13186,2.222401,0.001912,-0.03693,-0.689305,0
R00087,2.325453,-1.020591,-0.119987,-0.349486,-1.098593,-0.637029,1
R00088,0.115988,-0.76477,-0.895063,-0.608984,0.433765,-0.330351,0
R00089,-0.164601,0.263173,0.485449,-2.242429,0.490117,1.149215,0
R00090,-0.113232,0.385307,1.358022,0.211188,-0.061013,-0.301945,0
R00091,2.669864,1.47111,0.757313,-0.962918,-0.42798,-0.379027,1
R00092,-0.074989,1.287167,-0.164068,-0.006773,0.091221,-0.460611,0
R00093,0.282447,0.429665,2.997513,0.320088,0.530326,-0.095987,0
R00094,-0.069676,2.304941,-0.031262,-2.774379,0.82422,0.554599,0
R00095,0.101604,-0.813361,1.0449,2.854603,-0.657574,0.546588,0
R00096,-0.10692,0.70564,-1.289266,0.004576,-0.92931,-1.204995,0
R00097,2.374559,-0.649618,-1.2532,1.447851,-0.876991,-1.834038,1
R00098,-0.168203,-0.334732,0.457286,0.337599,-1.877726,1.585713,0
R00099,-0.062711,0.179398,0.651279,1.178258,0.706071,-0.590219,0
R00100,2.207348,-1.116578,-0.142053,-0.076062,-0.202126,2.376489,1
R00101,0.252116,0.72236,0.459808,-0.066604,-0.682203,0.027542,0
R00102,-0.058548,1.306504,1.886728,0.359773,-0.021395,0.883219,0
R00103,-0.099858,-0.493327,-2.273844,-1.636229,-0.706544,-1.086117,0
R00104,2.499632,1.388422,-0.546735,0.219857,0.922812,0.003979,1
R00105,2.522613,-0.904573,0.53313,1.330923,-1.604602,-0.849918,1
