account_id,event_time,f1,f2,f3
A0000,1769915340000,-2.994,-2.1587,2.0588
A0000,1771141560000,-5.5672,-0.4121,-0.8346
A0000,1771620240000,2.585,2.5926,1.9778
A0000,1773436740000,-4.4099,0.2406,4.0579
A0000,1773696900000,2.1531,-1.2575,-1.095
A0000,1774334820000,2.7115,-3.1783,0.0792
A0000,1774729680000,2.0589,3.7189,-2.0738
A0000,1774876800000,-0.6606,-1.0357,0.2254
A0001,1770989460000,2.6688,2.7837,-1.2115
A0001,1771993740000,-5.5777,2.6414,4.0039
A0001,1772109540000,-2.6351,2.5668,2.537
A0001,1773330660000,-1.7994,-0.2378,2.2084
A0001,1773868140000,-1.4189,0.6008,-1.3239
A0001,1774152060000,1.137,2.615,1.2308
A0001,1774266300000,1.1686,0.7299,1.6909
A0001,1774454820000,0.2469,-0.8651,2.9981
A0001,1774653780000,-0.2128,2.2059,4.098
A0002,1771033320000,2.932,-3.5284,0.1148
A0002,1771454700000,2.9675,3.8334,2.9488
A0002,1772093160000,0.171,1.7525,0.9113
A0002,1774285860000,-0.3385,-2.5024,-2.093
A0002,1774480740000,1.1751,-2.3352,1.6363
A0003,1769960340000,2.3511,1.227,0.345
A0003,1771349520000,0.1458,1.8096,0.588
A0003,1771693620000,-0.6735,-0.0899,1.6731
A0003,1771871280000,-5.1429,0.9645,-3.4983
A0003,1772587320000,-0.6818,2.2716,0.341
A0003,1773964380000,0.5171,0.5737,-2.3501
A0003,1774281900000,4.5273,0.1709,3.9375
A0003,1774731660000,-2.3715,3.0536,4.7129
A0004,1770145440000,-3.5881,2.5631,1.9788
A0004,1771063560000,-0.6647,0.029,-1.2007
A0004,1771316880000,-0.192,-1.8,0.4293
A0004,1771591080000,-1.8626,1.1579,-0.3788
A0004,1772613480000,-1.8914,1.9733,0.3313
A0004,1773429540000,2.3772,-0.2181,2.6805
A0004,1774077720000,3.0304,0.5074,-1.0102
A0004,1774749660000,0.7917,2.8326,3.987
A0005,1771665000000,0.2564,-2.6745,0.0201
A0005,1772158080000,0.78,0.3253,2.2955
A0005,1772734560000,-1.8312,-1.3199,-2.9598
A0005,1773291060000,2.0932,3.4346,1.5647
A0005,1773760260000,1.3031,-0.2877,-1.4089
A0005,1774102620000,-0.4688,-2.7402,1.3052
A0005,1774283820000,0.0002,2.5741,1.3858
A0005,1774518360000,-0.2694,-3.1654,0.6209
A0006,1771226880000,-0.6993,4.616,3.5393
A0006,1771756260000,-4.0746,-0.7515,3.4064
A0006,1771899600000,-1.5868,1.46,-1.308
A0006,1772413380000,0.5612,2.8683,0.4864
A0006,1772839980000,-1.9431,2.5703,-0.5461
A0006,1773148680000,-0.8982,-2.7234,2.3944
A0006,1773206100000,1.2132,0.1515,5.0174
A0006,1773274800000,2.5525,-0.0252,1.8387
A0007,1769947500000,-0.3464,-1.3181,-0.5763
A0007,1770555000000,-1.4315,-1.4505,0.1477
A0007,1772320740000,1.043,0.0107,-0.0043
A0007,1772346960000,0.6644,-0.2798,-0.9844
A0007,1773808140000,-1.7484,0.2879,-1.7172
A0007,1774648020000,-0.9674,-1.1064,-1.4145
A0008,1770458040000,-2.5339,-1.36,0.4782
A0008,1770584760000,0.6151,4.3855,-0.1801
