account_id,f1,f2,f3,f4
A0000,3.2626,-0.4078,3.1839,2.4137
A0001,1.2279,0.2627,2.5956,3.4026
A0002,2.1361,-1.2333,5.1125,1.8134
A0003,1.9557,-0.9028,3.4043,2.3977
A0004,4.2102,-1.0833,1.9089,2.0104
A0005,3.6617,-1.8775,4.8083,1.4563
A0006,5.2979,-3.6797,3.3878,1.2856
A0007,3.6551,0.3935,0.2093,3.3916
A0008,4.9361,-1.3914,2.7017,1.9781
A0009,0.8408,-1.6519,0.1375,2.8679
A0010,2.4621,-2.1396,6.0177,2.3458
A0011,2.8292,-1.6281,2.2557,2.5041
A0012,0.653,-0.3376,6.7528,3.1161
A0013,-1.7961,-2.0811,2.9013,2.3305
A0014,0.4367,-1.4129,1.1091,2.36
A0015,1.5061,-2.3773,7.6987,2.8063
A0016,2.3975,-0.0879,3.6866,2.2567
A0017,5.0464,-2.1392,4.9767,1.2515
A0018,2.134,-0.7093,3.4276,2.7788
A0019,1.563,-2.2612,5.7349,2.9346
A0020,0.837,-0.716,5.0646,2.4729
A0021,3.7553,-0.534,7.7275,0.294
A0022,3.9039,-0.3409,5.798,3.6338
A0023,1.3382,-0.0136,4.1392,0.3831
A0024,4.3585,-1.6087,4.4707,1.4608
A0025,4.096,-0.9114,5.8911,0.5449
A0026,-0.9902,-0.2804,6.9478,0.7783
A0027,1.1543,-1.186,0.4424,1.4715
A0028,5.5492,-0.3254,5.7483,2.2532
A0029,4.0556,0.0474,5.7042,2.3187
A0030,3.4911,-2.173,5.1334,1.8671
A0031,6.0124,-1.7655,4.4795,2.4769
A0032,-0.4063,-3.0593,3.5102,2.332
A0033,7.1497,0.403,6.1481,0.6609
A0034,2.8905,0.6009,2.4991,1.9478
A0035,6.4519,-1.0981,8.738,2.3969
A0036,5.0556,-2.1332,4.997,2.202
A0037,2.8299,-0.1748,6.4119,2.2477
A0038,3.2089,0.8949,6.9898,0.8169
A0039,5.5513,-1.3483,2.1327,2.0336
A0040,6.6162,0.3015,3.34,2.9777
A0041,4.0493,-1.3201,7.1193,3.345
A0042,2.4126,-2.2599,-0.1873,2.6955
A0043,-0.2135,-2.6105,5.583,2.2883
A0044,5.9428,-0.2985,6.4829,1.6651
A0045,3.4914,-0.6085,4.3052,3.1758
A0046,4.771,-2.9625,8.1053,1.813
A0047,1.2724,-1.8349,2.5675,0.6885
A0048,3.6231,-0.0669,6.2675,2.8374
A0049,2.6337,0.4164,5.0517,2.7296
A0050,1.8357,-1.2189,-0.0728,1.0872
A0051,4.3127,0.0176,6.0141,0.7025
A0052,6.228,-1.1249,8.8163,1.2119
A0053,5.3314,-0.6055,8.494,3.9885
A0054,6.9758,-0.4005,2.1044,1.5523
A0055,-0.2804,-1.9475,3.6209,3.0102
A0056,0.6607,-1.9179,0.7465,2.5286
A0057,1.7756,-1.969,3.9562,2.5782
A0058,0.2304,-1.2881,6.4447,2.0409
A0059,2.3161,-0.5664,-0.0107,1.7598
A0060,1.484,0.9592,3.0095,1.5717
