item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0000,0.4647,-0.1552,1.424,-0.6961,-0.5426,-0.9828,0.2087,0.0778
I0001,-0.7779,0.8902,0.5891,-0.8282,-1.447,0.0273,0.1619,0.0518
I0002,0.421,-1.1434,-0.2946,-0.3355,-1.7524,0.6116,1.0311,1.8854
I0003,1.7576,-0.0492,0.6402,0.4636,-1.1436,-2.6425,-0.8578,-0.3879
I0004,0.3042,1.1588,-0.119,-0.3092,-0.732,1.8498,-1.5893,-0.514
I0005,-0.4724,0.5573,0.0402,0.9687,-0.2903,0.3853,-0.2953,0.2695
I0006,1.8887,0.1627,-0.3149,-0.1955,-1.2909,0.1419,0.5456,-0.5075
I0007,0.4109,1.5559,-2.075,0.2509,-0.3918,0.4023,-0.7559,0.0854
I0008,0.2282,-0.4164,-0.6643,0.885,0.7598,0.3757,-0.662,1.2069
I0009,0.2819,-1.4314,1.22,1.1331,-0.3611,-0.6676,0.908,-0.6583
I0010,0.7046,-2.3787,-0.2503,0.8565,-0.8735,0.4059,-0.1218,-0.4454
I0011,-1.7202,-1.1524,-0.0432,0.1218,0.07,1.4727,0.6864,-1.5455
I0012,-0.4306,-1.2862,-0.9504,1.3659,1.3052,1.3783,0.9733,-0.8316
I0013,0.5994,-1.0203,-0.2737,-1.4067,-1.3987,-0.0969,-0.1944,1.41
I0014,-0.1595,0.8821,-0.4175,-0.0875,0.084,0.1253,1.1122,1.0933
I0015,-2.3733,-0.7949,0.2234,-1.4514,-2.0679,0.9307,-0.7039,1.286
I0016,1.0049,0.7985,-1.8137,1.0234,-0.1051,-1.5848,-0.0133,1.3928
I0017,1.5302,-0.1603,-1.6869,-0.6037,0.1688,-0.1007,-0.9934,-0.8737
I0018,0.9668,1.4891,-1.1119,-0.6631,-1.0633,-0.34,0.5453,0.3458
I0019,1.105,0.3597,-0.1696,-1.5945,-0.8649,1.3646,1.4912,-1.3735
I0020,0.0647,-1.3924,-0.1277,-0.9489,1.3789,-0.567,-0.3481,-1.0364
I0021,-0.3307,0.8244,-0.0065,-0.2671,0.691,1.6738,0.0308,0.5744
I0022,-0.8833,-1.0563,0.0053,0.1175,-0.3619,-0.3851,0.4141,-1.516
I0023,0.421,-1.1434,-0.2946,-0.3355,-1.7524,0.6116,1.0311,1.8854
I0024,0.079,-0.9124,0.4329,-1.1715,-1.5098,1.9043,0.7638,2.075
I0025,1.5783,0.4846,-0.0725,-1.1246,0.9768,0.5927,-0.405,0.2696
I0026,-0.3672,2.0713,0.9115,-0.1823,-1.1751,-1.502,-0.0893,0.595
I0027,0.1305,0.8986,0.0331,1.642,-1.6093,1.2653,-0.0271,-0.8738
I0028,-1.3432,1.5433,0.6341,-0.5408,0.3093,-1.5486,-0.3103,-0.0634
I0029,0.4109,1.5559,-2.075,0.2509,-0.3918,0.4023,-0.7559,0.0854
I0030,1.0305,0.2302,0.8557,-0.9372,0.7727,0.3541,0.4755,0.8391
I0031,1.0049,0.7985,-1.8137,1.0234,-0.1051,-1.5848,-0.0133,1.3928
I0032,-1.1354,-0.5194,-2.0334,-1.2681,0.2606,0.3596,-0.6717,-0.927
I0033,-1.0311,-1.6859,-1.0049,-0.2602,0.9086,0.2304,0.3077,0.8349
I0034,0.4436,0.8397,-1.5533,-0.3295,-1.3611,1.4423,0.3386,-1.5233
I0035,-1.8382,0.2458,0.9384,-0.2995,0.7673,-0.5225,1.0924,-0.5541
I0036,-0.5323,-1.9642,1.1557,-0.1141,-0.1049,1.1922,-0.9316,-0.222
I0037,-0.3672,2.0713,0.9115,-0.1823,-1.1751,-1.502,-0.0893,0.595
I0038,0.6385,-1.1311,0.3394,0.763,-0.3078,0.1183,0.9018,-0.4271
I0039,0.5982,-1.2833,-0.5991,0.937,1.4725,-0.114,-2.4886,0.7998
I0040,-2.0771,-0.1849,-0.0854,-1.2581,-0.3289,0.8606,-0.7752,-1.0552
I0041,-1.5703,0.1432,-2.1428,-0.9891,0.7295,-0.5459,1.4482,1.2177
I0042,0.4754,0.9502,1.7986,1.4548,0.219,0.2493,-0.0853,0.312
I0043,-0.0088,-0.0521,1.2239,-0.9421,-0.6456,0.4008,-1.5707,0.2679
I0044,0.1284,-1.1883,-0.5433,1.3378,0.758,1.7792,1.7277,0.5141
I0045,1.2303,-0.0523,0.8103,-0.2448,0.7775,0.1332,0.1963,-0.1491
I0046,-0.7958,0.3411,1.4103,-1.1089,0.0491,-0.1694,0.6735,-0.1005
I0047,-0.4266,-0.7111,-1.2295,1.6945,-0.3419,-0.2895,0.4611,0.8342
I0048,0.9561,-0.13,-1.0642,-1.0695,0.1741,1.9688,0.2521,-0.2053
I0049,-0.1595,0.8821,-0.4175,-0.0875,0.084,0.1253,1.1122,1.0933
I0050,0.5747,-0.2304,1.8026,-0.3875,1.959,-0.4432,-1.309,-0.8864
I0051,-0.8833,-1.0563,0.0053,0.1175,-0.3619,-0.3851,0.4141,-1.516
I0052,0.2362,0.4582,-0.4007,-0.8324,-0.2233,-0.5202,-1.3625,0.9068
I0053,-0.5323,-1.9642,1.1557,-0.1141,-0.1049,1.1922,-0.9316,-0.222
I0054,-0.8348,0.6634,0.4578,0.0011,0.1402,-1.0603,-0.0427,0.1516
I0055,0.7988,-0.0783,0.4121,-1.0723,-0.4533,0.252,-0.156,-1.3355
I0056,0.8293,-0.2741,-0.0556,-0.7909,-1.1003,-1.4683,-2.1631,1.6389
I0057,0.2362,0.4582,-0.4007,-0.8324,-0.2233,-0.5202,-1.3625,0.9068
I0058,0.1647,-0.5636,-0.4637,0.042,0.7809,-0.4299,0.9385,-1.6166
I0059,-0.1319,-0.8134,0.3214,-0.832,1.4478,-1.5133,1.0546,0.5947
