row_id,b_val
R00000,9.6555
R00001,0.7115
R00002,4.6855
R00003,-1.5516
R00006,-3.3956
R00007,-6.9963
R00009,0.4247
R00010,-1.5557
R00011,-1.7246
R00012,-7.8614
R00013,-8.0859
R00014,-0.6407
R00015,-12.815
R00017,3.8805
R00018,5.4302
R00019,-8.3289
R00020,2.9183
R00022,-9.6405
R00023,-8.3903
R00024,-9.3626
R00025,0.4015
R00026,-7.6939
R00027,2.7956
R00029,0.8686
R00030,-2.0744
R00032,-6.0803
R00033,4.3392
R00034,7.1545
R00035,-6.9683
R00036,-2.452
R00037,-3.5422
R00039,2.8197
R00040,1.2143
R00041,-7.0997
R00042,0.058
R00043,-3.9382
R00044,-5.4424
R00045,-1.5857
R00048,1.7472
R00049,-5.9413
R00050,-10.2365
R00051,-3.0326
R00052,-3.0172
R00053,-9.6355
R00054,-11.2461
R00055,-0.4588
R00056,-0.6046
R00057,-0.2686
R00058,-1.8313
R00059,1.0007
R00062,-5.1682
R00064,-4.6234
R00065,-3.7953
R00066,-5.7846
R00067,7.2895
R00069,-4.6334
R00071,5.8833
R00072,-8.739
R00073,-4.1257
R00077,-4.4844
R00078,-6.091
R00079,-9.8631
R00080,-2.3429
R00081,-5.4058
R00082,-0.5247
R00086,1.6264
R00087,-8.9882
R00088,-2.5302
R00089,-1.5905
R00091,1.6557
R00092,3.7234
R00093,-2.1406
R00094,-3.9961
R00095,1.2042
R00097,-5.5007
R00098,-10.1349
R00101,-3.6794
R00102,0.4318
R00103,-1.1785
R00104,-0.7087
R00105,-1.983
R00106,5.5015
R00110,6.2056
R00111,-0.3818
R00112,0.8191
R00113,-2.0041
R00114,-0.6704
R00115,-6.0275
R00116,-4.1208
R00119,-4.8342
R00120,-1.1335
R00122,-6.5766
R00123,-4.4189
R00125,-15.6585
R00126,6.9625
R00129,0.092
R00130,-7.9186
R00131,-7.436
R00133,-9.7264
R00134,-0.574
R00135,-0.6529
R00136,-8.1784
R00137,-10.13
R00138,1.4702
R00140,0.9039
R00142,-8.2405
R00143,0.1985
R00144,1.216
R00146,-8.7082
R00147,-9.0287
R00148,-14.6531
R00149,3.6057
R00151,-1.2085
R00153,2.7726
R00154,-4.8214
R00155,-1.7707
R00156,-14.5702
R00157,-4.8961
R00158,-4.3263
R00160,-12.3652
R00161,-4.7764
R00163,-7.1018
R00164,-2.5347
R00166,3.4592
R00167,-3.1775
R00168,-1.5329
R00169,-0.7156
R00170,-10.2515
R00171,-11.7967
R00173,1.8999
R00175,-6.123
R00176,-3.2788
R00177,-9.3312
R00178,-1.4391
R00179,-6.4265
R00181,-5.6029
R00182,1.3769
R00183,0.4478
R00187,10.9732
R00188,-2.7647
R00190,-7.0358
R00193,-6.2904
R00194,-5.0443
R00195,-3.4147
R00197,4.699
R00199,2.7622
R00200,2.2734
R00201,-7.3241
R00202,-2.3019
R00203,-2.7731
R00204,-8.6729
R00205,-2.776
R00206,-4.4837
R00207,7.1911
R00208,-4.8379
R00209,-3.5242
R00210,1.7523
R00212,0.3302
R00214,-3.6392
R00218,-5.9079
R00221,-9.4843
R00222,-8.8922
R00224,-1.0655
R00225,1.9263
R00227,-5.1268
R00228,-12.1173
R00230,-0.3721
R00231,-3.8832
R00232,5.0583
R00235,-3.3321
R00236,-11.45
R00237,-1.1417
R00238,10.2265
R00239,-3.2525
R00240,-4.2228
R00243,-9.026
R00244,-12.5907
R00245,1.0642
R00246,-4.3166
R00247,-1.9283
R00248,-11.0503
R00249,2.8267
R00250,-5.0795
R00251,0.7528
R00252,-3.7102
R00253,4.7164
R00254,-2.6416
R00255,-5.5761
R00257,-6.4145
R00258,5.7364
R00259,-5.8158
R00260,-6.8514
R00261,-4.0893
R00262,-1.0807
R00263,-11.3982
R00264,-2.7176
R00265,-5.0737
R00266,-0.375
R00267,-10.1938
R00269,0.716
R00271,0.5264
R00273,-0.0552
R00274,-1.2918
R00275,-3.7504
R00276,5.0081
R00277,-0.002
R00278,-11.1105
R00279,-4.4667
R00282,-21.3875
R00283,3.1045
R00284,2.3327
R00285,0.6321
R00286,-2.3488
R00287,-1.5739
R00289,-8.9458
R00290,-0.8727
R00291,-4.5926
R00292,1.7012
R00293,-8.4866
R00294,-1.3615
R00295,-9.0186
R00298,3.636
R00299,-5.1064
R00300,-7.627
R00301,2.2917
R00302,-2.8729
R00303,-4.4379
R00304,-14.1496
R00305,-6.9417
R00306,-6.762
R00307,-0.2232
R00308,-7.8559
R00310,-1.4763
R00311,-6.4708
R00312,-0.9503
R00313,-10.2094
R00316,-7.7722
R00317,-4.5624
R00318,-4.5287
R00319,-5.5454
