account_id,event_time,health_score
A0000,1767265497000,45.4
A0000,1773660777000,7.66
A0001,1767305472000,56.24
A0001,1773323818000,11.84
A0002,1767230846000,48.23
A0002,1773604037000,12.54
A0003,1767363424000,44.75
A0003,1772805798000,12.95
A0004,1767378204000,51.61
A0004,1773034199000,5.91
A0005,1767357165000,57.01
A0005,1773484768000,6.49
A0006,1767315270000,53.43
A0006,1773695789000,12.48
A0007,1767338946000,46.23
A0007,1773179493000,7.77
A0008,1767335329000,45.91
A0008,1772480313000,9.35
A0009,1767318905000,44.84
A0009,1773119507000,91.42
A0010,1767266585000,49.52
A0010,1774162024000,6.29
A0011,1767296640000,52.94
A0011,1774473046000,92.52
A0012,1767226486000,51.97
A0012,1774363035000,94.36
A0013,1767250870000,49.99
A0013,1772636347000,87.27
A0014,1767370319000,42.32
A0014,1773042865000,12.89
A0015,1767263519000,47.57
A0015,1774446254000,8.13
A0016,1767358077000,46.96
A0016,1773629603000,7.27
A0017,1767396795000,59.96
A0017,1774131079000,10.3
A0018,1767294908000,54.26
A0018,1774022516000,11.75
A0019,1767335416000,49.76
A0019,1773376382000,93.58
A0020,1767375478000,40.18
A0020,1773497865000,12.47
A0021,1767363194000,53.35
A0021,1772821715000,13.67
A0022,1767291454000,50.54
A0022,1773538296000,5.05
A0023,1767243627000,58.37
A0023,1773623740000,93.2
A0024,1767298711000,46.33
A0024,1772947922000,10.44
A0025,1767282504000,49.43
A0025,1773905478000,11.37
A0026,1767268411000,40.5
A0026,1773936631000,91.73
A0027,1767237272000,51.46
A0027,1772537747000,92.11
A0028,1767376413000,59.2
A0028,1773311275000,94.63
A0029,1767290226000,43.05
A0029,1774068699000,10.68
A0030,1767238584000,47.94
A0030,1773788427000,91.27
A0031,1767320171000,45.0
A0031,1773790254000,88.88
A0032,1767352180000,47.97
A0032,1773517478000,11.57
A0033,1767286567000,51.33
A0033,1773647425000,89.78
A0034,1767388903000,58.08
A0034,1773987624000,88.93
A0035,1767383069000,57.37
A0035,1773725275000,6.8
A0036,1767360747000,51.1
A0036,1773536893000,8.99
A0037,1767265130000,45.72
A0037,1772288030000,14.69
A0038,1767346659000,41.13
A0038,1773887564000,87.34
A0039,1767229202000,33.72
A0039,1773556031000,89.71
A0040,1767387228000,46.29
A0040,1773526174000,86.42
A0041,1767246771000,53.6
A0041,1774174929000,6.97
A0042,1767311227000,53.2
A0042,1774198120000,5.83
A0043,1767276940000,51.41
A0043,1774350956000,14.62
A0044,1767392440000,57.99
A0044,1773070905000,14.71
A0045,1767322968000,55.26
A0045,1772526370000,88.32
A0046,1767385322000,57.55
A0046,1773977417000,13.62
A0047,1767244361000,54.94
A0047,1773205001000,5.08
A0048,1767368566000,53.23
A0048,1773173227000,90.36
A0049,1767240516000,53.25
A0049,1772992940000,85.6
A0050,1767318471000,47.75
A0050,1773765133000,85.39
A0051,1767369333000,52.84
A0051,1773120821000,14.31
A0052,1767293930000,44.78
A0052,1773645307000,5.86
A0053,1767287085000,48.05
A0053,1773003051000,91.12
A0054,1767333286000,52.98
A0054,1773916459000,12.89
A0055,1767246488000,47.1
A0055,1773348321000,7.91
A0056,1767299456000,53.24
A0056,1773708166000,8.41
A0057,1767395366000,47.03
A0057,1772893084000,13.72
A0058,1767227660000,58.3
A0058,1772761195000,10.36
A0059,1767397750000,52.01
A0059,1773521588000,85.42
A0060,1767247269000,49.76
A0060,1773066705000,7.44
A0061,1767231202000,54.63
A0061,1772981613000,89.81
A0062,1767354192000,50.0
A0062,1774379042000,90.57
A0063,1767305588000,55.0
A0063,1773579131000,91.07
A0064,1767330129000,54.35
A0064,1773309955000,5.15
