item_id,embedding,label
I0000,"[4.339161, -2.355636, -0.708829, 4.227502, 1.791911, 4.428004, -2.462302, 5.040099, 1.931236, -1.165351, 1.526781, 0.246405, 1.71286, -4.093383, -4.32863, 1.724499]",c2
I0001,"[1.317162, 2.331532, 4.534291, -2.171999, 0.461565, -0.311041, 0.011728, -3.862542, 3.336655, -0.718957, 2.423202, 2.960916, 0.907912, -0.19573, -1.9563, -1.184441]",c5
I0002,"[-1.417256, -1.215129, -3.593394, -2.404517, -3.811246, 1.212243, 1.272207, -0.401331, 4.261191, -3.057666, 5.759971, 4.555841, -0.499389, -5.257589, -1.533958, -3.299211]",c1
I0003,"[1.962344, -0.338984, 1.464324, 2.204396, -2.155251, 5.531288, -2.990602, -4.785144, -3.632521, 3.975867, -1.643924, 0.503983, 0.887707, 2.3615, -3.411922, -2.268112]",c4
I0004,"[1.676197, 3.020216, 3.942755, -2.422656, 2.295038, -0.069761, -0.089732, -3.712483, 4.04543, -1.43205, 1.364153, 3.883147, 0.17532, 0.737105, -1.609044, -1.288377]",c5
I0005,"[2.034964, -0.532048, 1.533103, 0.568141, -2.646644, 5.572029, -3.222342, -6.343487, -3.469853, 4.357165, -2.335757, 0.275389, 0.347866, 1.750675, -3.408834, -1.982976]",c4
I0006,"[4.286297, -2.28215, -1.027425, 2.90407, 1.886596, 3.033426, -2.959761, 3.867276, 3.382528, -1.45336, 0.400439, -0.252882, 1.140962, -3.486108, -3.05963, 1.46838]",c2
I0007,"[5.282787, 2.153923, -4.631445, -0.285505, -1.282644, 5.829956, -2.657937, 3.016155, 1.672114, -1.309417, 0.234884, -7.037289, -3.907803, -3.38786, -2.994322, -0.615308]",c3
I0008,"[6.363609, 3.849814, -4.940876, 0.103623, -1.362313, 4.835034, -1.784527, 2.647571, 1.728573, -2.699094, 1.29876, -6.661608, -3.334168, -3.009437, -2.026116, -1.332199]",c3
I0009,"[-1.871016, -0.058634, 0.252954, 0.404699, -0.241707, 3.034223, -0.865017, 2.417068, 1.027642, 5.272763, -2.492904, 3.52692, 0.335734, -1.438603, 0.919087, 0.136814]",c0
I0010,"[4.563936, -2.002777, 0.380488, 4.488727, 3.10723, 2.165631, -2.443464, 4.097832, 2.049815, -1.288182, 1.387327, 0.216994, 0.573163, -4.153591, -5.265257, 1.783119]",c2
I0011,"[5.574479, 3.277022, -5.057811, -0.382978, -2.431027, 4.962644, -2.448388, 3.5773, 1.865157, -2.558925, 1.179484, -5.550666, -1.845747, -2.530478, -1.957289, -0.7533]",c3
