user_id,e1,e2,e3,e4,e5,e6,e7,e8
U0000,-0.7785,0.5308,0.365,-0.8456,2.1107,1.0168,1.8865,0.2366
U0001,0.4705,-0.6435,1.263,0.8962,-1.5787,-0.9476,-2.1521,-1.034
U0002,0.0475,0.4362,1.7449,0.671,-0.2366,0.5698,-0.2315,0.5959
U0003,0.7712,0.0965,-0.19,0.0168,-1.421,-0.9919,-0.0792,0.1885
U0004,-2.6072,-1.5259,-0.0291,0.1989,-2.1582,-0.4942,-0.6938,-0.6449
U0005,1.7894,-0.7302,-0.787,-1.0773,0.2339,0.8785,0.4119,-0.2497
U0006,0.8702,1.6847,-2.2703,-1.683,-0.3145,0.5052,-1.4058,-0.5227
U0007,-0.1776,-0.4333,0.9843,-0.5863,-0.3675,1.3781,1.9897,0.0774
U0008,1.3266,-0.6408,0.8988,-0.0749,-1.7508,-0.4619,-1.26,1.7091
U0009,0.9942,0.8169,1.1346,-2.3629,-0.9307,-1.3308,0.2451,0.2902
U0010,-0.3222,-0.9682,1.1102,0.5236,0.2019,-0.6456,1.4168,0.7584
U0011,-0.3095,1.9121,1.0484,-1.0114,0.1287,0.2599,-0.4703,2.4528
U0012,-0.2206,-1.4058,-1.4375,0.4265,0.6898,2.5276,0.8975,0.2416
U0013,0.4696,2.2782,-1.5124,1.0816,-0.8299,1.581,-0.3242,0.0254
U0014,-0.8016,-0.2982,0.2155,-0.8629,1.0258,0.5321,-0.158,-0.247
U0015,0.3867,0.8301,1.3608,0.5534,-1.2109,-0.6043,-0.5429,-0.5197
U0016,1.4859,-2.3323,-1.7192,-0.8121,1.3512,1.7725,-0.0521,0.0978
U0017,0.435,-1.4839,0.2321,1.4047,1.3921,1.3194,0.4063,-0.6908
U0018,1.9884,-1.0506,-0.8475,0.4511,-0.6591,-2.1447,-0.1445,0.8327
U0019,0.2053,1.6542,0.5647,0.5785,-1.2332,1.5391,0.4564,-0.1258
U0020,0.7742,-0.2654,-0.0701,0.6982,-0.2087,-0.2028,2.6438,0.2623
U0021,0.3567,1.335,1.3695,0.0611,-2.2395,0.5207,-0.7606,0.7772
U0022,-1.3136,-0.2962,0.0666,-1.0857,1.2642,-0.1765,0.2854,-1.084
U0023,-1.4159,0.7667,-1.2844,-0.2318,1.3956,1.1437,0.2285,-0.2053
U0024,0.3219,1.2816,1.1202,-1.1883,0.102,0.4343,0.7264,-0.0514
U0025,-1.2348,2.2953,-0.3208,-0.5955,0.9505,0.181,-2.7713,0.1015
U0026,0.3099,1.0504,0.1257,-2.0262,0.0881,-1.7834,-1.424,-0.0746
U0027,1.2702,0.1099,0.3989,0.2991,0.4032,-0.6187,0.6845,-2.4782
U0028,-1.6207,-0.8846,-0.2697,0.0403,-0.3674,-1.9947,0.5492,0.3717
U0029,-0.7785,-0.1979,0.8509,-2.545,0.2769,-0.5529,0.6045,1.9454
U0030,1.5573,0.2682,0.5338,0.3147,0.3974,-0.4606,1.0469,-0.2356
U0031,1.1985,-1.4459,1.2106,0.2564,-1.0231,0.4935,1.3689,0.3982
U0032,0.7213,-0.1416,-0.5475,1.6501,1.1822,2.086,0.5998,0.3379
U0033,-0.3302,-0.3341,0.3451,2.0213,0.72,0.0974,0.2551,-0.7222
U0034,0.1034,0.8298,0.4025,-0.5803,-0.2668,0.8769,1.2017,-0.0829
U0035,1.3763,-2.0857,0.1656,-0.2659,-1.3797,0.3686,0.0231,-0.161
U0036,-1.6522,1.7206,1.2225,-0.0519,-0.0795,-0.1893,0.1799,1.2971
U0037,-1.6502,0.2739,0.4326,-0.3814,-1.6893,1.7572,-0.4477,1.2979
U0038,0.9902,-0.509,0.2165,1.8423,0.3178,-2.7975,1.007,-0.6765
U0039,1.2175,-1.0453,-0.8579,-0.5472,-0.0029,0.2233,1.0269,-0.5341
