item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0000,0.2547,0.3389,-0.0847,1.3633,0.9372,-0.5046,-0.3052,0.8861
I0001,0.3852,-0.5907,-0.1047,-1.1432,-0.5756,-1.5494,-1.2958,-0.7193
I0002,0.8637,0.1686,0.6609,-1.2471,-0.8147,0.5703,0.1943,-0.3259
I0003,0.1297,-0.267,-0.0518,-1.0066,-1.2657,0.6008,-0.3615,0.7758
I0004,1.6692,-0.0141,-1.6236,0.2745,1.8905,0.2907,0.7155,0.4739
I0005,-0.2249,-1.2718,-0.298,0.5715,-0.724,-1.9098,3.017,-1.5945
I0006,1.0486,-0.2469,0.9883,-0.7306,0.5969,0.6813,0.4968,-0.1957
I0007,-0.3565,0.3866,2.1576,-0.5444,1.5857,-2.0084,-0.0494,-0.2822
I0008,1.2139,1.3547,0.8503,-1.3212,-0.04,-0.3277,-0.3728,0.0846
I0009,0.1297,-0.267,-0.0518,-1.0066,-1.2657,0.6008,-0.3615,0.7758
I0010,0.9414,2.9058,0.7422,0.3988,0.9081,-1.2606,-0.8717,0.2201
I0011,-0.6975,-0.1065,1.3743,-1.2216,-2.6428,0.6515,-0.0216,1.7092
I0012,0.5325,1.227,-0.6708,1.1562,1.2476,-0.9761,-0.1718,-0.0824
I0013,-0.3323,-0.4272,-1.613,0.5854,0.2941,-1.0225,1.6734,0.45
I0014,-0.0003,0.3036,0.8769,0.2251,-1.156,-0.162,1.0276,1.0584
I0015,0.2763,1.0602,-0.7276,0.779,-0.7251,-0.0358,0.1091,-0.4886
I0016,-0.9073,-0.1883,2.4711,0.3103,0.0333,-0.2896,-0.748,0.8976
I0017,-0.7994,-0.0448,0.2821,-0.104,-0.2895,1.8817,0.3274,0.9404
I0018,-0.2249,-1.2718,-0.298,0.5715,-0.724,-1.9098,3.017,-1.5945
I0019,0.7531,0.1034,-0.3111,0.7057,-0.4175,0.8627,0.0943,1.739
I0020,1.0912,-0.0045,0.6323,0.0977,2.0033,0.3003,2.6111,-0.4134
I0021,1.0963,0.2437,0.657,-0.2904,1.3647,-0.3492,-0.7593,-1.0096
I0022,-0.6652,-0.2904,1.784,0.6188,-1.2457,-0.4624,1.1137,-0.6422
I0023,-0.1333,0.924,-0.0952,-0.2853,0.4266,-0.0326,-1.0228,1.0388
I0024,0.3268,-0.1632,-0.5304,1.3075,-0.3985,-0.9514,1.8711,1.0547
I0025,1.1978,1.3397,0.0051,0.5264,0.5013,-0.1971,2.0081,-0.2143
I0026,1.0868,-0.7632,0.7178,-1.9362,-0.9164,-0.5506,-1.4681,1.497
I0027,0.3114,-1.1472,0.7123,0.3525,0.4092,0.5512,-0.276,0.8958
I0028,1.5039,1.4102,0.4837,0.8475,1.4865,0.1237,0.4869,-1.6361
I0029,0.4668,0.4651,-0.4191,0.5878,1.3137,0.8286,-1.2021,-1.2488
I0030,0.3989,-0.1845,0.1756,0.7118,0.6789,0.7734,-0.8643,0.736
I0031,-0.9073,-0.1883,2.4711,0.3103,0.0333,-0.2896,-0.748,0.8976
I0032,-0.6529,0.6138,-0.1752,-0.3177,-1.1122,0.6991,0.4108,-0.656
I0033,1.5193,0.8155,0.2168,1.838,0.8566,-1.6506,-1.2595,0.526
I0034,-1.5022,0.1863,2.4417,-0.7913,-1.0021,0.3276,0.5715,-0.5554
I0035,0.4668,0.4651,-0.4191,0.5878,1.3137,0.8286,-1.2021,-1.2488
I0036,0.0329,1.003,1.4227,-2.9747,-0.0902,1.9517,-0.8493,-0.3292
I0037,1.59,0.2506,0.0393,-0.8424,-1.6204,0.003,0.1461,-1.3458
I0038,1.056,1.3237,-2.1644,1.6545,2.0869,-0.5531,-0.8504,-0.3033
I0039,-0.8208,-1.1286,0.3841,-0.0882,0.6708,1.0842,-0.6933,0.4297
I0040,-0.6529,0.6138,-0.1752,-0.3177,-1.1122,0.6991,0.4108,-0.656
I0041,0.5809,-2.0171,-0.4647,1.0187,0.0305,0.1424,-0.2452,-1.9284
I0042,0.9522,-1.3488,1.9917,-1.0827,-0.1894,0.5795,-0.8511,-0.5491
I0043,0.9718,0.8706,-0.8056,0.9201,-1.4325,-1.2521,0.8725,-1.7074
I0044,0.423,-2.0837,-0.2241,-2.1775,0.3409,-2.1823,1.3168,-0.7737
I0045,0.9554,1.7371,0.0614,-0.7395,2.3695,1.0926,1.4115,0.1959
I0046,1.0912,-0.0045,0.6323,0.0977,2.0033,0.3003,2.6111,-0.4134
I0047,-0.8421,-0.649,-1.8642,0.5149,-0.6359,-0.1322,-1.2803,1.0484
I0048,1.23,0.3035,-0.3004,1.7551,0.0485,0.585,1.3453,-0.6539
I0049,0.5325,1.227,-0.6708,1.1562,1.2476,-0.9761,-0.1718,-0.0824
I0050,1.6639,0.7434,-0.3362,-0.2091,-0.0464,0.2776,-1.0843,0.8727
I0051,-1.5315,1.4039,1.5491,3.1601,1.772,1.4413,0.2352,-0.198
I0052,-1.1625,0.5106,-0.3957,-0.3538,-0.7562,0.2162,0.2669,1.3155
I0053,0.7154,-0.8,0.4805,2.2197,-0.1822,1.0815,-0.2215,0.0971
I0054,-0.4992,0.8393,-0.5654,-2.5013,-0.1689,0.329,0.7042,1.3774
I0055,-0.223,1.1253,0.991,-1.0898,-0.2195,0.2525,0.6546,-0.0458
I0056,-0.1046,-2.3258,0.5752,-0.9549,-1.1356,0.4319,-0.2745,-1.0705
I0057,-0.3827,-0.932,-0.9204,-0.4345,2.7255,1.5505,-1.5165,1.9349
