row_id,account_id,event_time,amount,currency
R00000,A0004,1772329740000,12.04,USD
R00001,A0004,1772330280000,18.44,EUR
R00002,A0027,1772331240000,95.39,EUR
R00003,A0024,1772331420000,5.58,GBP
R00004,A0042,1772337240000,67.0,GBP
R00005,A0010,1772341140000,6.33,USD
R00006,A0022,1772348160000,21.78,EUR
R00007,A0038,1772353140000,37.03,SEK
R00008,A0022,1772354640000,38.66,USD
R00009,A0003,1772355420000,30.12,EUR
R00010,A0057,1772358660000,16.25,USD
R00011,A0050,1772362380000,4.3,GBP
R00012,A0053,1772369640000,15.22,USD
R00013,A0027,1772370840000,17.89,GBP
R00014,A0049,1772371740000,34.92,USD
R00015,A0054,1772373540000,46.81,GBP
R00016,A0018,1772376780000,16.32,USD
R00017,A0009,1772379540000,11.59,SEK
R00018,A0041,1772379900000,26.71,EUR
R00019,A0002,1772383260000,2.51,GBP
R00020,A0048,1772386920000,21.39,SEK
R00021,A0005,1772389140000,31.88,GBP
R00022,A0004,1772393760000,8.49,SEK
R00023,A0037,1772394660000,4.83,GBP
R00024,A0017,1772400540000,10.86,USD
R00025,A0049,1772405160000,24.3,SEK
R00026,A0023,1772406540000,29.39,EUR
R00027,A0003,1772407500000,28.39,EUR
R00028,A0015,1772409720000,7.65,GBP
R00029,A0030,1772412240000,12.43,SEK
R00030,A0019,1772418240000,36.44,USD
R00031,A0018,1772419500000,78.97,SEK
R00032,A0013,1772429760000,19.32,GBP
R00033,A0047,1772434620000,11.12,GBP
R00034,A0003,1772436840000,29.05,USD
R00035,A0011,1772438160000,11.44,SEK
R00036,A0058,1772446620000,24.2,SEK
R00037,A0008,1772456100000,14.84,EUR
R00038,A0055,1772457900000,38.74,USD
R00039,A0053,1772466360000,39.07,EUR
R00040,A0012,1772469120000,29.16,USD
R00041,A0008,1772472540000,74.87,USD
R00042,A0031,1772473920000,7.49,EUR
R00043,A0011,1772479740000,36.76,EUR
R00044,A0051,1772481420000,14.37,EUR
R00045,A0012,1772486640000,23.32,SEK
R00046,A0046,1772488800000,31.45,EUR
R00047,A0036,1772496360000,6.45,SEK
R00048,A0052,1772497800000,20.75,GBP
R00049,A0016,1772502720000,55.34,GBP
R00050,A0002,1772512560000,68.3,SEK
R00051,A0020,1772516040000,27.59,EUR
R00052,A0009,1772516100000,185.54,USD
R00053,A0001,1772521680000,12.39,SEK
R00054,A0020,1772527260000,8.51,SEK
R00055,A0003,1772530920000,15.19,SEK
R00056,A0037,1772540280000,94.91,SEK
R00057,A0043,1772541000000,4.26,USD
R00058,A0036,1772544720000,56.18,USD
R00059,A0028,1772576640000,38.17,GBP
R00060,A0009,1772580240000,7.22,USD
R00061,A0021,1772595420000,7.46,USD
R00062,A0003,1772597940000,74.33,SEK
R00063,A0015,1772600640000,20.13,EUR
R00064,A0049,1772601540000,15.66,USD
R00065,A0025,1772608380000,9.61,GBP
R00066,A0052,1772618460000,90.63,GBP
R00067,A0024,1772623740000,15.67,SEK
R00068,A0002,1772626500000,10.3,SEK
R00069,A0050,1772628540000,21.66,EUR
R00070,A0006,1772631600000,19.71,EUR
R00071,A0050,1772632680000,79.33,USD
R00072,A0016,1772635320000,30.0,EUR
R00073,A0039,1772635680000,26.99,EUR
R00074,A0055,1772637900000,79.84,GBP
R00075,A0004,1772647800000,14.45,USD
R00076,A0011,1772647800000,9.65,GBP
R00077,A0042,1772648340000,7.17,USD
R00078,A0054,1772650860000,1.12,USD
R00079,A0047,1772651460000,12.65,SEK
R00080,A0023,1772654640000,26.83,SEK
R00081,A0033,1772662980000,0.65,SEK
R00082,A0002,1772667120000,98.08,EUR
R00083,A0032,1772671380000,10.24,USD
R00084,A0002,1772674620000,39.17,USD
R00085,A0052,1772686680000,25.13,SEK
R00086,A0026,1772689560000,12.3,EUR
R00087,A0009,1772695620000,3.85,USD
R00088,A0046,1772696340000,11.37,EUR
R00089,A0023,1772696820000,27.25,SEK
R00090,A0049,1772703120000,34.64,USD
R00091,A0012,1772703360000,18.5,EUR
R00092,A0034,1772703720000,24.24,SEK
R00093,A0006,1772708280000,170.82,GBP
R00094,A0014,1772734800000,39.83,USD
R00095,A0002,1772742960000,28.0,GBP
R00096,A0053,1772750220000,6.1,EUR
R00097,A0030,1772750340000,42.79,GBP
R00098,A0020,1772751540000,12.66,SEK
R00099,A0055,1772755020000,67.53,SEK
R00100,A0044,1772757480000,6.76,SEK
R00101,A0034,1772758560000,38.4,GBP
R00102,A0053,1772782080000,12.68,EUR
R00103,A0025,1772802900000,6.2,GBP
R00104,A0030,1772808720000,13.02,EUR
R00105,A0052,1772816760000,3.69,USD
R00106,A0034,1772816940000,7.2,USD
R00107,A0035,1772817120000,26.45,SEK
R00108,A0036,1772817960000,24.31,EUR
R00109,A0029,1772819160000,17.5,EUR
R00110,A0057,1772821380000,10.05,SEK
R00111,A0027,1772821980000,58.6,EUR
R00112,A0045,1772825700000,11.39,SEK
