account_id,f1,f2,f3,f4
A0000,-2.7894,-1.6313,-0.1214,0.0272
A0001,-3.3098,-1.1661,2.008,-1.0509
A0002,-3.4117,-1.5063,-1.1198,-1.1227
A0003,-5.1472,-1.4006,1.4152,-2.2434
A0004,-5.3398,-2.3138,1.8368,1.4079
A0005,-3.6938,-2.6606,3.6163,1.7406
A0006,-7.0546,-0.9589,0.1418,0.1192
A0007,-3.0155,-1.6755,1.1464,-3.5966
A0008,-1.8905,-2.6003,2.4649,-3.4283
A0009,-2.8558,-1.048,4.1212,-1.0897
A0010,-4.4528,-1.814,2.116,1.5743
A0011,-5.0743,-1.8452,2.7637,0.1194
A0012,-3.8343,-1.1485,0.9956,-2.3023
A0013,-3.0042,-1.58,2.3134,-2.7873
A0014,-1.853,-1.7039,2.8318,-2.5034
A0015,-3.1238,-1.0825,3.0633,-1.2012
A0016,-3.148,-0.6221,4.7107,-2.365
A0017,-4.8915,-1.9761,2.9692,-1.1649
A0018,-2.6393,-1.9521,0.7605,0.7728
A0019,-2.0804,-1.3045,2.9763,-0.3196
A0020,-0.5058,-1.8257,-2.3271,-1.6887
A0021,-2.6694,-1.7358,0.2716,-0.2268
A0022,-1.6536,-2.1308,5.2939,-0.6654
A0023,-1.1637,-2.3157,-0.2148,-1.6519
A0024,0.0216,-0.7502,3.7332,-0.0251
A0025,-4.0506,-1.81,-2.1701,-4.7858
A0026,-1.6458,-2.555,2.9698,-1.4391
A0027,-4.5464,-2.1398,1.8705,-2.4151
A0028,-2.3798,-2.6382,4.2545,-2.0987
A0029,-3.1447,-1.6506,2.7072,-1.8441
A0030,-2.4433,-1.6417,1.5492,-1.8366
A0031,-1.1413,-1.3524,5.2875,-2.5663
A0032,-2.1506,-2.1285,0.5521,-0.3529
A0033,-1.083,-2.0238,2.7187,-1.5916
A0034,-3.332,-1.3948,2.9412,-2.3846
A0035,0.4013,-1.4967,-1.5804,-0.0789
A0036,-0.5755,-1.0526,6.8044,-2.2329
A0037,-5.1851,-1.9268,-1.0838,-0.402
A0038,-2.2122,-1.1072,3.1245,-1.4215
