account_id,label_time,amount,balance,credit_score,tier,sessions_7d,health_score,churned
A0000,1772861990000,89.61,7683.15,485,bronze,14,10.0,1
A0001,1773564948000,133.46,3558.0,415,silver,35,88.16,0
A0002,1773281728000,22.94,5058.05,688,bronze,14,8.0,1
A0003,1772747784000,11.08,5848.85,532,bronze,34,6.35,1
A0004,1773572969000,109.95,7808.1,353,silver,11,86.92,0
A0005,1772302577000,112.56,5126.08,767,silver,23,87.49,0
A0006,1772970790000,206.06,6768.76,793,bronze,38,85.24,0
A0007,1773629934000,269.59,5899.7,363,gold,24,85.07,0
A0008,1773489882000,18.68,4318.2,507,silver,31,12.03,1
A0009,1772909994000,73.17,8792.44,647,gold,9,94.54,0
A0010,1772091225000,17.64,2105.7,798,bronze,32,94.43,0
A0011,1773138245000,53.52,5618.18,300,silver,30,8.42,1
A0012,1772069780000,19.99,3126.19,534,gold,4,9.85,1
A0013,1772713704000,24.89,8456.47,538,gold,30,93.83,0
A0014,1773164182000,81.55,6938.25,499,bronze,15,91.12,0
A0015,1773379315000,11.91,4800.83,525,silver,0,14.22,1
A0016,1772256869000,57.37,347.61,468,bronze,34,11.4,1
A0017,1773263903000,64.05,6114.76,715,silver,16,88.18,0
A0018,1772503862000,22.23,7264.39,333,bronze,33,92.34,0
A0019,1773476213000,10.24,3197.92,748,bronze,26,14.14,1
A0020,1773177684000,8.29,3498.49,719,bronze,30,92.19,0
A0021,1772534758000,30.34,-96.96,540,gold,4,7.47,1
A0022,1772259200000,70.67,8314.05,838,silver,37,85.28,0
A0023,1773038892000,33.33,8456.37,639,gold,13,92.02,0
A0024,1773191085000,51.29,5576.97,630,gold,18,9.83,1
A0025,1772667411000,38.53,1715.04,397,silver,22,14.82,1
A0026,1773109500000,29.9,2472.72,647,gold,26,5.5,1
A0027,1772157168000,169.95,2496.61,557,gold,24,90.08,0
A0028,1772326218000,3.59,7100.91,300,gold,19,13.68,1
A0029,1772976709000,21.41,4667.67,825,silver,21,13.52,1
A0030,1772945082000,248.89,5623.4,740,bronze,9,87.7,0
A0031,1772511736000,8.05,10222.57,809,silver,17,90.76,0
A0032,1772579496000,52.12,6214.18,334,gold,28,91.01,0
A0033,1773565091000,22.17,4137.41,472,gold,30,92.82,0
A0034,1773151221000,28.66,7999.73,663,bronze,39,92.79,0
A0035,1772452677000,2.15,5861.59,406,bronze,3,90.14,0
A0036,1772835729000,40.32,8168.64,469,bronze,19,12.13,1
A0037,1773530527000,11.59,-2.49,798,gold,1,13.78,1
A0038,1772539555000,19.65,7669.79,841,silver,30,14.1,1
A0039,1773598449000,58.99,5673.43,524,gold,7,13.86,1
A0040,1772577324000,16.79,5137.19,593,silver,2,6.53,1
A0041,1772016747000,161.81,3801.32,697,gold,34,86.08,0
A0042,1772605812000,5.49,8794.9,362,gold,8,8.66,1
A0043,1773109117000,115.99,1841.87,300,silver,23,94.17,0
A0044,1772270886000,27.45,7184.05,450,silver,16,90.03,0
A0045,1772962543000,72.75,-343.65,534,bronze,11,5.74,1
A0046,1773273816000,39.72,8434.01,474,gold,27,85.35,0
A0047,1773700651000,106.37,8715.78,375,silver,15,86.95,0
A0048,1773540358000,15.88,3152.51,634,bronze,27,87.68,0
A0049,1772240476000,76.56,3569.09,492,bronze,35,91.74,0
A0050,1773061138000,34.82,10690.77,339,gold,2,91.81,0
A0051,1773676571000,155.45,6388.85,748,silver,24,86.15,0
A0052,1772430419000,9.47,5367.0,486,gold,39,91.48,0
A0053,1772374625000,30.09,1394.37,833,gold,0,13.66,1
A0054,1772149158000,42.76,1470.66,681,gold,1,8.92,1
A0055,1771992060000,97.63,3410.36,383,bronze,39,6.45,1
A0056,1772166327000,25.45,3482.01,850,gold,39,7.49,1
A0057,1772913564000,30.04,5570.29,472,bronze,9,89.68,0
A0058,1773325640000,72.73,7714.25,745,gold,34,94.63,0
A0059,1772121450000,143.21,8011.15,790,silver,37,85.71,0
A0060,1773134633000,9.69,8234.93,394,silver,12,6.82,1
A0061,1773238238000,18.7,3229.89,500,bronze,29,9.01,1
A0062,1772867573000,15.58,8102.79,422,gold,11,7.67,1
A0063,1773185553000,54.04,2785.22,674,gold,10,94.79,0
A0064,1772858033000,14.5,4137.69,600,silver,37,90.96,0
A0065,1773032055000,8.05,3645.94,406,silver,37,13.58,1
A0066,1772200128000,3.46,7984.17,415,gold,6,92.49,0
A0067,1772643325000,130.79,3085.59,511,bronze,30,9.17,1
A0068,1772833030000,10.02,7707.81,557,silver,32,88.73,0
A0069,1773581613000,45.37,6369.78,372,gold,28,88.37,0
A0070,1772799949000,37.38,3105.0,317,silver,30,90.68,0
A0071,1773507575000,42.49,1235.09,438,silver,15,14.65,1
A0072,1772130973000,11.85,5684.74,436,gold,34,86.08,0
A0073,1772558620000,15.43,1768.85,515,silver,26,86.88,0
A0074,1772598237000,15.81,2950.93,698,silver,34,7.71,1
A0075,1773048711000,45.73,3133.92,365,bronze,21,7.48,1
A0076,1773625780000,15.64,7692.04,748,bronze,19,12.88,1
A0077,1773680363000,17.48,4669.67,691,bronze,18,93.68,0
A0078,1772717344000,47.73,6937.76,346,bronze,10,91.87,0
A0079,1772952543000,60.97,3920.13,773,gold,27,91.24,0
A0080,1773135078000,7.74,8093.08,685,silver,22,11.72,1
A0081,1773538861000,61.05,7684.15,682,gold,12,89.71,0
A0082,1773391394000,45.07,5550.83,346,bronze,17,6.1,1
A0083,1773308506000,54.3,5225.01,809,silver,5,89.66,0
A0084,1772281102000,29.08,4454.23,335,silver,27,11.95,1
A0085,1773438401000,11.56,5223.5,681,bronze,12,5.64,1
A0086,1773404207000,17.44,6936.02,729,silver,39,10.78,1
A0087,1772287560000,97.53,4089.59,644,bronze,36,10.13,1
A0088,1772522033000,54.88,2755.73,402,bronze,19,86.65,0
A0089,1771987033000,20.4,4111.05,606,silver,37,11.99,1
A0090,1773382130000,48.06,4885.27,466,gold,0,10.72,1
A0091,1773334361000,7.99,5300.63,675,gold,31,12.85,1
A0092,1773287220000,80.38,-976.5,538,gold,29,88.58,0
A0093,1772352449000,42.63,4695.31,638,bronze,4,10.34,1
A0094,1772794891000,65.32,5291.32,472,gold,20,14.59,1
A0095,1772488667000,21.59,6213.81,760,gold,30,92.27,0
A0096,1773268660000,35.6,2439.34,551,silver,33,89.22,0
A0097,1772511557000,56.13,4726.95,427,silver,32,12.44,1
A0098,1772854422000,28.23,2240.97,815,bronze,36,6.52,1
A0099,1772321376000,17.51,9122.35,529,gold,11,11.64,1
