row_id,f1,f2,f3,f4,f5
S00000,0.176783,0.272097,-0.082408,0.347372,0.066677
S00001,-0.407184,1.742322,-0.008873,-0.357356,-0.712102
S00002,-1.029537,0.114419,2.578286,0.097752,-0.657341
S00003,-0.652273,-1.744299,0.902569,-0.983624,-0.331864
S00004,0.925247,-0.27018,-0.817222,-1.438881,0.285024
S00005,0.353591,0.496951,0.389546,-1.781202,-2.094134
S00006,-0.659772,-0.979299,-1.548649,-0.179352,1.290385
S00007,0.204548,1.18771,0.378036,0.936374,0.941588
S00008,0.313262,1.337063,0.52514,-1.455833,-1.179951
S00009,-0.540204,0.286283,0.017593,0.949184,-0.889677
S00010,-0.815262,0.807291,0.411519,0.26268,-0.952807
S00011,0.169616,0.207761,-0.176294,-1.091007,1.186117
S00012,0.230093,-0.776919,0.392075,0.733695,-0.210156
S00013,2.11103,-0.631775,-0.613973,1.161279,-1.258122
S00014,-0.192176,0.315104,0.322522,-0.810065,-1.22499
S00015,0.022975,-1.333214,-1.386347,-0.06935,-2.124594
S00016,-0.093263,0.177005,2.134079,-1.905263,-0.548623
S00017,-0.813636,-0.386535,1.9518,1.810064,-0.050945
S00018,0.394552,-1.268929,0.370064,1.262004,0.142947
S00019,-1.735152,-0.132824,0.052302,1.628008,1.348622
S00020,0.188225,-1.060801,0.450242,-0.065283,-1.166662
S00021,0.442187,0.903858,-0.21055,0.092587,-0.992504
S00022,-1.063358,-0.102269,-1.227099,-0.22452,0.691938
S00023,0.882282,0.604086,0.947824,0.63724,-0.469527
S00024,-0.495606,-1.274348,-0.23866,1.651139,0.369333
S00025,0.808347,-1.543541,0.000522,-0.924893,0.51399
S00026,0.591524,-1.027091,0.868798,2.294684,-0.699072
S00027,0.512601,1.834212,0.164669,2.491509,1.425035
S00028,-0.287815,-1.225973,-0.394681,-0.345669,0.283162
S00029,1.128475,-2.284338,-0.572779,-0.94459,-0.364253
S00030,-0.350206,0.516979,0.754083,-1.134021,0.232968
S00031,-0.851324,-0.388912,-1.167091,0.447365,-0.23228
S00032,1.468747,1.402776,0.599756,-0.324579,-1.3459
S00033,2.002162,0.178982,-0.064365,1.595953,1.039207
S00034,0.702167,0.688366,-1.322459,-1.817258,0.041523
S00035,1.474154,0.026976,0.366257,-0.181313,0.35471
S00036,-0.331114,0.548666,-1.379378,0.2549,-0.22972
S00037,0.187564,-1.676123,0.120858,0.828935,-0.254121
S00038,-0.635139,0.647222,1.419131,1.485177,0.58649
S00039,-0.091085,0.570646,-0.680241,-0.28916,0.251229
S00040,0.980792,-0.559179,-0.215266,-1.791031,0.203538
S00041,0.342562,-1.009917,-2.258191,2.103057,1.607207
S00042,-0.490767,0.615026,-0.33593,1.980251,-0.1699
S00043,-0.654034,0.936028,0.719001,0.036535,0.048074
S00044,-0.552258,-1.258458,-0.827727,0.67864,1.08956
S00045,0.775952,0.356477,0.34503,-0.312358,-0.69652
