row_id,b_val
R00000,-6.241
R00001,-4.0395
R00003,-4.4845
R00004,1.0921
R00005,3.9617
R00006,-7.7621
R00009,-13.3003
R00012,2.7723
R00013,6.3364
R00014,-7.2866
R00015,-5.6004
R00016,1.8779
R00017,3.6019
R00018,-10.2833
R00019,-4.7401
R00021,-7.3095
R00022,-3.9221
R00024,1.1357
R00025,-7.1762
R00027,-5.0339
R00029,-10.0462
R00030,3.5868
R00031,-3.111
R00032,-1.3397
R00033,-2.0736
R00034,-5.6597
R00035,-6.5404
R00036,1.4952
R00037,-3.5115
R00038,3.2472
R00040,2.6755
R00041,-5.226
R00042,-7.1814
R00043,-5.3138
R00044,-11.8241
R00045,-0.6491
R00046,-1.9623
R00047,-1.068
R00048,0.7609
R00049,-0.5924
R00050,5.2539
R00051,1.9494
R00052,-3.1639
R00053,2.6029
R00054,5.7803
R00056,-12.5481
R00059,0.3409
R00060,-2.8008
R00061,-2.7944
R00062,3.7327
R00063,-2.4449
R00064,-2.0286
R00065,-0.7462
R00066,-0.7579
R00067,-4.0032
R00069,-6.5454
R00070,-7.824
R00071,-6.8603
R00072,-3.6525
R00073,-4.5075
R00076,-0.0991
R00079,2.5952
R00080,-1.7454
R00082,-0.2147
R00083,0.2796
R00085,-4.8883
R00086,0.2701
R00088,-0.3053
R00090,-2.3675
R00091,4.0972
R00095,-13.7532
R00097,-11.411
R00098,-0.7805
R00099,2.4926
R00100,-6.9635
R00101,3.5651
R00103,2.9595
R00104,-1.8521
R00105,-11.107
R00106,-6.0019
R00107,-14.9163
R00108,-8.373
R00109,-3.147
R00110,-1.9746
R00111,-4.8214
R00112,8.0781
R00114,-15.3393
R00115,-4.8779
R00117,-5.8918
R00118,-2.4539
R00119,-6.3952
R00120,2.2363
R00122,2.6516
R00126,7.1795
R00129,0.3225
R00131,5.977
R00132,0.9687
R00133,-8.5394
R00137,-0.0752
R00138,-11.576
R00139,-13.3638
R00140,1.5696
R00141,5.7571
R00143,-3.9748
R00144,-0.5314
R00145,-2.2183
R00146,-9.2926
R00147,-4.1268
R00148,-10.4417
R00149,-0.3834
R00150,-6.3634
R00151,-1.0203
R00152,-1.47
R00153,-5.2395
R00154,-3.2375
R00155,-0.2785
R00156,-4.5618
R00157,-7.5443
R00158,-8.9593
R00159,3.0259
R00160,-3.9543
R00163,-1.2541
R00165,-3.7588
R00166,-3.6809
R00168,0.6201
R00169,-7.0074
R00170,-1.0367
R00171,-3.8892
R00172,-5.0508
R00173,-4.0123
R00175,-5.7925
R00176,-13.7928
R00177,1.6194
R00178,-5.5133
R00179,8.3454
R00180,2.8503
R00181,-21.265
R00183,6.6004
R00184,-4.7682
R00185,-5.0814
R00186,2.1725
R00187,-0.2465
R00188,-3.7198
R00189,-9.2166
R00190,1.273
R00191,-10.3633
R00192,-1.2238
R00193,-5.6019
R00194,-8.182
R00195,-3.9777
R00196,-3.4019
R00197,-1.2757
R00198,3.41
R00200,-11.6171
R00201,-4.9732
R00202,-11.7472
R00203,9.171
R00204,0.7364
R00206,2.2059
R00208,4.3954
R00209,-8.8589
R00210,0.4503
R00211,-0.7644
R00212,0.5621
R00214,-12.8466
R00215,-6.0749
R00216,0.4467
R00217,1.7003
R00219,-4.4525
R00221,-5.1212
R00223,-6.1789
R00224,5.2702
R00225,-5.4233
R00226,-2.7618
R00227,-0.5063
R00228,-11.4389
R00231,-6.4798
R00233,-1.1367
R00236,-2.882
R00237,2.897
R00238,-6.2965
R00239,-1.4038
R00240,-5.805
R00241,-6.8832
R00242,-16.6892
R00244,-12.427
R00245,-8.3835
R00247,-2.978
R00252,-1.0624
R00253,4.3344
R00254,-6.2914
R00255,1.5714
R00256,-2.1637
R00258,2.2159
R00259,-2.2642
R00260,0.6781
R00262,2.5233
R00264,-5.6236
R00265,-2.0139
R00266,-5.9745
R00267,3.6326
R00268,1.48
R00270,-6.5118
R00272,-6.8365
R00273,4.1624
R00274,-5.8346
R00276,-7.0982
R00277,-1.4393
R00280,0.5746
R00281,-5.1523
R00282,-9.4927
R00283,-12.1774
R00284,0.9781
R00286,2.4479
R00287,-7.8054
R00290,-1.3616
R00291,-9.9798
R00292,1.5349
R00293,-0.8917
R00294,-0.7606
R00295,-5.7629
R00296,-2.1849
R00298,-2.5814
R00299,-5.7801
R00300,5.626
R00301,-4.0332
R00302,-10.8101
R00303,-2.072
R00307,-3.8623
R00308,-1.679
R00310,-7.4821
R00311,5.3922
R00312,1.719
R00313,-0.8286
R00314,1.0199
R00315,-3.3526
R00316,-8.1054
R00317,-7.51
R00318,-4.6789
R00319,-13.9427
