row_id,f1,f2,f3,f4,f5
S00000,-1.283805,-0.401277,-0.722924,1.019514,1.780167
S00001,0.267277,0.61543,-2.961493,-0.066623,0.476274
S00002,2.120449,-0.756874,0.607174,0.224339,0.936938
S00003,0.504223,-0.015975,0.555622,1.162652,-0.340976
S00004,1.385133,-0.577145,-1.349844,0.385611,0.861743
S00005,0.168072,1.316244,-0.113544,-0.530108,0.670467
S00006,-0.957344,-0.370391,-0.78853,0.143087,0.159586
S00007,-0.283713,-0.176776,-0.862312,0.086289,2.057167
S00008,-1.427765,1.878089,-0.595049,-0.30422,-0.347397
S00009,-0.253944,-0.281151,2.169664,-0.891326,-0.448548
S00010,-0.473148,-0.698681,1.294418,-0.380233,-0.212497
S00011,-0.724971,-0.079318,-0.943889,0.915132,-0.408493
S00012,-0.852766,0.056227,0.848507,-0.334265,0.972595
S00013,-1.593113,1.635726,-0.709084,-0.508341,0.572756
S00014,1.089985,-0.551052,-2.295174,-0.153568,-0.332324
S00015,0.953824,-0.472858,0.299934,-0.656697,-0.35771
S00016,0.48291,-0.459118,0.785119,-0.632998,-0.428623
S00017,-1.358846,0.686378,-0.888369,0.591676,-0.896572
S00018,0.086619,-0.39729,-1.147436,1.753651,-0.277276
S00019,0.321759,-0.590412,1.554691,2.314321,0.369397
S00020,-0.773894,0.33392,0.97088,-0.104505,-0.171355
S00021,-0.01543,-0.873146,0.267557,0.927765,-1.59062
S00022,0.972287,-0.179368,-0.16271,0.559909,-0.293051
S00023,-0.42573,-0.323607,0.487611,-0.299243,1.081597
S00024,-0.539487,-0.254396,0.066353,0.93851,-0.091424
S00025,0.288106,0.888191,-1.063326,-0.07198,0.356173
S00026,-0.773783,0.274987,-0.160953,0.557184,1.831047
S00027,-0.652402,-1.072426,-0.62235,0.935356,1.034788
S00028,-1.450457,-0.243115,-0.220105,-0.199961,0.210632
S00029,0.994408,0.331303,0.132263,-1.0129,-1.954232
S00030,-1.747193,-0.131223,-0.43486,-1.318835,0.705391
S00031,0.414149,-0.468637,-0.634384,-0.434838,0.263203
S00032,-0.977978,1.399229,-0.457009,1.093511,-1.8765
S00033,0.046776,0.494102,-1.946279,1.15455,-0.87612
S00034,-0.207381,0.359133,1.437983,1.455086,-0.057671
S00035,0.001902,-0.481074,1.07286,-0.347662,0.443532
S00036,0.641047,-0.438011,-0.36486,-0.747389,-0.26169
S00037,-1.668918,0.86991,-1.56017,-0.445334,0.025044
S00038,-0.365592,1.03768,-0.146133,-0.576858,-0.613207
S00039,-1.338364,0.285139,0.459183,0.052536,-0.59065
S00040,1.203084,-0.961279,0.474138,0.472322,0.600503
S00041,-0.615126,0.469561,-1.227287,-0.681631,-0.262486
S00042,0.480003,-1.740894,0.529402,0.34179,0.069018
S00043,-0.449558,-0.496175,-1.02961,0.639801,0.092346
S00044,-0.382878,-0.442918,1.252802,1.071159,-0.27341
S00045,-0.894817,-2.378879,0.167884,0.550881,-0.158849
S00046,0.30881,0.920414,-0.609771,-0.228533,0.79474
S00047,-0.854124,1.328145,1.085146,0.723932,0.055935
S00048,1.895062,-0.276467,0.908695,0.663801,1.205664
S00049,0.545131,0.673134,-0.69351,0.273171,-2.89903
S00050,-0.22676,-1.472481,0.736615,0.115986,-0.386583
S00051,0.66692,-0.104351,0.165111,-0.093321,-0.358044
S00052,0.67996,0.196019,0.298814,0.361713,-0.603409
S00053,1.41717,0.618755,1.382077,0.096152,0.60726
S00054,-0.938303,-0.261331,0.072914,-0.157143,-0.451164
S00055,-1.2524,0.539894,-1.071987,-0.003041,0.542211
S00056,-0.401295,-0.303141,0.000691,0.017646,-0.575874
S00057,0.127684,-1.082737,-0.7879,-0.059573,0.04629
S00058,-0.362994,1.470901,-0.581976,-0.578774,-0.218193
