date,pm25_lag1,temperature,humidity,wind_speed,pressure,precipitation
2025-04-07,3.6,5.8,63,16.5,1020.5,0.0
2025-04-10,2.6,3.4,61,19.3,1009.1,0.5
2025-04-12,2.1,7.7,69,16.2,1003.5,0.0
2025-04-14,5.9,10.7,67,19.2,1001.8,0.0
2025-04-17,8.5,10.4,90,10.7,1011.0,0.0
2025-04-19,15.3,8.6,87,17.8,1007.0,4.0
2025-04-28,3.4,11.9,67,26.2,1012.0,0.2
2025-04-30,2.2,9.1,73,24.4,1012.6,0.4
2025-05-03,5.0,10.2,59,14.9,997.0,0.9
2025-05-16,2.4,11.1,56,23.4,1012.7,0.1
2025-05-19,2.9,14.5,48,16.7,1011.3,0.0
2025-05-21,3.3,7.9,79,19.6,1001.1,4.3
2025-05-23,2.2,8.4,74,23.7,1001.3,1.2
2025-06-01,1.9,14.7,60,20.4,1007.9,0.0
2025-06-03,3.2,15.1,59,14.7,1005.3,0.0
2025-06-13,1.5,14.7,60,9.5,1026.5,0.0
2025-06-15,2.5,20.2,44,14.2,1012.8,0.0
2025-06-19,3.4,15.3,59,20.7,1008.2,1.3
2025-06-21,2.7,16.7,52,23.1,1010.4,0.0
2025-06-29,2.7,17.3,61,27.4,1000.2,2.1
2025-07-01,2.4,19.7,63,16.2,1012.7,0.0
2025-07-04,3.6,15.3,64,16.5,1012.1,0.1
2025-07-09,2.5,17.5,65,8.3,1010.6,0.0
2025-07-14,5.6,18.3,88,9.6,1012.3,8.0
2025-07-20,9.0,21.4,62,14.9,1008.2,0.0
2025-07-23,7.3,21.9,74,17.8,1004.7,0.9
2025-07-26,6.1,22.1,75,9.1,1005.2,1.0
2025-07-31,4.2,18.8,80,12.7,1005.2,2.8
2025-08-06,2.9,16.3,67,23.4,1001.1,0.2
2025-08-11,3.3,16.9,67,14.4,1014.7,0.0
2025-08-13,3.9,19.0,71,9.3,1017.0,0.0
2025-08-16,7.6,15.5,58,27.6,1008.9,0.0
2025-08-23,3.1,12.0,75,22.1,1002.5,5.1
2025-08-25,1.7,12.4,69,22.6,1005.7,0.5
2025-08-29,4.8,15.5,90,17.5,1000.8,2.4
2025-08-31,4.4,14.8,90,6.9,1009.2,0.6
2025-09-04,5.7,18.3,84,16.9,1009.1,0.0
2025-09-10,10.5,17.1,86,18.6,1016.6,5.2
2025-09-17,3.1,13.9,86,20.2,997.9,4.8
2025-09-19,3.2,15.4,78,19.7,1006.8,0.0
2025-09-22,4.9,11.6,65,22.5,1003.7,0.2
2025-09-25,2.5,10.3,78,7.8,1029.9,0.0
2025-10-04,5.0,9.9,79,27.8,999.7,14.8
2025-10-09,3.1,10.0,86,20.4,1006.2,2.9
2025-10-11,2.9,11.1,65,25.8,1011.4,0.0
2025-10-13,1.5,5.6,79,15.7,1018.2,0.0
2025-10-26,5.8,7.0,93,10.3,984.0,0.5
2025-10-31,4.4,6.5,92,15.3,1006.8,0.0
2025-11-04,5.1,10.3,92,19.0,1006.1,0.7
2025-11-07,7.9,9.0,93,9.5,1009.6,5.2
2025-11-09,12.2,5.8,93,12.6,1009.9,0.6
2025-11-14,2.5,1.0,80,15.4,1004.8,0.0
2025-11-20,5.3,-1.8,89,18.8,1002.1,0.4
2025-11-24,8.9,-1.3,90,8.6,1000.7,0.0
2025-11-30,4.7,5.4,96,17.5,1005.1,3.9
2025-12-05,11.8,4.1,99,8.9,1013.8,2.0
2025-12-07,6.9,4.8,98,9.4,1007.4,1.0
2025-12-10,4.2,6.3,91,23.1,1000.2,2.9
2025-12-15,3.4,7.8,86,19.8,1003.1,0.1
2025-12-21,3.1,2.3,86,15.7,1015.8,0.0
2026-01-04,2.5,-5.4,89,21.7,996.2,0.0
2026-01-11,1.8,-3.4,84,26.6,1014.0,1.1
2026-01-13,4.3,-1.5,87,15.9,1013.5,0.7
2026-01-16,4.6,2.3,93,24.1,1016.1,0.2
2026-01-18,15.0,1.3,98,10.4,1030.6,0.0
2026-01-22,6.5,-2.3,86,21.0,1017.7,0.6
2026-01-24,4.3,-3.4,85,13.7,1018.5,0.5
2026-01-26,5.6,-5.1,90,15.6,1009.0,0.2
2026-01-31,2.7,-5.2,81,14.3,1024.7,0.0
2026-02-03,3.7,-10.7,80,11.2,1025.6,0.0
2026-02-08,2.9,-6.2,92,12.4,1021.0,0.0
2026-02-10,4.2,-8.6,89,8.6,1001.1,0.0
2026-02-12,5.7,-7.4,88,16.2,991.6,0.0
2026-02-15,5.8,-11.3,85,13.6,1013.2,0.0
2026-02-17,4.4,-5.5,77,12.7,1009.2,0.0
2026-02-22,5.5,-4.5,84,17.3,1005.3,0.0
2026-03-02,3.6,1.4,83,13.7,1016.9,0.0
2026-03-09,9.9,4.8,80,18.4,1017.3,0.8
2026-03-11,15.9,4.6,93,17.2,1004.2,0.1
2026-03-21,5.4,6.6,65,16.2,1016.1,0.0
2026-04-01,5.5,6.6,71,16.3,1015.8,0.0
2026-04-04,3.3,3.1,89,26.9,995.2,10.8
2026-04-06,2.9,5.5,66,33.9,995.0,1.2
2026-04-13,5.5,6.3,70,15.3,1025.1,0.0
2026-04-20,3.0,6.2,59,15.0,1025.1,0.0
2026-04-24,2.6,9.6,57,15.3,1007.0,0.0
2026-04-28,2.3,5.4,48,19.9,1023.6,0.2
2026-05-17,4.2,10.9,69,16.8,1008.9,0.4
2026-05-20,2.9,13.6,65,13.7,1017.0,0.0
2026-05-27,2.3,12.2,54,26.0,1011.2,1.8
