account_id,event_time,f1,f2,f3
A0000,1770182580000,1.4377,2.5401,-0.2272
A0000,1770318300000,0.0096,-0.4329,2.2242
A0000,1771911300000,-0.5604,0.4667,0.221
A0000,1772018160000,-1.2866,-2.1411,0.7948
A0000,1772419080000,0.8054,0.5009,0.447
A0000,1772882460000,0.3032,0.6457,0.3627
A0000,1773438960000,0.8706,2.1224,0.9036
A0000,1774006980000,1.6919,-0.8456,3.1264
A0001,1770281700000,-0.2444,-1.0692,0.1952
A0001,1772107020000,1.1203,-1.4846,-1.732
A0001,1772634180000,-0.7932,-2.524,-0.9171
A0001,1773193260000,-2.3878,-1.7287,0.8109
A0001,1774522800000,-0.3381,-2.0795,0.2081
A0001,1774919040000,-1.0519,-0.6864,-0.4241
A0001,1775019240000,2.1585,4.3688,2.5359
A0002,1771001580000,-1.816,-2.3595,0.4269
A0002,1771945080000,-2.3619,0.8295,0.184
A0002,1772083080000,-2.8669,-0.1186,2.813
A0002,1772167800000,-1.2631,0.0149,-1.6444
A0002,1772338980000,2.0098,1.7593,-0.2144
A0002,1772693640000,0.1749,0.6625,0.8046
A0002,1773215580000,-0.7461,-3.5035,3.9223
A0002,1773753540000,-0.4435,-0.5775,-1.2342
A0002,1774611300000,-2.2317,1.1882,2.0983
A0003,1769958240000,1.9879,-1.5142,0.7752
A0003,1770663540000,0.3639,0.8419,0.5147
A0003,1770983400000,-0.8534,1.7259,0.5494
A0003,1771173480000,-1.336,-1.7554,-0.8005
A0003,1771486380000,-2.7999,-2.1077,0.6942
A0003,1774293360000,3.3612,2.2676,2.0062
A0003,1775035620000,-1.9625,-1.3508,-0.992
A0004,1769952960000,-0.1333,0.5753,1.9326
A0004,1770727740000,0.5866,2.0031,3.8412
A0004,1772186100000,3.1408,2.3175,2.9523
A0004,1773391140000,2.2563,0.6737,-4.3329
A0004,1773690180000,-1.2659,2.4814,1.5271
A0004,1774951680000,-0.184,-1.9895,-0.0867
A0005,1770519480000,-1.1644,-3.3624,-1.8063
A0005,1770760080000,-1.3885,1.44,-1.3548
A0005,1772316540000,2.2849,0.9722,-1.9271
A0005,1774111020000,3.1648,1.3516,2.8653
A0005,1774246560000,-1.6799,1.4574,0.4464
A0005,1774486980000,-1.8247,-1.9784,3.3765
A0005,1774756320000,0.5932,0.2818,-0.3148
A0006,1770077400000,2.3596,-1.3149,-2.6449
