row_id,f1,f2,f3,f4,f5,f6,label
R00000,0.193719,-0.065988,2.211435,0.209105,1.596729,-0.79577,1
R00001,0.139087,-0.514255,2.14143,0.339534,0.96229,-0.511866,1
R00002,0.174706,0.034599,0.085188,0.991506,-0.415078,-1.063654,0
R00003,0.04125,-0.605686,2.379445,0.4672,0.080396,0.655908,1
R00004,1.326979,-0.071404,0.262102,1.950293,0.778805,-0.525115,0
R00005,-1.591682,1.428249,0.176828,-0.893069,0.541191,-0.455974,0
R00006,0.000239,1.488694,2.374704,-0.405661,-0.532275,-0.006972,1
R00007,0.786089,0.612883,0.05886,1.074589,-0.661337,1.003232,0
R00008,-0.140688,1.043927,2.683112,0.004523,-0.618632,0.723828,1
R00009,-0.713522,0.17588,2.391074,-0.939314,-0.873961,0.65102,1
R00010,-0.520786,0.233946,-0.345062,-0.10103,-0.266384,-0.018043,0
R00011,0.201594,1.78267,2.517645,-1.392958,0.194855,0.09428,1
R00012,1.558874,-1.166683,0.128299,-0.133001,-0.675322,-0.674977,0
R00013,0.808048,1.447813,2.290593,1.455762,-1.22383,0.534989,1
R00014,0.06036,0.671892,2.395485,-0.863574,0.377038,-0.042252,1
R00015,-2.137179,1.296486,0.213003,0.2161,-0.428873,0.740021,0
R00016,-0.6302,-0.099892,-0.023412,0.40272,0.604123,-1.004985,0
R00017,0.331131,-0.616273,0.01543,-0.423725,-0.322725,-0.977344,0
R00018,1.439099,0.130937,-0.080128,-0.741317,0.405132,0.443806,0
R00019,-1.399736,0.325951,0.067724,-2.679964,0.03289,-0.14343,0
R00020,-0.407822,0.565046,2.590597,-1.575928,-0.373212,0.006075,1
R00021,-0.151792,-0.626898,0.005951,-1.459667,-0.065766,0.909221,0
R00022,-0.945202,-2.358122,0.093608,0.115678,-0.031138,0.348591,0
R00023,0.048829,-2.074743,-0.054654,0.426356,1.263731,1.053113,0
R00024,0.584686,1.708288,2.501238,0.933082,-0.00481,-0.258835,1
R00025,-1.260143,0.054615,-0.053822,-0.60119,-0.381588,0.240877,0
R00026,0.02687,0.700266,-0.110081,1.084558,-0.034126,0.060285,0
