row_id,b_val
R00002,-4.623
R00003,5.9691
R00009,0.0163
R00010,-6.8763
R00011,2.7742
R00012,-5.3654
R00013,2.6458
R00014,0.6902
R00015,-7.362
R00016,-4.7585
R00017,-4.0998
R00018,-3.7422
R00019,-8.1194
R00021,-1.1628
R00024,-5.0233
R00028,5.2468
R00029,-3.2324
R00030,-4.6236
R00031,0.9372
R00032,2.2068
R00033,-6.2476
R00034,-9.6583
R00035,2.3451
R00037,-0.7323
R00038,-8.3342
R00039,-6.5664
R00040,-3.2335
R00041,-7.1851
R00042,-6.0435
R00044,-2.0948
R00045,-4.6516
R00046,-6.3029
R00047,-2.943
R00048,8.2609
R00050,-0.4074
R00051,-4.8861
R00052,-3.759
R00054,-6.519
R00055,-3.7782
R00056,-13.4231
R00057,-1.3328
R00058,-2.0191
R00059,-12.5248
R00060,0.9052
R00062,-7.2727
R00063,-10.5982
R00064,-1.7176
R00065,-0.9871
R00067,-4.3519
R00068,-4.2666
R00069,-8.6118
R00071,-3.9137
R00072,-2.0442
R00073,-0.3784
R00074,-1.9562
R00076,1.4022
R00077,-7.776
R00078,-7.2382
R00079,-0.7055
R00081,-4.2791
R00082,-7.2564
R00083,1.3834
R00085,-9.0529
R00086,-2.5004
R00087,5.4284
R00088,-9.3762
R00089,0.6444
R00092,-0.8511
R00094,-1.9005
R00095,-4.2341
R00099,0.1231
R00100,-3.8191
R00101,-2.6704
R00102,-0.5597
R00103,-5.35
R00104,-8.8141
R00105,-2.1506
R00106,-4.3898
R00107,-7.1646
R00108,-5.4005
R00109,10.5432
R00110,-5.6307
R00111,-5.6009
R00114,-1.9813
R00115,1.599
R00117,1.806
R00118,-1.0655
R00119,-3.6732
R00120,-3.6833
R00121,-2.195
R00122,-0.6366
R00123,-10.8225
R00124,-12.4588
R00126,-8.6492
R00128,-7.2741
R00129,-0.4074
R00130,3.5228
R00132,2.3683
R00133,-0.795
R00134,-5.3772
R00136,-10.8928
R00139,-3.3933
R00141,-3.2495
R00142,7.3403
R00144,-16.6756
R00145,-6.6727
R00146,-2.0418
R00147,-4.8743
R00149,-1.716
R00150,-7.0838
R00151,-7.1022
R00152,-9.3654
R00153,6.5771
R00154,-4.0833
R00155,-6.1122
R00156,-7.675
R00157,0.6047
R00158,-3.2005
R00159,-2.3161
R00160,-8.3132
R00162,-10.7092
R00163,-7.4743
R00164,-3.968
R00167,-5.086
R00168,-0.9293
R00170,-2.1327
R00171,-1.455
R00173,-7.7481
R00174,-0.1747
R00175,-1.3578
R00178,-1.3532
R00179,7.4841
R00181,-4.8301
R00184,-1.1984
R00185,-7.1446
R00186,-1.6384
R00187,0.2238
R00188,-7.2179
R00189,-13.1615
R00190,-1.7084
R00191,6.53
R00193,1.002
R00194,-8.0773
R00195,-3.2021
R00196,-0.9151
R00197,-4.8719
R00198,-6.5337
R00199,6.1411
R00200,-2.2659
R00201,1.2517
R00202,-7.9089
R00203,-1.4266
R00205,1.7831
R00206,3.0559
R00207,-10.0716
R00209,-7.3312
R00210,8.6742
R00211,-0.6394
R00212,-9.1947
R00213,-0.4347
R00214,1.6411
R00215,-10.9906
R00216,-5.6896
R00217,-0.832
R00218,3.2479
R00219,3.4816
R00220,-11.681
R00221,-10.8713
R00222,-3.7149
R00223,2.5892
R00227,-4.0322
R00228,0.7785
R00230,-13.233
R00231,1.3441
R00232,-2.3103
R00233,2.8025
R00234,-6.6289
R00235,-7.4281
R00236,-13.5201
R00237,-5.3624
R00239,-6.1307
R00240,-3.951
R00241,-3.8038
R00242,-6.1556
R00244,-4.9907
R00246,-3.6411
R00247,3.2052
R00248,4.6697
R00249,4.9183
R00250,0.5104
R00251,-2.8744
R00252,-11.8403
R00253,-3.5896
R00254,-8.0387
R00255,-10.0549
R00257,-4.8148
R00258,-0.2627
R00259,-6.366
R00260,2.4671
R00261,-9.771
R00262,-7.673
R00263,-0.2048
R00264,0.2916
R00266,-5.349
R00268,0.7258
R00269,-1.4657
R00270,-6.8575
R00271,-12.3849
R00273,-10.2439
R00274,6.0034
R00275,-5.4668
R00276,-4.4964
R00277,-1.6474
R00281,-11.6511
R00282,2.6219
R00285,-3.0242
R00286,-0.1898
R00291,-2.0586
R00294,-5.3956
R00295,10.7114
R00296,0.1285
R00297,-6.7625
R00298,-1.5474
R00299,-14.9548
R00300,-11.039
R00301,-0.5692
R00302,-1.0554
R00303,-6.2651
R00304,-5.8761
R00305,-3.4908
R00307,-9.6743
R00308,-2.6923
R00309,0.9386
R00310,-6.7185
R00312,-3.8729
R00314,3.1243
R00316,-3.2597
R00317,3.5024
R00318,1.3416
R00319,-3.1774
