account_id,f1,f2,f3,f4
A0000,-0.2874,-2.2495,-2.377,-2.9754
A0001,-1.8913,-5.6386,-3.1507,-1.1806
A0002,-3.4792,-0.784,-1.7833,-0.5061
A0003,-0.6027,-1.1557,-3.3482,-4.8699
A0004,-0.3443,-1.0739,-1.7913,3.7029
A0005,2.2547,-1.8877,-1.9542,-3.0838
A0006,-1.9477,-0.2134,-0.8792,-4.7333
A0007,-5.5276,1.5945,0.8093,-4.6147
A0008,-5.9656,-3.19,-0.1785,-1.6215
A0009,3.5629,-1.5626,-1.6171,3.9258
A0010,-5.1885,-0.411,-0.661,0.8407
A0011,-3.6922,-2.1036,2.4587,-2.2603
A0012,0.3236,0.5039,-1.2542,-2.5514
A0013,-5.6509,-2.8764,-1.4954,-3.763
A0014,-0.4191,-3.8152,-0.8092,-1.8644
A0015,-4.9396,-4.2241,0.3771,-0.6827
A0016,-3.6224,-1.8945,-0.9824,0.1096
A0017,-0.5555,1.4417,-3.4888,-5.5907
A0018,-2.761,-1.4019,0.9418,-2.3104
A0019,-7.8537,-2.1668,-0.8834,-6.975
A0020,-1.7524,0.3015,0.9984,-6.6984
A0021,-4.3501,-2.6932,-0.3573,-2.6969
A0022,-2.0811,-0.8987,-1.7573,-1.9199
A0023,-1.4428,1.1661,-0.9508,-6.4866
A0024,-5.4157,-2.5873,-1.0037,-5.4151
A0025,0.8417,0.4256,-1.2948,-3.1362
A0026,-12.0956,0.7125,-0.549,2.31
A0027,-1.6014,-2.8564,-0.2519,-2.2107
A0028,-4.929,-0.6958,-2.8433,0.2138
A0029,-0.4448,0.9548,-0.5146,2.4056
A0030,-3.4726,-2.4072,-2.0987,-0.499
A0031,-2.6897,-0.3419,-0.373,-6.7932
A0032,0.2275,-1.6574,-1.6306,2.1851
A0033,-5.1543,0.7457,0.6543,-6.3289
A0034,-1.1251,0.5167,-1.0439,-0.982
A0035,-3.2749,-2.0034,-0.1227,-0.5198
A0036,-1.8061,0.0042,-1.6026,-4.9201
A0037,-1.6927,-1.5342,1.0635,7.8219
A0038,3.689,-0.332,0.0086,-2.105
A0039,0.2957,0.8513,-0.2231,-10.9319
A0040,-3.8163,-3.0819,0.3308,-5.662
A0041,-2.3351,-3.6742,0.7159,0.7685
A0042,-4.7428,-1.5427,-0.623,-0.6436
A0043,-2.5922,-2.7704,-2.298,-1.7977
A0044,-4.2814,-3.3028,-2.5826,-9.8519
A0045,-1.0656,1.5812,-1.2105,-2.7262
A0046,-1.1869,-0.1024,-0.0866,1.6157
A0047,-0.9049,0.8042,-0.7015,-5.6349
A0048,-1.8753,-2.9512,-1.078,1.0205
A0049,-5.9743,-1.3233,1.8086,-2.1815
A0050,-6.4226,0.4184,-1.9182,0.6354
A0051,-3.9819,-2.2046,2.0291,-3.3816
A0052,-4.044,-1.2605,-0.0909,-3.6193
A0053,-5.9699,-2.0262,-2.4963,0.6653
A0054,-2.1529,1.2746,-4.0196,-3.6596
A0055,-0.9392,-2.3893,-0.7494,-2.5806
A0056,-5.9217,-0.665,1.9214,-2.8989
A0057,-0.6308,0.1336,2.1181,-5.0088
A0058,-0.1211,-2.6336,0.9963,1.4367
A0059,-2.1255,-0.626,1.6446,-1.5559
A0060,-2.6421,-1.4463,2.7876,-5.8843
A0061,-4.2388,-1.9475,0.502,-5.8612
A0062,-3.3881,0.1721,0.7747,-1.5633
A0063,-3.0185,0.5775,-0.2322,2.4853
A0064,-2.2722,1.3112,-1.8242,-0.2813
A0065,-6.0455,-2.0046,-1.5324,-6.0335
A0066,-1.016,-2.4514,-1.3456,-5.3697
A0067,-2.3613,0.3399,-0.399,-1.727
A0068,-1.7609,-2.1748,-1.1817,-2.1629
A0069,1.695,0.9853,1.3333,-5.8978
A0070,2.8777,0.085,-0.2329,-3.3841
A0071,-0.8837,-0.4465,-0.647,-0.0128
A0072,1.2098,0.0364,1.8908,-1.1088
A0073,-2.9827,-1.2075,-1.1321,-1.5974
A0074,-5.9862,-0.839,-0.8034,0.9474
A0075,-3.1195,-2.2054,0.2297,-2.6754
A0076,-3.4444,4.8531,-0.2957,-0.3354
A0077,-6.8842,-2.9677,1.2593,-1.5215
A0078,-1.1647,0.153,-0.9774,-4.0599
A0079,-6.1227,-1.7186,-2.4817,3.5821
A0080,2.5101,1.8278,-2.1396,-4.1804
A0081,-6.4416,-2.3924,-1.7288,-4.9047
A0082,1.8344,-2.9809,-1.1641,-2.4473
A0083,-3.3144,-2.6114,-2.0206,-1.5656
A0084,-6.2467,-3.1078,-0.5757,6.4721
A0085,-5.4139,1.8698,0.2275,-8.0161
A0086,-6.9187,0.3566,1.6837,-0.2182
A0087,-6.4605,-0.0486,-1.1813,-0.0575
A0088,0.5962,3.703,-3.7363,-2.4185
A0089,-2.0306,-1.5483,-1.0386,-3.013
A0090,-3.1035,-0.6229,0.0087,-0.7881
A0091,-2.3517,-1.3505,0.5681,-0.8686
A0092,-4.9535,-2.076,-3.9275,-6.5139
A0093,1.3761,-1.0902,-1.9475,-0.9918
A0094,-6.2409,1.3905,-0.5428,-1.5583
A0095,1.8474,0.3947,0.0967,4.3691
A0096,-7.1441,-3.8089,-0.3265,-3.9743
A0097,-0.311,-2.2069,-0.6663,-2.435
A0098,-3.0085,-5.5667,2.1504,-2.3651
A0099,-2.7357,2.9514,-0.3238,-2.2454
A0100,7.8217,-2.299,1.4544,-4.8324
A0101,-6.4736,2.0027,-1.3124,-7.6484
A0102,-7.3904,-2.4476,2.4444,-0.3204
A0103,-4.4006,-2.4314,-2.1972,0.1075
A0104,-2.2186,0.4872,-2.253,-2.4833
A0105,-0.3209,-3.0654,-5.0976,2.6643
A0106,-4.9441,-1.7848,-1.9163,-1.84
A0107,-4.8887,2.3126,-2.6991,-2.8282
A0108,-4.2126,0.379,-1.0094,-2.7093
A0109,-3.1954,-0.358,-2.8494,-3.1517
A0110,-5.3355,-1.0973,-3.9134,1.7008
A0111,0.1652,2.5166,-1.1741,-3.1803
A0112,-4.0281,-0.8221,-2.5751,-0.17
A0113,-2.4393,1.1881,-3.0256,-0.0886
A0114,-3.9658,-3.9307,-4.2145,1.2409
A0115,-5.9613,-0.9146,-2.0243,-3.1446
A0116,3.2974,-0.0353,-0.0129,-9.3557
A0117,1.5267,1.2255,-0.3364,-1.5053
A0118,-7.8375,-2.8884,-1.156,-7.5319
A0119,-2.8558,-0.5417,-3.2416,-0.4184
