account_id,label_time,churned
A0000,1772347445000,0
A0001,1772745146000,0
A0002,1773419429000,0
A0003,1771987914000,0
A0004,1772335341000,0
A0005,1772727004000,0
A0006,1773050124000,1
A0007,1772730072000,1
A0008,1773134015000,0
A0009,1772633351000,0
A0010,1772342319000,1
A0011,1772696087000,1
A0012,1772762272000,1
A0013,1772555911000,1
A0014,1773465863000,0
A0015,1773537257000,1
A0016,1772691821000,0
A0017,1772187395000,1
A0018,1771984194000,1
A0019,1773463045000,1
A0020,1773466645000,0
A0021,1772381823000,0
A0022,1773163601000,1
A0023,1773440977000,1
A0024,1772169863000,1
A0025,1772868206000,1
A0026,1772130496000,0
A0027,1772839742000,1
A0028,1772357791000,1
A0029,1773164576000,1
A0030,1772285479000,1
A0031,1772886619000,1
A0032,1772819672000,1
A0033,1771981075000,1
A0034,1772453702000,0
A0035,1772826077000,1
A0036,1773589590000,1
A0037,1772434883000,0
A0038,1772952699000,0
A0039,1772461440000,1
A0040,1772528065000,1
A0041,1772121038000,1
A0042,1772864552000,1
A0043,1773559217000,1
A0044,1773126713000,0
A0045,1773147359000,0
A0046,1773237853000,1
A0047,1773030204000,1
A0048,1773528962000,1
A0049,1773322101000,1
A0050,1773267664000,1
A0051,1772833808000,1
A0052,1773560096000,1
A0053,1772242368000,1
A0054,1773270733000,0
A0055,1772519913000,0
A0056,1773240562000,1
A0057,1772772121000,1
A0058,1772433275000,1
A0059,1773001343000,1
A0060,1772443413000,1
A0061,1772341985000,1
A0062,1772537432000,0
A0063,1773404719000,0
A0064,1773038262000,1
A0065,1773226606000,1
A0066,1773613461000,1
A0067,1773193078000,0
A0068,1773087335000,1
A0069,1773397135000,1
A0070,1772310634000,1
A0071,1772959222000,0
A0072,1772067348000,0
A0073,1772787522000,1
A0074,1772004797000,0
A0075,1772700125000,1
A0076,1773299570000,0
A0077,1772795983000,0
A0078,1772603220000,1
A0079,1773386014000,1
A0080,1773605646000,0
A0081,1772552735000,1
A0082,1773475610000,1
A0083,1772904522000,0
A0084,1773344713000,1
A0085,1772767292000,1
A0086,1772952951000,0
A0087,1773092401000,1
A0088,1772522735000,1
A0089,1773033694000,0
A0090,1772563753000,0
A0091,1773201630000,0
A0092,1772947207000,1
A0093,1772033629000,1
A0094,1772048362000,1
A0095,1772102712000,1
A0096,1773549904000,1
A0097,1773009018000,0
A0098,1773156231000,0
A0099,1773003728000,1
