account_id,event_time,amount,balance
A0000,1767918586000,45.57,4562.64
A0000,1769154466000,14.44,4624.32
A0000,1769828863000,168.69,3894.68
A0001,1773532792000,21.15,5158.13
A0003,1768185531000,45.77,5564.32
A0005,1771217500000,23.95,4701.14
A0009,1771460922000,26.83,3779.96
A0012,1771921202000,64.8,2715.79
A0014,1769293501000,8.66,6118.8
A0016,1767989290000,84.32,4316.01
A0016,1768806039000,5.28,5019.09
A0018,1770917096000,183.8,7123.88
A0019,1773183982000,29.08,4935.89
A0021,1773275384000,18.08,4209.48
A0023,1767247338000,46.9,8257.56
A0024,1769676254000,74.33,4826.04
A0025,1773146537000,45.17,5922.07
A0027,1770786133000,12.05,4865.76
A0028,1771031598000,6.75,5332.19
A0029,1767508920000,25.45,7628.21
A0031,1772098531000,6.32,4427.43
A0033,1768004210000,172.85,7187.79
A0034,1769203030000,24.29,6742.12
A0034,1770320097000,16.03,7320.1
A0036,1767268147000,15.41,7952.74
A0036,1770882484000,100.16,9089.94
A0037,1771379420000,75.34,409.19
A0037,1771833700000,88.82,926.87
A0038,1767533216000,28.46,4828.88
A0039,1771564162000,66.73,4189.59
A0043,1773058448000,9.94,7309.83
A0043,1773405483000,4.08,7355.25
A0047,1768135665000,7.68,1343.11
A0048,1767793651000,144.62,4531.05
A0048,1771292482000,13.85,5238.75
A0049,1767253245000,79.71,4505.79
A0049,1767846072000,19.51,4588.42
A0050,1772067874000,12.41,2949.61
A0051,1771686938000,67.85,8548.59
A0054,1769950607000,5.81,5491.75
A0055,1767738050000,12.18,5941.29
A0056,1769583245000,50.5,6137.61
A0058,1771205107000,14.26,3502.83
A0058,1771852896000,10.15,3529.23
A0059,1770294287000,13.6,3121.74
A0062,1767568966000,110.7,2575.22
A0062,1770493240000,39.12,648.38
A0069,1771509608000,30.48,7781.07
A0070,1770050102000,16.76,5369.11
A0070,1772337023000,109.7,5657.73
A0072,1772835872000,24.75,7329.38
A0074,1772082473000,44.84,5850.04
A0077,1771839164000,115.99,3894.47
A0078,1772256154000,76.9,6327.95
A0079,1767281866000,5.11,3654.07
A0079,1768945316000,55.5,2987.9
A0081,1771101019000,9.17,4518.78
A0086,1767234443000,44.81,3523.0
A0086,1771655425000,19.59,2734.69
A0087,1770376708000,92.64,4496.62
A0089,1767269675000,70.88,7181.73
A0089,1770498983000,12.56,8690.57
A0090,1768743691000,514.89,6812.1
A0090,1769583170000,21.63,6842.24
A0091,1767990431000,33.08,3663.59
A0091,1771748453000,44.8,4514.6
A0093,1770326449000,152.17,5917.37
A0094,1773491533000,176.81,5728.72
A0097,1767964899000,30.39,5879.69
