account_id,event_time,sessions_7d
A0000,1767326268000,3
A0000,1767916870000,33
A0000,1768520546000,22
A0000,1769092683000,36
A0000,1769738846000,1
A0000,1770283102000,22
A0000,1770922029000,14
A0000,1771510726000,35
A0000,1772176702000,1
A0000,1772736215000,39
A0000,1773313929000,8
A0000,1773918297000,38
A0000,1774585255000,18
A0001,1767268707000,30
A0001,1767923987000,8
A0001,1768486958000,6
A0001,1769112369000,0
A0001,1769717864000,19
A0001,1770284544000,1
A0001,1770877301000,31
A0001,1771483983000,16
A0001,1772100648000,1
A0001,1772699215000,14
A0001,1773350746000,3
A0001,1773956290000,4
A0001,1774583031000,9
A0002,1767397190000,26
A0002,1767958801000,10
A0002,1768574160000,39
A0002,1769133416000,2
A0002,1769763880000,16
A0002,1770419519000,24
A0002,1770992072000,34
A0002,1771600780000,10
A0002,1772157679000,39
A0002,1772814826000,3
A0002,1773417296000,5
A0002,1774036550000,11
A0002,1774621350000,37
A0003,1767339274000,18
A0003,1767922756000,11
A0003,1768540907000,9
A0003,1769094809000,15
A0003,1769735629000,11
A0003,1770363505000,36
A0003,1770903388000,39
A0003,1771508684000,32
A0003,1772121073000,13
A0003,1772756386000,4
A0003,1773305485000,3
A0003,1773909040000,29
A0003,1774587104000,2
A0004,1767259969000,7
A0004,1767905252000,6
A0004,1768486387000,12
A0004,1769087306000,9
A0004,1769731886000,24
A0004,1770323044000,11
A0004,1770908055000,21
A0004,1771577990000,33
A0004,1772108937000,1
A0004,1772776720000,23
A0004,1773312976000,28
A0004,1773942150000,2
A0004,1774530626000,1
A0005,1767302353000,0
A0005,1767863376000,39
A0005,1768509785000,18
A0005,1769100141000,16
A0005,1769733138000,20
A0005,1770277872000,19
A0005,1770929730000,27
A0005,1771477651000,31
A0005,1772091395000,3
A0005,1772714751000,5
A0005,1773346574000,19
A0005,1773902740000,13
A0005,1774532856000,26
A0006,1767337610000,30
A0006,1767978976000,12
A0006,1768531993000,37
A0006,1769183058000,16
A0006,1769724480000,16
A0006,1770376247000,29
A0006,1770963315000,24
A0006,1771586683000,16
A0006,1772176747000,25
A0006,1772756944000,14
A0006,1773385834000,24
A0006,1773999714000,22
A0006,1774573616000,3
A0007,1767290179000,11
A0007,1767895686000,3
A0007,1768527150000,38
A0007,1769156335000,30
A0007,1769721600000,22
A0007,1770330388000,28
A0007,1770994881000,36
A0007,1771592122000,36
A0007,1772165915000,22
A0007,1772758729000,3
A0007,1773356367000,19
A0007,1773981942000,30
A0007,1774614742000,30
A0008,1767280927000,6
A0008,1767859522000,1
A0008,1768505206000,2
A0008,1769096747000,9
A0008,1769740710000,2
A0008,1770306352000,8
A0008,1770906482000,27
A0008,1771527629000,12
A0008,1772131365000,18
A0008,1772728557000,4
A0008,1773371484000,29
A0008,1773926058000,0
A0008,1774533410000,11
A0009,1767274994000,2
A0009,1767905570000,28
A0009,1768494890000,16
A0009,1769073495000,21
A0009,1769691018000,8
A0009,1770345561000,21
A0009,1770933598000,34
A0009,1771480352000,12
A0009,1772144352000,2
A0009,1772737975000,12
A0009,1773360403000,33
A0009,1773937855000,15
A0009,1774584610000,6
A0010,1767283074000,33
A0010,1767956193000,32
A0010,1768523827000,19
