row_id,f1,f2,f3,f4,f5,f6,label
R00000,-1.292311,0.16361,-1.76568,0.086034,-0.807621,-0.460668,0
R00001,1.659916,-0.010831,0.294626,0.061336,-0.87625,-0.029107,0
R00002,0.440562,0.07193,-0.617126,0.605348,0.128245,1.552976,0
R00003,-0.49365,-0.071455,1.652125,-1.104441,-0.64449,0.688221,0
R00004,-3.207032,0.137656,-0.398008,0.484042,-1.396391,0.008467,0
R00005,-1.17455,0.04246,2.19088,-0.157103,-2.111985,0.493407,0
R00006,-0.838797,2.243639,0.325595,0.002409,-1.34893,1.116881,1
R00007,0.449228,0.307133,-0.491888,-0.613366,-0.26764,-0.790646,0
R00008,0.214612,2.404371,0.346877,1.373162,0.439232,0.745949,1
R00009,0.383998,-0.123731,-0.814972,2.671559,-0.634415,1.226203,0
R00010,0.659318,2.657506,0.17324,0.133827,1.94451,0.565177,1
R00011,-2.41779,2.649072,0.612027,0.423199,-1.642216,1.983051,1
R00012,-1.534302,-0.234522,0.510069,1.556826,1.22803,-1.467492,0
R00013,0.17897,2.713238,0.328678,0.368183,-0.234467,-0.160862,1
R00014,-0.651276,-0.2406,-1.187238,-0.740318,0.006052,1.005888,0
R00015,-0.192258,0.048847,-1.518378,1.215964,0.788862,0.457494,0
R00016,-0.322587,2.481137,1.583404,-0.340215,-0.363507,-0.17873,1
R00017,-0.516866,-0.055743,-0.108656,-1.180042,1.047367,-0.414104,0
R00018,1.652304,-0.062567,-0.660983,1.473316,-1.977813,-0.306096,0
R00019,-0.525144,0.189706,0.404515,1.539739,-0.485319,-1.634087,0
R00020,-0.251344,-0.168713,0.805288,-2.113019,0.179741,1.39401,0
R00021,-0.12523,2.516777,0.599454,-1.291815,-2.294142,1.264028,1
R00022,0.190214,2.521101,-0.419257,-2.616993,0.101438,-0.394836,1
R00023,1.739861,2.579211,0.255628,-1.178443,-0.166463,-0.374253,1
R00024,2.411866,-0.147046,-0.982286,0.250192,0.691703,-0.372888,0
R00025,-1.405782,-0.064436,-1.834481,0.618466,1.390213,0.89155,0
R00026,-0.908201,-0.014651,0.985751,0.972221,-0.636799,0.94095,0
R00027,-0.495179,2.485276,-1.075521,0.447378,0.168353,0.033064,1
