query_id,embedding
Q000,"[1.703382, 1.662654, -4.705696, 5.844693, -1.298649, -1.403105, 0.194021, 5.168918, 5.178052, -3.863582, -1.597042, 2.225026, -4.829815, 7.549087, -0.025271, 1.096793]"
Q001,"[-6.017016, -2.952745, 0.015488, -4.98122, 0.498658, -0.098974, -3.536083, -0.919948, 4.129888, -1.338076, 2.028697, -5.175139, -0.607131, -1.424391, -3.865315, -5.357992]"
Q002,"[-4.10599, 2.154899, -1.806935, -0.422642, 2.438604, -1.412348, -2.728981, 2.194654, -0.818589, -3.469456, 0.775044, -0.972227, 3.643403, -3.124878, 5.542665, 5.197714]"
Q003,"[-4.573758, 3.12101, -1.470083, -1.05475, 0.089913, -0.641742, -2.401529, 2.175948, -0.292251, -2.996061, 1.060176, -1.599055, 3.879115, -2.898379, 5.313806, 4.660988]"
Q004,"[-2.053291, 2.442505, -3.956539, -1.88327, 0.326585, -1.567569, 0.568645, -2.712371, -0.767262, -1.728955, 1.524347, 5.392815, -0.095272, 1.356858, 2.04579, -0.871909]"
Q005,"[1.06501, 1.142284, -4.223662, 6.427569, -2.237778, -0.286298, -0.7487, 3.987008, 6.4503, -3.490135, -1.282405, 2.855901, -3.913992, 6.539338, 0.144658, 0.74977]"
Q006,"[-4.319855, -3.573271, -0.095738, -2.747258, 0.817338, 0.22993, -3.597143, -1.496819, 4.124152, -1.17752, 1.89287, -6.41769, 0.593292, -0.810053, -5.665181, -4.662454]"
Q007,"[-8.477019, 7.416928, 5.561481, -1.793036, -1.34153, 0.842973, 0.867559, -3.369162, 5.375226, -4.701963, -4.366733, 5.030291, 5.734842, -2.893289, 1.869257, 1.161846]"
Q008,"[1.5655, 1.403232, -3.687998, 6.357302, -1.224173, -0.057027, 0.091886, 5.321983, 5.623233, -2.797979, -1.101438, 2.44634, -4.245061, 7.029286, -0.288391, 0.795396]"
Q009,"[-4.297919, 3.716562, -0.768056, -0.977014, 0.745279, -2.311054, -2.278095, 1.004131, -0.047985, -2.279403, 1.734899, -1.263242, 3.496837, -2.419901, 5.225141, 4.682804]"
Q010,"[-4.686388, -4.239108, -4.680696, -2.483978, -1.673033, -1.121746, 0.676143, 2.51825, 1.93457, -4.369233, 1.707411, -4.272506, -2.771792, -3.186345, -2.724762, -6.291344]"
Q011,"[-2.972277, 3.83732, -4.682132, -1.704322, 0.13151, -1.438459, 2.016004, -1.284284, 0.859984, -1.810848, 2.229406, 4.545861, 1.187339, 1.461521, 1.670505, -0.674179]"
Q012,"[-2.436378, 3.628721, -4.631214, -1.59817, 0.138966, -1.500124, 1.775796, -2.509856, 1.731939, -2.195855, 0.296269, 3.915593, 0.887951, 2.198943, 2.30832, -0.573608]"
Q013,"[-6.90382, 6.559086, 5.115631, -0.439127, -1.813581, -0.211267, 0.928382, -4.686516, 5.409223, -3.508138, -3.950645, 4.893931, 5.244332, -1.673946, 1.334567, 0.51395]"
Q014,"[-4.150392, -4.215289, -5.544325, -1.002393, -2.112782, -0.889051, 0.879442, 2.884707, 2.474977, -2.677882, 1.779472, -2.760418, -1.432601, -3.397089, -2.508905, -7.410035]"
Q015,"[-5.550543, -3.032885, 2.388525, -3.469905, 1.078638, 0.271783, -3.502054, -1.009001, 4.06916, -1.292303, 1.850157, -6.720909, -0.559631, -0.896387, -3.764161, -4.520364]"
Q016,"[2.13765, 1.611597, -3.689863, 5.586771, -2.995869, -1.00833, 1.416679, 5.670364, 4.52306, -2.390374, -1.59994, 3.351896, -5.003466, 6.647316, -0.45669, 1.174676]"
Q017,"[1.011847, 1.225093, -4.580255, 7.202757, -2.321773, -0.11575, 0.681936, 4.315212, 5.59134, -3.246166, -1.926474, 3.052884, -3.536944, 6.037959, 0.204674, 1.264314]"
Q018,"[1.781842, 1.454015, -4.093331, 6.349708, -1.792896, -1.124849, 0.116106, 3.965209, 5.326527, -3.977185, -1.737445, 2.258701, -4.824845, 7.066084, -0.025908, 0.495263]"
Q019,"[-7.092961, 7.433646, 5.202292, -2.106926, -1.284875, 0.985448, 0.657876, -5.219594, 4.874391, -3.494272, -2.783016, 5.579914, 5.416946, -2.004624, 1.610077, 0.993815]"
Q020,"[1.963249, 1.599859, -4.770663, 6.637826, -1.878867, 0.47242, 0.316615, 4.401044, 5.614583, -4.271116, -1.318666, 2.419505, -5.365353, 5.913021, 0.26925, 2.347835]"
Q021,"[-2.508111, 3.413139, -4.811996, -2.027028, 1.456476, -1.868395, 0.999383, -1.886022, 1.133065, -2.075774, 1.687131, 5.400209, 0.009719, 1.310741, 1.632769, -2.004766]"
Q022,"[1.899946, 0.899492, -3.579229, 6.716714, -2.245946, -1.168957, 0.477443, 5.322689, 4.776538, -2.55729, -1.911576, 1.536295, -3.996824, 5.913958, 0.280356, 1.331993]"
Q023,"[-5.799936, -3.204732, -5.716538, 0.420777, -1.982372, -1.237948, 1.070954, 2.884207, 2.931708, -3.320593, 1.424143, -3.109985, -1.718125, -3.665006, -2.658397, -6.138566]"
Q024,"[1.308678, 1.991172, -4.210307, 5.626926, -1.712234, -0.290549, -0.946969, 3.969558, 4.805522, -3.748365, -0.027458, 2.777066, -5.973494, 5.50443, -0.503069, 1.31493]"
