item_id,embedding,label
I0000,"[-4.768726, -3.388871, -5.446355, -1.008071, -3.358622, -2.06717, 0.539831, 1.887785, 2.432068, -3.742468, 1.370554, -2.756182, -2.111487, -2.92513, -4.042766, -6.860573]",c1
I0001,"[-4.73549, 3.154346, -0.075263, 0.338788, 0.270772, -1.893459, -2.215585, 2.835241, -0.66143, -2.712211, 1.998274, -2.205461, 3.679318, -3.714563, 5.771794, 6.227806]",c4
I0002,"[-2.729347, 3.398007, -4.100623, -1.991836, 1.032028, -2.487563, 1.180882, -2.535153, 0.541662, -1.312167, 1.293785, 4.706607, 0.408596, 1.937619, 1.208897, -1.567806]",c0
I0003,"[2.168388, 0.379391, -4.270914, 5.964443, -2.301522, -0.74006, 0.941951, 4.323249, 6.451557, -3.207723, -0.634211, 1.639178, -3.903031, 6.259872, -1.06052, 0.697409]",c5
I0004,"[-5.319617, 2.856587, -1.832883, -0.328097, 0.886652, -2.35886, -2.712334, 2.398511, -0.867266, -3.038931, 0.935778, -2.130501, 3.894089, -1.80503, 4.830663, 5.313243]",c4
I0005,"[-3.81977, 2.03926, -2.022237, 0.24218, 0.481265, -0.964507, -1.968212, 2.803895, -1.63931, -1.93587, 1.157455, -1.854428, 2.987698, -2.395623, 3.657278, 4.972039]",c4
I0006,"[-4.640526, 3.379622, -1.568396, -0.069933, 0.953985, -2.117105, -3.332599, 3.762464, -0.863879, -3.727703, 1.391454, -1.861885, 2.396154, -3.333052, 5.699495, 4.559832]",c4
I0007,"[-6.161434, -2.877257, 0.111486, -4.405965, 0.294096, -0.395103, -3.660574, -1.550919, 5.041304, -0.086028, 1.772599, -6.935196, -1.244068, -0.749046, -4.935174, -3.392539]",c2
I0008,"[1.309685, 0.942625, -3.919177, 6.672278, -2.569529, -1.184155, 0.970412, 5.655082, 4.062172, -3.236637, -1.741288, 1.628657, -4.338598, 6.407413, 1.270237, 1.859583]",c5
I0009,"[-4.019437, 3.130779, -1.801796, -1.417646, 0.968328, -0.985149, -2.883027, 3.140828, 0.381114, -3.139373, 1.26374, -2.149674, 3.776533, -2.385521, 4.920247, 5.645186]",c4
I0010,"[-1.773779, 4.29058, -3.695808, -0.867425, -0.326002, -2.547455, 0.629698, -1.284914, 0.460436, -0.704626, 0.844473, 5.522457, 1.443205, 1.247763, 1.631702, -1.40178]",c0
I0011,"[2.211614, 1.111112, -4.793582, 6.634775, -1.633761, -0.384629, 1.370813, 5.11768, 5.640141, -3.32057, -1.092539, 2.522082, -4.740691, 5.703314, -0.102747, 1.877749]",c5
I0012,"[-3.493827, 2.66839, -1.448153, 1.382024, -0.649793, -1.525701, -3.337812, 2.607863, -1.834063, -3.565588, 1.036377, -1.586085, 3.012289, -2.381172, 4.568373, 4.085745]",c4
I0013,"[2.795604, 2.181715, -5.210417, 6.077895, -1.803683, -0.446837, 0.831857, 3.320709, 5.202317, -2.815406, -0.862503, 1.576937, -4.582471, 6.752327, 0.452753, -0.259646]",c5
I0014,"[3.035832, 0.995195, -4.17523, 6.488124, -2.167231, -0.378579, 1.375491, 5.563289, 5.793483, -3.535088, -0.504846, 1.843405, -5.540638, 7.668664, 0.307267, 0.737014]",c5
I0015,"[-5.202805, -3.671924, -5.732772, 0.209252, -2.543696, -2.518289, 0.74104, 3.0119, 3.631102, -3.40127, 0.584247, -3.069217, -2.068937, -3.011329, -3.327203, -6.05302]",c1
I0016,"[-3.732851, -2.858652, -5.663705, -0.25179, -1.184967, -0.629296, 0.39753, 1.945566, 2.953544, -4.333023, 2.707042, -2.020738, -1.688285, -2.030646, -3.510204, -6.080911]",c1
I0017,"[-6.32543, 7.747334, 5.192364, -1.234906, -1.236273, 0.774744, 0.275479, -5.222743, 4.98431, -3.691343, -3.746146, 4.048497, 6.54931, -2.332066, 2.18272, 1.893664]",c3
I0018,"[-6.588499, 6.469747, 5.603046, -1.141691, -1.375327, 1.725666, 0.202714, -3.376378, 5.857476, -5.015449, -3.300018, 5.212235, 6.980246, -2.095333, 1.785532, 1.06691]",c3
I0019,"[-5.068672, -3.837565, -5.755904, -0.618144, -1.901461, -1.227484, 1.833844, 2.100755, 1.058917, -4.590001, 1.487838, -2.085204, -2.163438, -3.098115, -1.806926, -5.502611]",c1
I0020,"[-1.77944, 3.405617, -5.13461, -1.66451, -0.392491, -2.9929, 2.073849, -1.713918, 0.888397, -2.876349, 1.551452, 3.981986, -0.816112, 0.690603, 2.307703, -0.585152]",c0
I0021,"[-3.411785, 2.561732, -0.857955, 0.075659, 0.682896, -1.466617, -2.246825, 3.041526, -0.634028, -2.644192, 1.517557, -0.776654, 3.601246, -2.671787, 5.827314, 4.435103]",c4
I0022,"[-3.956425, 2.821667, -0.13022, 0.057043, 0.574584, -2.585204, -1.488587, 3.298408, -0.948136, -3.119469, 0.596146, -1.446966, 4.090566, -2.713279, 5.48087, 5.789669]",c4
I0023,"[-7.134285, 7.582858, 5.170181, -2.034077, -2.056647, 1.305928, 1.259686, -5.091872, 6.877554, -3.167179, -2.390983, 5.972551, 5.093494, -2.522184, 1.630804, 0.441851]",c3
I0024,"[-2.402703, 3.266976, -4.798206, -2.048709, 0.70742, -3.003807, 2.819361, -1.56047, 0.512237, -1.382656, 0.678616, 4.497598, 0.771387, 2.10549, 2.047757, -1.38088]",c0
I0025,"[-6.845367, 6.220873, 4.855348, -1.712008, -0.907498, 0.788396, 1.547276, -4.680958, 5.583232, -2.651371, -4.017129, 4.72069, 5.485865, -2.154396, 1.300118, 1.215891]",c3
I0026,"[-6.134021, -2.644171, -0.010096, -4.553908, 0.222874, -0.177479, -3.595046, -1.354263, 4.511192, -1.527316, 2.656796, -6.244156, -0.501296, -0.852267, -4.352706, -3.81786]",c2
I0027,"[-4.816449, 3.006941, -1.864339, 0.990742, -0.36225, -1.131993, -3.521457, 2.231072, -1.325054, -3.633468, -0.157081, -1.785737, 3.338084, -2.359125, 4.144374, 4.427131]",c4
I0028,"[-3.574273, 2.475431, -1.176475, 0.934454, -0.132274, -2.104032, -3.28551, 1.670728, -0.766802, -2.296556, 2.23604, -1.940035, 3.939025, -2.857589, 3.843196, 4.235484]",c4
I0029,"[2.34606, 1.932314, -5.066283, 6.497035, -2.686691, -1.339768, 0.616102, 4.506685, 4.607447, -3.639174, -0.88533, 2.031441, -4.078526, 6.928852, 0.088306, 1.511691]",c5
I0030,"[-6.59544, 7.573938, 5.635376, -2.124565, -0.616314, 1.559976, 1.756414, -4.048057, 5.799617, -4.68273, -4.484081, 4.630389, 5.652734, -1.865888, 1.775304, 1.202425]",c3
