row_id,account_id,event_time,amount,category
R00596,A0007,1772315280000,14.15,rent
R00475,A0061,1771496280000,38.49,rent
R00584,A0113,1772257860000,1.61,salary
R00526,A0024,1771881420000,52.4,other
R00407,A0080,1770892500000,15.95,other
R00524,A0042,1771876500000,20.58,other
R00565,A0048,1772161620000,89.21,salary
R00441,A0036,1771187520000,34.63,travel
R00389,A0081,1770728340000,15.31,salary
R00550,A0031,1772079540000,57.34,grocery
R00433,A0101,1771120200000,38.51,salary
R00423,A0055,1771015320000,82.78,rent
R00464,A0063,1771432800000,72.69,travel
R00444,A0097,1771194720000,29.15,grocery
R00571,A0055,1772175840000,22.09,grocery
R00410,A0077,1770948240000,8.52,salary
R00431,A0108,1771090500000,4.18,rent
R00455,A0013,1771317600000,89.5,grocery
R00553,A0079,1772103360000,28.24,salary
R00587,A0009,1772274720000,22.93,travel
R00417,A0117,1770971640000,15.9,other
R00445,A0029,1771207380000,9.68,rent
R00436,A0055,1771139160000,21.49,travel
R00549,A0077,1772077680000,3.41,grocery
R00551,A0000,1772081100000,20.32,salary
R00513,A0119,1771776120000,22.72,other
R00437,A0056,1771148100000,6.8,other
R00559,A0030,1772140440000,10.38,other
R00390,A0083,1770731580000,22.65,rent
R00466,A0027,1771442940000,5.84,other
R00456,A0041,1771326120000,86.52,salary
R00379,A0100,1770645660000,28.76,travel
R00438,A0022,1771162500000,17.93,grocery
R00483,A0091,1771557780000,11.46,grocery
R00586,A0013,1772263440000,38.26,rent
R00505,A0038,1771716720000,19.53,salary
R00479,A0060,1771520940000,23.79,travel
R00564,A0066,1772158920000,20.25,rent
R00391,A0061,1770735060000,17.78,other
R00478,A0026,1771519620000,22.06,grocery
R00531,A0073,1771942440000,7.32,grocery
R00514,A0062,1771786320000,48.8,other
R00495,A0014,1771646220000,2.84,rent
R00458,A0118,1771370220000,35.61,travel
R00530,A0091,1771928100000,69.2,rent
R00448,A0061,1771230540000,17.83,salary
R00511,A0041,1771770120000,16.91,other
R00512,A0091,1771772460000,110.3,travel
R00491,A0005,1771630020000,72.55,rent
R00465,A0046,1771438680000,13.58,grocery
R00403,A0078,1770862020000,19.39,grocery
R00582,A0072,1772239200000,12.18,other
R00399,A0054,1770836160000,33.58,salary
R00439,A0070,1771167000000,45.04,travel
R00542,A0097,1772045220000,24.12,grocery
R00485,A0094,1771595580000,90.05,rent
R00592,A0101,1772296380000,30.38,salary
R00577,A0096,1772214420000,28.84,salary
R00429,A0018,1771085820000,40.45,travel
R00555,A0097,1772119860000,30.83,travel
R00415,A0042,1770969660000,17.22,salary
R00515,A0086,1771793760000,14.31,rent
R00509,A0033,1771765440000,12.82,salary
R00432,A0086,1771092120000,11.97,salary
R00583,A0098,1772250480000,11.24,salary
R00532,A0054,1771950960000,20.93,rent
R00560,A0043,1772141040000,43.96,salary
R00562,A0081,1772152620000,87.11,travel
R00476,A0078,1771498740000,84.77,other
R00545,A0103,1772053920000,40.5,salary
R00372,A0102,1770628740000,15.51,salary
R00375,A0023,1770634860000,10.0,rent
R00425,A0117,1771018620000,9.03,travel
R00556,A0083,1772124660000,8.1,rent
