query_id,embedding
Q000,"[0.089586, 1.335844, -3.424681, -0.462223, 0.324079, 1.625124, 0.578228, 1.695192, 1.2365, -0.605731, -5.987014, 1.587051, 2.270255, 0.406376, -2.127333, -3.424991]"
Q001,"[-4.469194, 6.440763, -2.256343, -3.890395, -7.008978, 4.754433, -2.353879, 1.993919, -1.453208, 0.955618, 1.686631, 1.820723, -0.130275, -1.014451, -1.01365, 2.686719]"
Q002,"[4.837641, -1.069545, 2.867129, 0.869779, 4.113413, 1.774492, -1.610067, 1.496143, 1.368695, 1.296499, -0.501264, 4.677126, 3.109383, 1.450773, -1.843283, 0.864056]"
Q003,"[3.907799, -0.654773, 2.612694, 1.021764, 4.669176, 1.359957, -2.382142, 2.78485, 0.950185, 1.850335, -1.067534, 6.16677, 3.433286, 1.576182, -2.146565, -0.474222]"
Q004,"[2.552412, -0.493398, -1.039052, -0.422124, -0.497115, -2.584876, -3.032004, 3.197522, -6.420056, 0.533676, 2.567751, 1.924751, -1.036298, -0.365222, 1.27229, 1.164943]"
Q005,"[-4.53301, 5.787196, -2.695753, -2.530517, -7.08609, 5.40683, -2.44237, 2.072692, -1.248542, 1.457893, 1.687636, 0.059846, -0.729147, -1.533612, -1.361365, 2.315099]"
Q006,"[-4.318146, 6.360131, -3.154241, -2.79449, -7.080029, 4.924158, -1.000731, 1.412037, -1.144864, 0.727066, 3.080375, 1.419335, -0.706422, -1.588849, -2.073761, 2.43006]"
Q007,"[-3.498949, 7.384322, -1.983702, -2.202272, -8.14473, 5.017365, -1.564776, 1.558112, -0.123569, 1.747218, 2.680804, 1.369062, -1.440234, -0.548815, -1.484435, 3.357201]"
Q008,"[-4.772998, -4.010307, 3.769054, 1.593933, -0.785685, -5.408585, -1.108471, 4.781911, 1.044738, -3.79608, -4.807394, -4.508801, 4.636859, 2.603775, 4.188818, 4.999392]"
Q009,"[-0.123622, 1.537079, -2.932322, -0.956475, -0.475427, 2.389573, 2.025055, 2.46604, 2.539081, -1.425015, -4.194685, 2.437667, 1.557115, 0.523402, -1.532236, -5.248996]"
Q010,"[3.955319, 1.879581, 0.955597, -2.067127, 4.356032, -0.348095, 3.792951, 1.997351, -1.902374, -3.072431, 1.43114, -0.463634, -0.254832, 4.96907, -0.22979, 0.116841]"
Q011,"[2.864257, 2.302997, 1.329488, -2.565103, 4.501741, 0.305431, 3.170971, 1.516262, -2.911684, -1.594911, 1.709159, -0.420754, 0.423503, 5.05569, 0.121065, 1.332369]"
Q012,"[4.467802, -0.041352, 3.388833, 1.309712, 3.602774, 2.702206, -1.505095, 1.793308, 0.903169, 2.502582, -1.403785, 4.968965, 1.840783, 1.239936, -1.895317, 0.988095]"
Q013,"[2.551044, -0.360243, -0.830773, -0.493383, -0.571205, -3.183561, -2.24986, 2.138885, -6.207149, 1.287039, 2.583396, 0.390523, -1.038769, -0.295546, 0.942559, 1.064965]"
Q014,"[0.681439, 0.756876, -3.546919, -1.21705, -0.049009, 2.610523, 0.496796, 1.448309, 2.71371, -1.611396, -5.228969, 2.244422, 2.396187, 0.361238, -2.5072, -3.491959]"
Q015,"[2.616521, -0.312394, -2.218878, 0.170004, 0.177421, -3.318254, -2.443723, 1.675561, -5.104951, 0.424328, 2.797503, 1.258079, -0.007376, 0.765878, 1.633606, 1.97105]"
Q016,"[-5.053598, -4.127283, 5.331355, 2.270549, -2.31536, -6.141822, -0.881652, 4.746606, 2.600069, -3.498871, -4.124892, -4.1899, 4.154505, 1.801862, 4.717468, 6.278531]"
Q017,"[3.92436, 1.635338, 0.884879, -2.583561, 3.427534, 1.401146, 2.219232, 2.446609, -1.141067, -2.305192, 1.259619, -0.995094, -0.037064, 5.684341, 0.672352, 1.317098]"
Q018,"[3.492553, 1.518325, 1.958837, -2.48216, 4.868406, 1.220267, 3.54512, 2.830212, -2.027172, -1.411474, 1.037159, -0.463699, 0.680639, 3.881547, 0.834269, 0.697724]"
Q019,"[-4.260028, 6.589318, -4.105495, -2.375149, -7.270015, 5.740103, -1.145015, 1.295241, -0.762252, 1.936687, 1.423002, 0.145028, -0.198684, -0.984924, -3.150743, 2.483673]"
Q020,"[4.538571, -0.731368, 3.563401, 0.688455, 5.134576, 1.034114, -2.18979, 2.083432, 0.834589, 1.403575, -0.312842, 4.626421, 1.764977, 0.398876, -1.524895, 0.370293]"
Q021,"[2.452543, 1.946032, 1.227979, -2.402201, 4.266001, 0.618954, 3.420453, 2.712633, -1.615616, -1.495894, 1.418224, -0.629741, -0.001024, 5.908561, -0.498074, 0.852774]"
Q022,"[-4.34214, 6.490118, -2.475678, -3.141202, -7.675251, 6.283358, -1.312672, 3.206553, -1.331517, 0.604474, 1.598834, 1.460302, -0.3242, -1.035933, -1.194705, 2.849461]"
Q023,"[2.515962, 2.49056, 1.426434, -3.244219, 4.10066, 0.046663, 4.100316, 2.983532, -2.559798, -2.114849, 1.147607, -0.802113, 0.365766, 4.964762, 0.965963, 2.323965]"
Q024,"[-5.664484, -4.675051, 4.658971, 0.907159, -2.138391, -5.858365, -1.626238, 6.455537, 1.012167, -4.19898, -3.678048, -4.354025, 4.039892, 3.259827, 3.295739, 6.19334]"
