account_id,event_time,f1,f2,f3
A0000,1769908200000,0.27,-0.3596,-0.8782
A0000,1770545880000,-2.6204,1.7982,-3.02
A0000,1771753260000,-3.7178,0.3344,-2.7011
A0000,1772430000000,-1.2629,4.1091,-2.1021
A0000,1773762660000,1.4396,-3.3334,2.3039
A0000,1774013220000,-3.0935,-1.0324,1.5929
A0000,1775068380000,-0.7047,0.5194,1.098
A0001,1770104520000,-3.4005,-2.1451,-0.0406
A0001,1770599460000,-1.9691,1.5901,-0.5644
A0001,1770713460000,-4.2812,1.7478,0.7085
A0001,1770832920000,2.4326,-0.5954,-0.6033
A0001,1772174220000,-1.4853,2.2681,2.0757
A0001,1772296800000,-2.4705,-2.9255,1.7841
A0001,1773205440000,-2.9604,-0.4697,-1.0571
A0001,1774360500000,-1.4297,-0.2079,0.8769
A0001,1774719720000,-2.9013,0.7745,0.9963
A0002,1769933640000,-0.9856,6.3883,-0.5568
A0002,1770434940000,-3.4186,-0.4424,-0.2596
A0002,1770770820000,1.0035,-2.5563,-2.2707
A0002,1771884480000,-0.6365,1.3528,-0.0474
A0002,1773061740000,-0.1423,1.7306,-0.1052
A0002,1774695180000,-0.9564,-4.394,2.5373
A0002,1775059080000,-4.387,-2.2735,-2.7665
A0003,1770256020000,2.8657,-2.6441,-2.9216
A0003,1770913440000,-1.0219,0.4735,2.7326
A0003,1771229520000,0.6134,-0.0951,-2.3398
A0003,1771314060000,-1.838,-1.6894,3.4832
A0003,1772701800000,-1.6192,-1.2982,-0.0786
A0003,1774908300000,-5.0451,0.6239,-2.043
A0003,1775042160000,-4.566,-2.9329,0.6288
A0004,1770572340000,0.8892,-1.6856,3.4793
A0004,1770710940000,4.3611,-1.1912,1.5312
A0004,1771098300000,2.4759,-0.3169,-2.1084
A0004,1771866300000,-2.4038,-1.939,-0.5223
A0004,1773806880000,-1.1266,-3.3238,1.7421
A0004,1773895920000,4.8256,-2.5717,-1.218
A0004,1774177500000,2.9242,-0.5346,-5.2964
A0004,1774645380000,1.3709,1.0138,-3.5451
A0005,1771563360000,0.4318,-1.4565,-2.2159
A0005,1772930520000,0.9386,0.321,1.0137
A0005,1773160680000,-0.1526,-0.2667,-0.4843
A0005,1773961680000,-1.8238,1.0411,3.5032
A0005,1774104720000,1.7451,0.8779,-1.8414
