date,pm25_lag1,temperature,humidity,wind_speed,pressure,precipitation
2025-04-07,3.6,5.8,63,16.5,1020.5,0.0
2025-04-16,4.7,10.5,77,13.5,1010.8,0.0
2025-04-21,2.8,7.0,87,9.7,1009.3,0.3
2025-04-24,6.4,5.5,60,11.9,1017.8,0.3
2025-05-07,2.4,5.6,59,14.5,1019.1,0.5
2025-05-09,3.4,4.7,86,12.7,1015.2,4.0
2025-05-12,4.0,10.6,66,12.0,1016.3,0.0
2025-05-15,2.6,9.7,62,28.7,1010.3,0.6
2025-05-19,2.9,14.5,48,16.7,1011.3,0.0
2025-05-22,2.4,6.8,84,20.0,998.3,1.3
2025-05-31,2.9,14.2,53,16.6,1007.7,0.0
2025-06-02,2.8,15.5,63,23.6,1000.9,3.5
2025-06-06,5.2,14.3,77,23.6,998.2,6.9
2025-06-11,3.7,11.9,87,16.6,1007.2,12.6
2025-06-14,2.8,17.6,49,13.2,1021.8,0.0
2025-06-18,4.5,17.2,60,17.9,1005.3,0.9
2025-06-21,2.7,16.7,52,23.1,1010.4,0.0
2025-07-03,6.0,17.0,76,42.0,1003.9,3.5
2025-07-05,2.3,14.1,90,14.1,1003.1,8.7
2025-07-07,2.6,15.7,86,16.9,997.7,8.4
2025-07-15,6.7,18.7,89,8.3,1009.5,5.9
2025-07-22,8.3,21.2,77,20.0,1004.9,1.3
2025-07-25,10.3,22.1,76,11.9,1006.6,0.6
2025-07-30,3.6,19.3,73,12.4,1006.3,8.3
2025-08-01,4.1,17.3,88,12.0,1002.9,8.4
2025-08-08,4.0,17.8,74,15.5,1009.3,2.1
2025-08-10,4.9,17.4,67,17.4,1011.6,0.1
2025-08-14,4.8,20.8,65,14.9,1019.2,0.0
2025-08-28,4.9,15.5,85,11.4,1006.2,0.0
2025-09-05,7.3,18.5,84,13.6,1012.6,0.0
2025-09-10,10.5,17.1,86,18.6,1016.6,5.2
2025-09-16,3.8,14.1,86,21.7,992.8,2.4
2025-09-18,2.4,13.8,83,19.5,1002.6,1.7
2025-09-21,4.3,16.6,82,22.1,997.1,1.2
2025-09-25,2.5,10.3,78,7.8,1029.9,0.0
2025-10-04,5.0,9.9,79,27.8,999.7,14.8
2025-10-06,2.7,9.7,91,8.3,1006.2,0.0
2025-10-16,3.3,7.6,81,12.3,1008.9,0.0
2025-10-20,2.8,6.7,79,17.0,1009.4,0.0
2025-10-26,5.8,7.0,93,10.3,984.0,0.5
2025-10-28,5.4,5.5,94,9.3,986.4,0.8
2025-11-05,3.8,11.3,87,18.3,1008.8,0.2
2025-11-07,7.9,9.0,93,9.5,1009.6,5.2
2025-11-10,7.2,5.4,92,5.8,1009.4,0.0
2025-11-12,8.9,7.8,94,27.6,1002.8,3.8
2025-11-15,2.5,-0.0,77,18.5,1011.5,0.0
2025-11-25,10.0,-2.1,97,7.2,1008.8,0.0
2025-11-29,4.2,6.1,86,22.0,999.3,0.0
2025-12-01,6.6,5.0,89,21.2,1003.6,0.1
2025-12-04,8.7,4.3,94,10.4,1011.3,0.8
2025-12-06,13.0,5.7,98,13.5,1007.9,10.9
2025-12-20,7.1,6.0,86,18.9,1005.1,0.0
2025-12-22,2.5,-0.4,93,13.8,1022.7,0.0
2025-12-28,2.7,0.9,65,24.3,1013.2,0.0
2025-12-31,2.0,-6.3,87,9.5,1004.9,0.2
2026-01-05,4.2,-7.6,85,20.5,1010.1,4.6
2026-01-22,6.5,-2.3,86,21.0,1017.7,0.6
2026-01-28,2.7,-7.1,91,14.7,1011.5,0.0
2026-02-02,2.8,-8.1,85,8.7,1025.1,0.0
2026-02-04,3.6,-6.3,87,16.6,1022.5,0.0
2026-02-10,4.2,-8.6,89,8.6,1001.1,0.0
2026-02-12,5.7,-7.4,88,16.2,991.6,0.0
2026-02-15,5.8,-11.3,85,13.6,1013.2,0.0
2026-02-17,4.4,-5.5,77,12.7,1009.2,0.0
2026-02-19,5.7,-9.9,87,10.5,1010.8,0.0
2026-02-21,5.4,-0.6,88,19.2,1000.4,4.6
2026-02-25,5.6,-3.9,88,21.6,1020.4,0.9
2026-02-28,6.9,2.6,98,14.4,1010.8,2.1
2026-03-02,3.6,1.4,83,13.7,1016.9,0.0
2026-03-05,2.6,3.0,77,12.7,1018.2,0.0
2026-03-13,5.9,6.0,79,29.6,997.6,1.9
2026-03-25,6.1,6.2,88,27.6,980.7,7.4
2026-03-27,2.6,5.1,69,14.2,1008.4,0.0
2026-04-06,2.9,5.5,66,33.9,995.0,1.2
2026-04-11,3.4,3.8,66,10.1,1020.3,0.0
2026-04-13,5.5,6.3,70,15.3,1025.1,0.0
2026-04-16,6.8,8.4,61,15.2,1018.5,0.0
2026-04-19,5.4,6.0,62,16.7,1022.0,0.0
2026-04-25,2.6,6.2,63,25.3,998.0,1.3
2026-04-27,2.0,5.5,49,20.3,1019.2,0.1
2026-04-29,2.2,8.4,52,14.5,1024.5,0.0
2026-05-01,3.3,15.3,51,21.1,1016.9,0.0
2026-05-04,3.5,9.9,68,21.9,1000.8,5.3
2026-05-10,2.5,10.2,52,18.2,1008.8,0.4
2026-05-12,3.7,7.3,92,21.7,995.1,9.0
2026-05-14,4.4,8.8,75,22.6,992.2,0.5
2026-05-17,4.2,10.9,69,16.8,1008.9,0.4
2026-05-20,2.9,13.6,65,13.7,1017.0,0.0
2026-05-23,3.5,18.3,64,20.0,1016.3,1.0
2026-06-01,3.9,15.2,66,15.7,1009.2,0.0
