row_id,f1,f2,f3,f4,f5
S00000,0.618001,-1.629183,-1.570412,-0.640192,-1.181477
S00001,-0.558038,-0.129026,0.554039,0.455795,1.175271
S00002,-0.186061,-1.664536,2.814025,-0.456688,-0.35048
S00003,0.105354,-1.365512,-0.558047,-0.476656,-1.168687
S00004,-0.736355,-0.262452,-1.151939,-0.182852,0.734158
S00005,1.091123,0.974505,0.155176,-0.05663,0.971685
S00006,-0.797739,-0.1906,0.1283,0.360912,-1.052941
S00007,-0.834124,0.777833,0.224715,-0.175678,0.156034
S00008,-1.0756,-0.646815,0.33864,-0.091038,1.198596
S00009,0.390246,-0.473813,-0.164177,0.238683,0.590989
S00010,0.64391,0.089654,0.656521,0.294577,0.583151
S00011,-0.547925,0.136071,1.625817,-0.958932,0.025037
S00012,-0.25214,0.760342,-1.131964,0.045296,0.553917
S00013,-0.219676,-1.249976,-1.077922,0.72119,-1.112101
S00014,0.115754,-2.362927,1.284614,0.041242,1.317068
S00015,1.199953,-0.121353,0.130435,-0.248352,0.549874
S00016,-2.094783,-2.485677,-1.047981,-0.275847,1.14146
S00017,0.037754,-0.589044,0.970199,-0.725769,-2.209879
S00018,1.465178,-0.272727,-0.928273,-1.709768,-0.162235
S00019,-0.105264,1.418914,1.846449,0.403141,0.308553
S00020,-0.968954,0.518355,1.590133,-0.234582,1.129691
S00021,-0.931027,-1.364374,0.006258,-0.979255,0.023433
S00022,-1.666234,0.499996,0.303938,0.662083,0.486214
S00023,-1.505334,-0.230686,-2.667827,0.984594,0.559546
S00024,-0.113741,-0.471279,-1.882004,-0.80096,-0.120467
S00025,0.245741,-1.13011,-0.320077,0.375017,0.365588
S00026,-0.096392,1.073218,-0.41687,0.116475,0.053306
S00027,-1.409081,0.371637,-1.131649,-0.87318,0.758043
S00028,1.103767,1.069569,-1.172797,-0.38131,0.316068
S00029,-0.963225,-1.21648,0.419206,1.733851,-0.352272
S00030,0.676029,1.620269,0.250506,0.370967,-0.715239
S00031,-1.71582,0.698197,0.489918,0.463659,-0.437982
S00032,-0.925324,-0.156021,-0.963558,-0.09754,-1.118798
S00033,-0.025095,-2.029438,-0.149425,0.564177,0.286893
