account_id,event_time,f1,f2,f3
A0000,1771360320000,0.1835,-4.4983,2.9793
A0000,1771867320000,-1.4034,0.2826,-0.703
A0000,1771893300000,1.5584,0.1071,1.2463
A0000,1772032560000,0.1543,-0.9636,-4.2884
A0000,1772883540000,1.1424,-2.0261,-0.3615
A0000,1773303540000,2.0928,2.3229,-1.2361
A0000,1773652380000,-0.8419,-0.4904,-1.2658
A0000,1774602180000,-2.1889,-1.1519,0.1135
A0000,1774720440000,-0.1467,-0.6851,-2.7399
A0001,1770538320000,1.5156,-0.7792,-3.7402
A0001,1771963080000,1.2601,-1.0354,-3.4008
A0001,1773124260000,-0.3033,0.2323,0.5777
A0001,1773193200000,4.016,-1.5902,0.6167
A0001,1773588360000,-0.5098,-1.3467,2.6796
A0001,1773697560000,-0.4187,0.4474,-0.5551
A0001,1773900120000,1.5334,-4.4166,0.002
A0001,1774128660000,1.3225,0.8026,-0.0949
A0001,1774563720000,-1.0269,-1.8401,-1.6372
A0001,1774787580000,-1.9705,3.3849,3.1718
A0002,1770201000000,-0.2309,-1.856,-0.8204
A0002,1770989040000,3.2439,1.6123,-0.3984
A0002,1771295040000,-1.4744,0.8177,-1.4625
A0002,1772088240000,-4.104,-1.8978,-0.0083
A0002,1772346000000,2.3339,-3.251,-1.9264
A0002,1773867840000,-0.9687,-0.4405,0.4822
A0002,1774035600000,0.3329,-1.6177,-1.8936
A0002,1774256280000,0.3958,2.5274,-1.7025
A0002,1774805880000,-0.8221,-1.2312,-0.8381
A0003,1770159360000,-2.0745,3.141,-0.3363
A0003,1770478020000,-5.3318,0.2116,-1.2795
A0003,1772183820000,-0.7027,0.8684,-0.7915
A0003,1772435280000,1.0154,2.8236,1.0014
A0003,1772953500000,1.3302,1.045,-1.039
A0003,1773595020000,3.7514,-0.0593,-0.1162
A0003,1774753860000,1.668,0.9081,-0.2785
A0004,1770391320000,-4.9096,-0.2701,-0.8604
A0004,1771027680000,1.0432,-1.5261,-2.2557
A0004,1772343900000,-0.732,-1.3521,-1.5446
A0004,1773594480000,-0.4055,-0.7429,2.8639
A0004,1774442160000,-3.8885,-1.8671,-0.0322
A0004,1774971780000,-2.249,-2.483,1.2711
A0005,1770128820000,-1.342,3.3985,-0.2468
A0005,1770751980000,1.8788,0.227,0.7223
A0005,1771846680000,-2.6127,-2.2081,-0.6471
A0005,1771970580000,2.4108,0.642,-0.4208
A0005,1772599860000,2.9514,-4.4902,4.4833
A0005,1773658140000,-1.04,1.6724,1.2129
A0005,1774168980000,-3.3454,3.3653,-1.3749
A0005,1774243260000,-1.3201,-0.5334,0.854
A0005,1774877760000,-2.7261,-0.4873,0.1543
A0006,1770051960000,-1.1744,-2.8584,0.3506
A0006,1770308040000,1.3162,-2.3057,-2.5734
A0006,1771107300000,0.8035,4.7142,-0.8217
A0006,1771433700000,-1.2893,-2.8866,0.2706
A0006,1771745100000,-3.664,1.2245,2.3116
A0006,1771809180000,2.3506,-1.4431,-4.6008
A0006,1774008060000,-1.0,0.1486,-2.2549
A0007,1770438660000,0.8173,-0.9376,-1.0017
A0007,1771704540000,-0.0563,0.0291,0.5515
A0007,1772166900000,1.3621,3.5879,1.2441
A0007,1772299320000,-2.2277,-1.1757,1.5223
A0007,1774779600000,2.758,-0.365,1.7456
A0008,1771261020000,-0.6568,1.2247,-1.405
A0008,1771523760000,-3.8809,1.5976,4.0378
A0008,1772400240000,4.1519,-1.6896,0.1137
A0008,1773369120000,-1.0814,-0.5468,-0.7052
