item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0000,-0.5713,-1.1559,-1.1556,0.5421,-0.6381,-1.4239,-0.3469,-0.0018
I0001,0.6412,0.9682,-0.1215,-0.3367,0.2742,-0.2238,0.6943,1.9962
I0002,-1.1513,-0.6945,-0.1772,-0.5669,-0.3161,0.5222,-0.3343,-0.4116
I0003,1.1959,0.9032,-0.3098,-0.3266,1.1778,-1.0828,-0.4387,0.4658
I0004,0.1009,0.4514,-1.674,-0.2849,-0.3573,0.1238,-0.0761,-1.3189
I0005,0.2251,-0.9296,1.7194,-0.3256,0.4292,0.0368,0.267,0.1936
I0006,0.1009,0.4514,-1.674,-0.2849,-0.3573,0.1238,-0.0761,-1.3189
I0007,0.6014,-0.3276,-0.0137,0.5298,-0.4982,-0.4925,-2.4341,0.3103
I0008,1.0983,-0.6141,-0.9659,-1.413,1.3937,0.4281,1.5719,-0.0329
I0009,0.7398,-0.4178,-0.4269,1.335,-0.7037,-2.8111,-1.7815,0.616
I0010,1.0884,-0.3926,0.5854,-0.7188,-1.6752,-0.7142,-0.6925,0.0883
I0011,-0.2904,-0.9578,1.1161,-0.2148,-0.4029,-0.4665,-0.2113,-1.3913
I0012,-0.298,-1.1091,0.7755,1.0141,1.003,-0.1532,1.2171,-1.8212
I0013,1.009,0.9364,-1.2265,0.0007,0.0048,-0.5061,1.8747,-0.9258
I0014,0.2629,1.0825,0.5052,-1.4222,-0.4501,-0.324,-0.8586,0.5953
I0015,0.448,-1.0163,2.6184,-0.1004,0.0415,0.2904,1.3091,-0.469
I0016,1.2266,0.5695,0.2184,0.329,2.3928,1.4112,0.6213,-0.783
I0017,1.3501,-0.7314,-1.0191,0.7417,-0.0471,-0.3375,-0.7952,0.8732
I0018,1.3187,-1.3208,0.6003,-1.168,-0.1874,0.6771,0.677,-1.8597
I0019,-0.1184,-1.0629,0.8532,-1.6953,-0.7601,0.6174,-0.1614,0.8684
I0020,1.092,-0.0652,-0.313,0.8983,-0.101,0.9633,1.1389,-1.8531
I0021,-0.4784,-0.7505,-0.463,0.9922,0.4095,0.3949,-1.0122,0.3575
I0022,-0.2587,-0.916,-0.2004,0.0719,0.2824,2.0318,0.5313,0.4527
I0023,0.8637,0.0471,1.104,-0.9733,-1.9939,-0.4113,-2.9104,-0.0292
I0024,-1.2977,0.2582,-0.7925,0.5558,2.0,0.0465,-1.8629,-0.3209
I0025,0.0128,-0.7739,1.6925,1.3128,0.7997,-0.9716,0.6873,1.0296
I0026,0.2653,1.9294,0.0527,0.0247,0.7242,-0.0628,-1.075,0.6527
I0027,1.3187,-1.3208,0.6003,-1.168,-0.1874,0.6771,0.677,-1.8597
I0028,-1.068,0.2279,-0.9259,-1.3073,-0.1179,1.0444,-1.1013,-0.057
I0029,0.0128,-0.7739,1.6925,1.3128,0.7997,-0.9716,0.6873,1.0296
I0030,-0.5582,0.9802,0.1851,0.0238,1.1195,-0.3113,0.5445,0.9173
I0031,0.9567,-0.2873,0.4781,-0.0644,1.3285,1.1241,-0.8975,-1.0506
I0032,0.0366,0.8801,2.5818,0.0659,0.2682,-0.4316,-0.5421,1.4381
I0033,2.2121,1.8878,0.5938,0.8578,0.0883,-1.9729,1.1922,-0.3926
I0034,-0.421,-0.1659,-0.8214,1.1257,1.7523,0.1671,-0.3915,-0.3079
I0035,-0.7339,-0.1942,0.3518,-0.5119,-0.3172,0.5526,1.5197,-1.353
I0036,-0.4766,1.5233,0.7912,-0.1709,1.7126,0.9893,0.9174,-0.0258
I0037,0.8637,0.0471,1.104,-0.9733,-1.9939,-0.4113,-2.9104,-0.0292
I0038,-0.5657,0.3623,0.9641,-0.5025,-1.6283,0.1758,-0.0479,0.1773
I0039,-1.3092,-0.0585,0.0051,-0.144,-1.3488,-0.9155,-1.2253,0.2502
I0040,-1.3092,-0.0585,0.0051,-0.144,-1.3488,-0.9155,-1.2253,0.2502
I0041,0.6166,-1.0067,0.9834,-1.4075,-0.9136,0.2118,0.6829,-0.1195
I0042,-0.2904,-0.9578,1.1161,-0.2148,-0.4029,-0.4665,-0.2113,-1.3913
I0043,1.9003,1.0995,1.0669,0.9265,0.0533,-0.5019,1.7181,-0.0441
I0044,-0.4248,1.1577,-1.0339,-0.3161,-0.3296,-1.2555,0.0467,0.6329
I0045,-0.3692,1.5114,-0.8563,2.2427,1.3001,-1.6602,-0.9678,-1.2093
I0046,-1.1013,-1.4599,0.2884,1.3315,-2.1205,-0.1376,-0.5483,-1.5488
I0047,0.6642,4.0192,0.4776,-0.1836,-0.6784,-0.8579,1.0559,0.2797
I0048,-1.0419,-0.6779,-1.4907,-1.4205,-1.0029,-0.2592,-1.249,1.2455
I0049,0.5987,-0.0041,-0.3921,-0.0959,-0.3669,-0.7113,-0.4038,-0.5999
I0050,0.7398,-0.4178,-0.4269,1.335,-0.7037,-2.8111,-1.7815,0.616
I0051,1.7003,-0.2984,1.1241,-0.3348,-0.3885,0.1943,-1.865,-0.1116
I0052,-1.4774,0.2197,0.2343,-0.7989,1.348,-0.7957,0.2296,0.9034
I0053,0.7333,-0.0021,-0.1113,-0.9871,0.3309,-1.2758,0.9791,1.1248
I0054,-1.8545,-0.0627,-0.2206,0.1832,-0.9766,1.2561,1.3739,0.1999
I0055,1.2221,-0.2081,0.0162,1.5409,3.2688,0.5996,-0.1295,0.9827
I0056,-0.5582,0.9802,0.1851,0.0238,1.1195,-0.3113,0.5445,0.9173
I0057,-0.1892,0.303,-1.9318,-1.1302,1.1349,-1.8541,-2.45,-1.4617
I0058,-0.4825,-0.7865,0.2355,0.2836,-0.4703,0.8896,-0.8323,-0.5913
I0059,-0.3691,0.9271,-0.2869,0.1233,0.5792,0.8934,-0.2821,1.0847
