row_id,a_val
R00000,7.0281
R00001,6.964
R00004,4.8139
R00005,4.5315
R00006,13.9677
R00007,6.996
R00008,7.7595
R00009,8.5818
R00010,7.3315
R00011,13.9097
R00012,6.2103
R00013,15.3461
R00014,9.1168
R00015,8.3234
R00017,0.2269
R00018,6.1382
R00020,12.8626
R00021,9.167
R00022,14.5904
R00023,11.9625
R00026,9.0451
R00027,8.2372
R00028,11.1866
R00029,6.7341
R00030,2.7658
R00031,14.4396
R00032,5.0206
R00036,6.3077
R00038,11.5788
R00039,7.3289
R00040,13.3803
R00041,7.4243
R00042,12.9219
R00043,10.4193
R00044,5.6638
R00045,10.903
R00046,4.5912
R00047,7.752
R00048,3.4411
R00049,8.2169
R00050,11.5023
R00051,4.8644
R00052,8.1847
R00053,9.8575
R00055,6.504
R00056,12.7792
R00057,12.5131
R00059,8.9297
R00060,7.0241
R00061,9.6589
R00062,4.1951
R00065,5.957
R00066,13.0672
R00067,5.4488
R00068,11.5162
R00069,9.3953
R00070,16.5445
R00071,1.9783
R00072,8.623
R00073,15.1823
R00074,5.774
R00075,18.3034
R00076,7.0164
R00077,10.0269
R00081,8.1975
R00082,8.344
R00083,8.7267
R00084,12.3783
R00085,12.5345
R00086,12.7584
R00088,10.6907
R00089,11.0776
R00090,15.5292
R00091,6.3502
R00092,5.4822
R00093,-1.1312
R00094,14.8254
R00095,13.5119
R00096,7.4764
R00097,7.8212
R00098,7.2182
R00099,3.8304
R00100,14.4298
R00101,5.5436
R00102,14.0796
R00103,13.323
R00104,22.5195
R00105,14.4474
R00106,9.855
R00108,1.5303
R00109,12.3029
R00110,10.7877
R00111,10.5897
R00114,7.1279
R00116,20.7535
R00117,16.1775
R00119,17.1467
R00121,12.0244
R00122,8.5
R00124,13.2473
R00125,2.826
R00126,10.7856
R00128,9.874
R00129,2.0313
R00130,7.707
R00132,4.8237
R00133,8.8462
R00134,8.5239
R00135,12.1058
R00136,15.2295
R00139,5.1672
R00140,12.9917
R00141,15.0012
R00143,10.0363
R00144,14.1545
R00145,13.098
R00146,8.2615
R00147,6.7158
R00148,7.1193
R00149,13.2612
R00150,17.1033
R00151,11.0976
R00152,12.8203
R00153,12.0332
R00154,16.7266
R00156,9.815
R00157,14.7859
R00158,10.0148
R00159,9.8599
R00160,7.9263
R00161,16.2245
R00162,1.2159
R00163,13.0226
R00164,9.6739
R00165,6.3175
R00166,10.5093
R00167,9.9343
R00168,10.5408
R00170,5.9113
R00172,13.3976
R00173,6.4916
R00174,6.6712
R00175,4.374
R00176,9.0153
R00177,11.2544
R00179,14.3031
R00182,13.8649
R00183,15.0992
R00184,13.3409
R00185,10.2185
R00186,14.2414
R00187,15.5426
R00188,11.4379
R00189,6.5669
R00191,6.8889
R00192,10.6312
R00193,6.0259
R00194,11.922
R00195,15.8761
R00196,11.9625
R00197,7.1366
R00198,14.2433
R00199,11.1671
R00200,13.5987
R00201,17.926
R00206,8.2868
R00207,10.4234
R00208,16.5719
R00209,8.3804
R00210,13.1423
R00211,11.7204
R00212,7.2751
R00215,7.708
R00216,9.1255
R00217,12.789
R00219,7.9629
R00220,5.0369
R00221,14.4435
R00222,7.5234
R00223,10.9502
R00225,11.8309
R00226,9.3595
R00228,7.1077
R00230,11.413
R00231,14.7629
R00236,9.8558
R00237,8.8349
R00238,7.3436
R00239,15.8511
R00241,9.4075
R00242,6.3221
R00243,8.5567
R00244,4.7889
R00246,4.1806
R00247,8.2963
R00248,7.4234
R00249,5.807
R00250,12.3488
R00252,14.5715
R00253,13.1167
R00254,14.1974
R00255,14.4625
R00256,11.6495
R00258,12.4786
R00259,10.4467
R00260,13.6242
R00261,13.7466
R00262,9.9058
R00264,7.6287
R00265,10.7033
R00266,13.0225
R00267,16.3679
R00268,12.2807
R00269,14.26
R00273,8.4286
R00274,8.9006
R00275,12.2296
R00276,8.4074
R00277,6.8346
R00278,10.4271
R00279,8.0941
R00280,8.4222
R00281,11.5255
R00282,10.3162
R00283,9.8396
R00284,9.3398
R00285,8.6488
R00288,11.9794
R00289,13.4181
R00290,11.7019
R00291,9.8186
R00292,8.4481
R00293,17.971
R00294,10.5894
R00295,6.4866
R00296,9.4856
R00298,9.1687
R00299,11.5597
R00300,7.4012
R00303,9.1155
R00304,14.2811
R00305,12.2517
R00306,8.3702
R00307,9.7298
R00308,10.5366
R00311,13.6162
R00312,4.0242
R00313,8.1735
R00316,8.217
R00318,8.2186
