item_id,embedding,label
I0000,"[7.467134, -1.776017, -4.130528, -1.290321, -4.223036, 3.232356, -0.361561, 1.721059, -1.19974, 1.470707, 0.342006, 0.836513, -2.403691, -1.764667, 3.59208, -1.354916]",c4
I0001,"[2.390564, -1.96863, -1.603766, 5.270471, 6.756341, -7.11067, -2.727141, -3.019621, -3.760526, 1.215212, -3.635756, 1.99846, -0.941947, -4.23514, 0.853286, 1.786171]",c0
I0002,"[7.388241, -1.22088, -4.302408, -1.583073, -2.434746, 1.613785, 0.132051, 1.831093, -1.669653, 1.796142, 0.184938, -0.066282, -2.949243, 0.150419, 2.865471, -1.819222]",c4
I0003,"[7.283885, -1.396436, -5.311195, -1.270272, -2.464378, 0.691836, -0.954184, 2.289178, -2.155989, 1.814799, 0.458272, 0.347624, -1.718416, -0.841771, 3.447969, -2.845944]",c4
I0004,"[-1.734928, 0.139792, 2.694231, -0.320851, 2.038972, -0.482476, -2.262324, 0.932202, 3.991743, 2.647729, -4.335607, 0.323819, -7.785038, 0.140546, -5.784236, -0.702068]",c5
I0005,"[-3.691195, -4.228442, 1.093998, -4.674794, -3.694506, -8.953636, 1.889774, 1.218545, -3.040736, -1.931457, 0.310626, 0.375165, -0.779196, 3.485206, 2.879311, -3.103243]",c1
I0006,"[-1.63782, 2.43586, 0.461462, 3.946277, -7.700487, 1.308227, -2.402751, -0.709653, -0.405444, -2.551749, -1.177605, 2.45919, -1.827567, 6.251566, 5.051525, 0.576545]",c2
I0007,"[6.574719, -0.826154, -4.178206, -1.14747, -3.502752, 2.582675, 0.174539, 2.362309, -2.071403, 1.988897, 0.346009, 0.28776, -2.998921, -0.735634, 3.856139, -2.120688]",c4
I0008,"[1.752335, -1.7854, -2.14396, 3.06782, 5.695784, -6.083621, -1.979148, -3.544125, -1.943642, 0.55808, -3.259388, 1.369369, -0.984559, -4.741008, 1.0475, 1.188582]",c0
I0009,"[-2.471748, 2.511746, 1.283519, 4.286014, -8.085948, 2.59485, -3.793857, -0.341961, 0.859049, -0.909166, -0.969333, 2.227093, -0.719555, 6.560452, 6.722561, 1.216186]",c2
I0010,"[-0.835337, -0.26185, 4.237219, 0.487771, 2.643921, 0.402448, -2.547226, 1.735633, 4.749256, 1.709706, -5.761454, -1.243623, -6.84297, -1.425812, -5.128782, 0.951473]",c5
I0011,"[-4.372293, -4.654814, 0.791266, -4.558194, -4.217237, -9.314972, 1.764856, 0.715325, -2.939058, -2.404323, -0.198503, 0.319508, -0.678477, 2.057285, 2.878107, -2.513638]",c1
I0012,"[6.876982, -2.115427, -3.898602, -1.109188, -3.229566, 2.411801, -0.527846, 1.597557, -2.536696, 1.482701, 0.128977, 0.832569, -3.2697, -1.218078, 2.526076, -3.00808]",c4
I0013,"[7.475118, -2.259612, -4.328888, -1.389996, -3.436136, 2.420552, -0.136481, 1.116576, -2.082168, 1.094688, -0.265025, -0.235698, -2.733585, -1.659642, 2.916059, -2.618444]",c4
I0014,"[-4.131166, -3.923107, 0.388977, -4.449193, -4.152637, -9.00161, 0.528473, 0.303359, -3.090035, -1.607147, -1.071288, -0.1148, -0.947836, 2.522599, 2.704639, -1.841396]",c1
I0015,"[3.595768, -1.329537, -2.434702, 4.029924, 5.47804, -4.965126, -2.506717, -4.154854, -2.347188, 0.898776, -3.380027, 2.515513, -0.116173, -4.490368, 1.934373, 2.63575]",c0
I0016,"[2.809316, -1.450756, -1.822156, 3.195225, 5.318165, -5.668146, -2.878445, -2.481276, -2.288129, 0.754378, -3.557459, 2.51463, -0.8985, -4.582944, 1.173674, 1.74703]",c0
I0017,"[4.708347, 3.019222, -0.228798, -0.032219, 4.223075, 2.269484, -1.800657, -0.660918, 3.139154, 0.073731, -2.194833, 0.818089, 0.977706, 1.189975, 0.097307, 1.330128]",c3
I0018,"[5.613835, -2.02126, -3.517134, -0.756155, -2.667422, 2.745455, -1.458629, 2.317079, -1.135159, 2.254772, 0.254177, 0.140738, -3.590567, -1.182014, 3.544746, -3.122447]",c4
I0019,"[-2.325473, 1.601338, 0.20262, 2.655499, -8.502762, 1.966991, -3.43802, -1.405146, -0.293806, -2.362934, -0.089259, 1.340879, -2.197431, 6.274642, 5.533557, -0.044669]",c2
I0020,"[-1.723355, 1.64714, 1.264243, 2.706414, -9.401899, 0.814004, -5.113504, -1.119585, 0.432374, -1.76208, 0.126154, 2.196382, -0.968642, 5.979544, 4.662133, 0.771762]",c2
I0021,"[-1.290404, -0.131346, 4.280769, -1.385954, 3.730341, -1.302679, -2.718657, 0.2725, 4.661317, 1.690328, -4.618088, 0.045706, -5.459031, 0.579797, -5.709694, -0.578057]",c5
I0022,"[-2.258792, 0.936281, 0.905417, 2.776873, -7.353966, 0.28411, -4.890864, 0.040917, -1.969199, -1.634119, -0.799778, 1.268118, -0.950194, 7.366497, 5.772494, -0.411381]",c2
I0023,"[-3.943587, -4.24481, 0.157955, -5.11699, -3.274953, -9.552906, 2.237429, 0.991697, -3.093492, -1.855435, -0.484832, 0.008236, -0.799641, 2.845423, 2.046772, -1.882323]",c1
I0024,"[-0.711389, -0.190875, 4.680669, 0.035512, 3.658615, -0.140501, -2.508589, 1.585189, 4.54668, 2.201885, -4.210608, 0.075161, -7.351962, -1.04118, -4.556527, 0.435942]",c5
I0025,"[-1.361945, 1.159923, 1.243422, 2.47504, -8.713403, 2.102874, -5.174379, -0.029738, -1.441603, -1.779146, -0.43805, 2.635226, -1.669519, 6.13813, 5.854133, 1.234987]",c2
I0026,"[-2.285598, 0.897575, 0.710077, 1.528574, -8.047508, 2.518277, -4.314449, 0.25406, -0.276361, -1.376526, -1.611085, 1.790181, 0.009682, 5.937694, 6.902278, 0.915642]",c2
I0027,"[7.281047, -1.733972, -4.64293, -1.940251, -3.383989, 1.589134, -0.566673, 1.885408, -1.877055, 0.998167, 0.276277, 0.833915, -2.571678, -0.429228, 2.873909, -2.902755]",c4
I0028,"[2.408679, -1.943592, -1.951515, 4.113025, 5.693698, -4.532431, -2.291164, -2.817013, -3.390761, 0.795199, -3.188699, 1.49224, -1.590015, -5.013068, 0.625664, 2.398101]",c0
I0029,"[-1.882109, 2.370343, 0.420124, 3.230282, -8.188609, 1.518658, -4.216019, 0.118649, -0.665318, -1.367363, -0.576799, 2.853808, -1.32957, 5.342875, 6.626821, 0.86541]",c2
I0030,"[-1.045295, 1.008065, -0.618664, 2.370961, -7.35159, 1.338983, -4.748497, 0.030897, -0.540431, -1.591955, 0.223978, 2.002349, -0.355029, 6.700952, 5.864646, 0.468569]",c2
I0031,"[-4.280982, -4.187778, 1.203192, -5.677622, -3.047333, -9.146493, 1.151634, 1.375885, -3.290625, -0.779299, -1.464622, 0.30126, -0.967646, 2.705458, 3.225734, -2.445564]",c1
I0032,"[3.362533, -1.572756, -1.438992, 4.825847, 5.497211, -3.690446, -2.017987, -3.073551, -1.904674, 0.91775, -4.382613, 1.518415, -0.754124, -5.371891, 1.079214, 1.576931]",c0
I0033,"[8.144848, -1.354118, -3.927999, -1.391007, -2.862175, 1.459524, 0.33325, 1.54337, -2.162692, 1.069031, 0.659706, 0.04225, -2.713336, -0.743173, 2.697009, -2.286104]",c4
I0034,"[-1.160064, 0.078465, 2.938147, -0.905574, 2.770626, 0.367789, -3.529566, 1.486521, 3.844083, 1.912504, -5.036746, 0.059895, -7.105074, -0.731906, -5.457544, -0.197383]",c5
I0035,"[7.057892, -2.926254, -3.104261, -1.335407, -1.224627, 2.296796, -0.493287, 3.11268, -2.643879, 1.458943, -0.189145, 0.597248, -2.502328, -1.536386, 2.771128, -2.985621]",c4
I0036,"[-2.046241, 1.59763, 0.280366, 3.899052, -8.592701, 1.46049, -3.677313, -0.042031, -0.725196, -1.723993, -1.265514, 2.210284, -0.47332, 5.884766, 5.868551, 1.117236]",c2
I0037,"[8.626233, -1.31023, -4.060571, -1.378297, -2.605657, 2.196519, -1.208846, 2.830081, -2.351799, 1.145407, 0.585471, 0.456188, -2.694604, -1.262342, 2.347086, -1.866012]",c4
I0038,"[7.296913, -2.364688, -4.292271, -1.229504, -2.725013, 2.165028, -1.137205, 2.156537, -1.868826, 1.849169, 1.254293, 0.271295, -1.917848, -0.802322, 2.672508, -3.634728]",c4
I0039,"[-2.249818, 1.752485, 1.256591, 3.174212, -6.960661, 0.421665, -4.684267, -1.36177, -0.391097, -2.573705, -1.235909, 1.457243, -0.563156, 7.25937, 7.115842, 0.511769]",c2
I0040,"[3.053362, -2.336921, -1.602238, 4.545229, 5.155964, -5.519811, -3.848422, -2.969058, -2.40651, 1.536236, -3.092564, 2.829471, -0.835707, -3.966559, 1.897942, 1.344339]",c0
I0041,"[-1.867475, 1.40754, 0.623232, 3.251128, -9.021703, 1.386574, -4.307227, -0.254842, -0.658346, -1.642877, -1.56778, 2.036311, -0.933108, 6.726549, 5.68791, 0.431032]",c2
I0042,"[2.793979, -1.648466, -2.578966, 4.765641, 5.808046, -5.436499, -3.324653, -2.217727, -2.894591, -0.467675, -2.984456, 1.559689, -1.324677, -5.137072, 1.386412, 0.217788]",c0
I0043,"[2.625088, -0.889093, -1.820692, 5.687507, 6.617633, -5.150684, -2.391814, -2.426988, -3.002433, 0.303793, -4.891844, 2.126193, -0.531497, -4.010617, 2.272486, 0.774509]",c0
I0044,"[-1.44912, 0.916234, 0.068751, 3.6188, -8.63342, 1.530531, -5.397849, -0.391088, -0.776397, -1.969485, -0.812079, 2.88272, -0.253095, 7.308235, 5.850915, 0.022099]",c2
I0045,"[0.233801, -0.43846, 2.568452, -0.49933, 3.163862, 0.270377, -3.244287, 1.902228, 3.934166, 2.159351, -4.303726, 0.193267, -7.004809, -1.440574, -6.15847, 0.207047]",c5
I0046,"[-2.572359, -0.642042, 1.43225, 3.269013, -8.841202, 1.577806, -3.004568, -0.976913, -0.973371, -1.939939, -0.698786, 2.640782, -2.331016, 6.926786, 7.004912, 0.494178]",c2
I0047,"[-1.468002, 0.104177, 3.737401, -1.016179, 3.459871, -0.655325, -3.429451, 1.095884, 4.219892, 1.521666, -4.579423, -0.326068, -6.737209, -1.012479, -4.741126, 0.493854]",c5
I0048,"[4.655628, 2.141237, -0.507169, 2.46489, 5.31723, 3.49831, -1.626103, -0.045516, 2.401777, 0.166938, -2.760194, 0.355197, 0.153747, 0.541042, -1.60826, -0.030097]",c3
I0049,"[7.429292, -2.565561, -4.145838, -0.971251, -3.433655, 2.469183, -0.442122, 1.514841, -2.31363, 3.228172, 0.100531, 0.477963, -1.895502, -0.54972, 2.67619, -2.376201]",c4
I0050,"[4.265075, 2.400401, -0.25369, 0.702989, 5.498411, 1.890962, -1.810446, -1.125528, 2.852908, -0.215364, -2.756001, 0.37926, -0.325296, 0.279911, -1.710878, 0.084048]",c3
I0051,"[-0.893236, -0.731493, 3.277835, 0.137626, 3.53306, -0.516409, -2.727024, 1.885641, 4.470693, 1.788639, -5.155023, 0.451546, -6.9687, -1.893983, -4.907312, -0.492943]",c5
