date,pm25_lag1,temperature,humidity,wind_speed,pressure,precipitation
2025-04-09,3.7,4.0,56,28.9,1014.4,0.3
2025-04-20,5.5,7.3,91,14.0,1003.9,3.1
2025-04-28,3.4,11.9,67,26.2,1012.0,0.2
2025-05-02,3.1,11.5,67,30.8,999.0,2.5
2025-05-06,2.7,6.7,59,22.0,1011.2,0.3
2025-05-11,3.3,8.2,64,14.9,1019.3,0.0
2025-05-13,4.2,11.8,65,8.2,1011.6,2.1
2025-05-18,3.2,10.2,67,23.7,1012.3,0.0
2025-05-20,3.2,13.8,50,15.5,1005.6,0.0
2025-05-23,2.2,8.4,74,23.7,1001.3,1.2
2025-05-29,4.1,15.0,58,11.9,1006.9,0.0
2025-06-05,7.4,15.3,62,17.0,1001.9,0.2
2025-06-09,3.0,13.5,75,14.4,1002.2,9.1
2025-06-22,2.6,15.3,55,16.1,1013.7,0.2
2025-06-24,3.8,13.6,87,24.3,985.9,11.0
2025-06-26,2.8,17.8,67,12.5,1005.3,0.0
2025-07-02,3.5,19.7,69,12.2,1010.2,0.6
2025-07-07,2.6,15.7,86,16.9,997.7,8.4
2025-07-09,2.5,17.5,65,8.3,1010.6,0.0
2025-07-17,7.2,21.7,68,12.6,1009.5,0.0
2025-07-22,8.3,21.2,77,20.0,1004.9,1.3
2025-07-25,10.3,22.1,76,11.9,1006.6,0.6
2025-08-07,2.9,17.2,69,18.8,1007.8,0.4
2025-08-10,4.9,17.4,67,17.4,1011.6,0.1
2025-08-16,7.6,15.5,58,27.6,1008.9,0.0
2025-08-23,3.1,12.0,75,22.1,1002.5,5.1
2025-08-29,4.8,15.5,90,17.5,1000.8,2.4
2025-08-31,4.4,14.8,90,6.9,1009.2,0.6
2025-09-05,7.3,18.5,84,13.6,1012.6,0.0
2025-09-08,3.8,17.0,90,12.9,1020.9,0.2
2025-09-11,8.5,17.4,90,36.9,1005.0,15.0
2025-09-13,4.7,14.9,77,18.7,1015.1,0.0
2025-09-16,3.8,14.1,86,21.7,992.8,2.4
2025-09-20,3.2,17.6,81,23.0,1004.0,1.2
2025-09-23,1.4,9.2,64,14.5,1017.7,0.0
2025-09-25,2.5,10.3,78,7.8,1029.9,0.0
2025-09-30,2.7,9.6,74,11.1,1031.3,0.0
2025-10-03,6.3,8.9,78,14.2,1023.1,0.0
2025-10-08,4.5,12.2,89,17.7,1008.2,3.1
2025-10-15,2.8,8.8,90,11.0,1013.1,0.0
2025-10-20,2.8,6.7,79,17.0,1009.4,0.0
2025-10-23,9.8,10.7,95,16.6,993.4,0.3
2025-11-01,2.1,7.2,86,19.5,1011.4,0.0
2025-11-03,4.8,7.1,92,11.8,1006.0,0.0
2025-11-08,11.3,5.5,98,7.5,1010.7,0.0
2025-11-12,8.9,7.8,94,27.6,1002.8,3.8
2025-11-17,3.1,-2.2,88,12.9,997.9,0.0
2025-11-30,4.7,5.4,96,17.5,1005.1,3.9
2025-12-08,11.5,6.2,98,19.4,998.5,6.8
2025-12-10,4.2,6.3,91,23.1,1000.2,2.9
2025-12-13,2.2,3.4,93,17.3,1015.9,4.2
2025-12-23,3.2,-1.6,84,13.1,1031.9,0.2
2025-12-25,3.7,0.2,81,20.2,1026.9,0.0
2025-12-27,4.2,1.8,62,29.7,1012.5,0.0
2025-12-31,2.0,-6.3,87,9.5,1004.9,0.2
2026-01-06,3.4,-2.5,87,15.3,1006.4,10.5
2026-01-12,1.6,-4.9,89,12.3,1014.3,0.2
2026-01-20,11.0,-1.5,95,10.5,1021.6,0.0
2026-01-23,2.6,-3.6,84,14.4,1018.3,0.0
2026-01-30,2.9,-5.8,80,13.9,1019.7,0.0
2026-02-02,2.8,-8.1,85,8.7,1025.1,0.0
2026-02-06,3.3,-8.3,90,16.1,1009.6,0.0
2026-02-08,2.9,-6.2,92,12.4,1021.0,0.0
2026-02-11,6.8,-5.5,91,11.9,991.7,0.9
2026-02-17,4.4,-5.5,77,12.7,1009.2,0.0
2026-02-19,5.7,-9.9,87,10.5,1010.8,0.0
2026-02-23,3.9,-0.6,92,12.7,1001.2,0.4
2026-02-25,5.6,-3.9,88,21.6,1020.4,0.9
2026-02-28,6.9,2.6,98,14.4,1010.8,2.1
2026-03-02,3.6,1.4,83,13.7,1016.9,0.0
2026-03-05,2.6,3.0,77,12.7,1018.2,0.0
2026-03-08,5.8,3.4,82,13.1,1025.8,0.0
2026-03-10,13.7,4.7,75,12.2,1009.4,0.0
2026-03-13,5.9,6.0,79,29.6,997.6,1.9
2026-03-23,4.4,5.1,68,20.6,1008.1,0.4
2026-03-29,4.4,4.5,75,18.2,1010.7,0.0
2026-04-01,5.5,6.6,71,16.3,1015.8,0.0
2026-04-04,3.3,3.1,89,26.9,995.2,10.8
2026-04-13,5.5,6.3,70,15.3,1025.1,0.0
2026-04-19,5.4,6.0,62,16.7,1022.0,0.0
2026-04-25,2.6,6.2,63,25.3,998.0,1.3
2026-04-28,2.3,5.4,48,19.9,1023.6,0.2
2026-04-30,3.6,12.4,60,13.0,1022.1,0.0
2026-05-02,4.4,17.4,39,21.4,1008.5,0.0
2026-05-08,2.6,9.6,39,13.3,1023.0,0.0
2026-05-11,2.9,10.6,59,14.7,1000.4,1.9
2026-05-18,2.7,12.0,67,11.2,1016.6,0.0
2026-05-22,5.2,15.9,68,15.3,1017.2,0.7
2026-05-28,1.5,12.7,52,20.0,1015.5,0.0
2026-05-31,4.1,16.8,53,13.9,1008.3,0.0
