item_id,embedding,label
I0000,"[2.464263, 3.958024, -2.558942, -0.691465, 0.681032, -0.324722, 4.188501, 1.155944, -3.975835, -2.137042, -1.364444, 0.636475, -0.462311, 1.369857, -1.968828, -4.344641]",c4
I0001,"[1.989815, 2.644079, -2.684519, -0.857046, 1.297494, 0.575713, 3.153918, 1.205752, -3.34331, -2.621564, -2.023981, 0.391983, -0.557604, 1.41117, -2.701604, -3.808058]",c4
I0002,"[1.121934, -5.038007, 2.546987, -2.045239, -1.315719, 5.544596, -0.171149, 1.783694, -1.435346, -1.078966, -4.51631, 0.996579, 5.286151, -0.060945, 1.755101, 1.579259]",c3
I0003,"[-0.540019, -5.284032, 0.797127, -1.306113, -3.087716, 3.983801, -0.242314, 0.626561, -0.690958, -2.622955, -4.237714, 0.496572, 5.984594, 1.206624, 1.857489, 2.619029]",c3
I0004,"[-2.498463, 1.119672, 2.772147, -1.004694, 4.349528, -0.136643, 6.199421, 2.119021, 3.942872, -3.702367, -3.299166, -3.357435, -2.505578, 1.677379, 4.848438, -1.684802]",c2
I0005,"[-1.501651, 1.62083, 2.781358, -1.262996, 4.069052, 0.062823, 7.66155, 2.19525, 4.728843, -4.99389, -2.489709, -2.335733, -1.731736, 0.752796, 3.613632, -2.389395]",c2
I0006,"[-1.789902, -3.636356, -3.002632, 2.939093, 6.293829, 0.114031, 0.058361, -2.950703, 1.893558, 2.501209, -2.906067, 2.151671, 3.878684, 1.59557, 2.62014, -1.901113]",c1
I0007,"[8.117368, -5.248128, 1.488068, -0.713183, 1.396369, -0.217524, -2.991032, -2.334567, 0.290406, -1.6309, -0.194747, -0.051108, 2.143388, -2.534218, 0.615629, -5.240589]",c0
I0008,"[-3.31425, 3.426264, 2.173135, 4.82362, -1.428797, 1.297074, -2.467387, -2.842081, -4.450824, -0.967078, 2.342953, 1.659338, 0.252935, -4.962808, -2.855223, 3.737855]",c5
I0009,"[-2.641152, 2.298848, 3.199587, 0.073347, 4.617649, -0.717169, 6.205452, 2.723184, 3.794694, -4.902994, -2.730068, -1.653514, -1.754009, 0.81204, 4.097424, -2.066279]",c2
I0010,"[1.294128, 3.239683, -2.286282, -1.7645, -1.38759, 0.607345, 3.525455, 0.888518, -2.610252, -1.644422, -1.588697, 1.049857, -1.218884, 2.089767, -2.650354, -2.564907]",c4
I0011,"[-2.769146, 3.306759, 1.643856, 3.501555, -1.081659, 1.126635, -3.141913, -3.640351, -5.726683, -0.689423, 2.439473, 2.558036, -0.519366, -5.675897, -1.158074, 4.617541]",c5
I0012,"[-0.05781, -4.752699, 2.241183, -0.64813, -2.978328, 4.787767, 0.359734, 2.2401, -0.209621, -1.250194, -3.851239, 2.607501, 5.96239, 0.788548, 2.166821, 1.479109]",c3
I0013,"[1.186795, 4.049285, -1.936301, -0.602512, -0.962188, 0.012935, 3.649733, 1.88207, -2.612652, -1.871169, -1.599628, -0.502788, -0.839474, 1.278398, -2.123907, -3.207962]",c4
I0014,"[-0.372457, -4.726108, 0.696239, -1.893099, -2.295661, 3.900715, 0.623153, 1.5228, -1.287542, -1.600755, -2.587608, 2.326328, 6.446619, -0.27367, 1.876609, 1.681308]",c3
I0015,"[-3.085034, 1.285439, 2.505056, -1.572074, 4.324789, -0.509114, 5.554101, 1.88896, 4.347704, -4.533679, -2.019213, -2.898386, -2.389918, -0.165383, 4.198428, -3.228556]",c2
I0016,"[-2.656399, 2.403005, 2.526802, -1.028, 5.005931, -0.317905, 6.984112, 2.317538, 3.572191, -4.082179, -2.416237, -3.539385, -0.846959, 0.071117, 3.768618, -3.169869]",c2
I0017,"[-2.240517, 0.754471, 3.014378, -0.48762, 4.692684, -0.956036, 5.644919, 1.954344, 4.273778, -3.884857, -2.521363, -2.521397, -2.721001, -0.05711, 3.504156, -1.978655]",c2
