account_id,label_time,amount,balance,credit_score,tier,sessions_7d,health_score,churned
A0000,1773417029000,48.75,5378.24,516,gold,1,88.7,0
A0001,1772780637000,31.94,7789.74,496,silver,27,88.29,0
A0002,1773642704000,10.45,6768.26,688,gold,1,12.34,1
A0003,1772647381000,122.59,8707.2,300,silver,27,88.69,0
A0004,1772044020000,9.47,5265.84,503,bronze,12,7.31,1
A0005,1773546966000,421.89,519.29,667,gold,4,11.42,1
A0006,1772502342000,19.15,2840.7,850,silver,18,90.08,0
A0007,1773173216000,45.92,6839.26,529,bronze,14,10.58,1
A0008,1772875697000,15.39,3812.47,524,silver,19,89.01,0
A0009,1773095529000,5.51,7333.86,379,bronze,2,11.29,1
A0010,1772684983000,96.16,3224.66,535,bronze,26,86.23,0
A0011,1772011545000,142.27,8088.12,704,silver,1,89.78,0
A0012,1773349974000,75.8,3173.04,463,bronze,4,93.97,0
A0013,1773027760000,39.88,7188.63,376,bronze,26,13.91,1
A0014,1773494664000,25.17,6915.23,652,gold,27,9.53,1
A0015,1773061468000,103.87,3477.63,682,gold,1,85.65,0
A0016,1772312656000,395.81,3794.48,713,bronze,3,85.39,0
A0017,1773092174000,29.47,5237.68,446,silver,13,9.14,1
A0018,1772971590000,17.56,2801.37,365,gold,6,12.6,1
A0019,1773234285000,60.47,2315.63,583,gold,16,14.64,1
A0020,1772120576000,38.87,7885.67,742,gold,28,89.72,0
A0021,1772110969000,73.53,3534.38,437,bronze,7,13.57,1
A0022,1773025093000,77.25,3667.05,588,silver,17,91.51,0
A0023,1772804791000,15.51,3951.98,393,bronze,33,14.23,1
A0024,1772708384000,46.3,7015.97,798,silver,35,94.52,0
A0025,1772369072000,25.56,7371.79,397,bronze,9,5.51,1
A0026,1772443987000,17.11,2609.71,733,bronze,9,87.86,0
A0027,1772064690000,5.42,8705.48,838,bronze,13,93.87,0
A0028,1772842612000,55.61,2485.07,701,gold,36,92.22,0
A0029,1772374597000,9.39,2465.07,625,silver,25,94.37,0
A0030,1772330191000,279.12,3278.41,762,bronze,24,8.03,1
A0031,1772954901000,4.83,4481.26,579,bronze,23,93.26,0
A0032,1772421417000,70.78,3586.57,837,silver,25,93.58,0
A0033,1772319311000,93.15,7044.2,850,silver,12,10.13,1
A0034,1772593731000,8.19,6867.01,462,silver,16,9.04,1
A0035,1773199887000,30.41,4092.02,615,bronze,28,89.4,0
A0036,1773305583000,40.03,6227.36,815,bronze,35,7.29,1
A0037,1772172309000,352.21,3844.83,623,silver,32,10.6,1
A0038,1773108655000,24.03,5866.2,300,silver,20,89.24,0
A0039,1772856373000,76.87,7644.17,850,gold,18,92.4,0
A0040,1772110237000,314.12,4081.54,364,silver,25,7.95,1
A0041,1772103039000,62.04,9466.28,629,gold,37,88.63,0
A0042,1773191910000,81.83,4328.07,801,bronze,19,5.71,1
A0043,1772288055000,56.22,6664.92,517,silver,35,91.43,0
A0044,1772565025000,39.39,1640.67,635,silver,39,5.69,1
A0045,1772947595000,23.41,1330.68,743,bronze,22,7.33,1
A0046,1772278023000,14.18,3920.43,678,silver,37,9.62,1
A0047,1773391607000,5.84,8975.57,733,gold,30,88.45,0
