account_id,label_time,churned
A0000,1772128261000,0
A0001,1772174556000,1
A0002,1772086935000,1
A0003,1772220268000,0
A0004,1772819502000,1
A0005,1772515775000,0
A0006,1773575814000,0
A0007,1773286529000,1
A0008,1772593593000,0
A0009,1772530478000,1
A0010,1773646714000,0
A0011,1772809850000,0
A0012,1772383952000,0
A0013,1773449141000,0
A0014,1773648455000,1
A0015,1773164949000,1
A0016,1772919166000,0
A0017,1772273924000,1
A0018,1772182002000,0
A0019,1773229919000,1
A0020,1772383214000,0
A0021,1773277137000,1
A0022,1772891022000,0
A0023,1772161556000,0
A0024,1773384847000,0
A0025,1773409013000,0
A0026,1772643269000,0
A0027,1772420165000,0
A0028,1773364075000,1
A0029,1772260551000,0
A0030,1772744273000,0
A0031,1772451388000,1
A0032,1773249691000,1
A0033,1772389538000,0
A0034,1773433719000,0
A0035,1772932395000,1
A0036,1773412655000,1
A0037,1773568349000,1
A0038,1773466108000,0
A0039,1772682160000,1
A0040,1772111007000,1
A0041,1772036035000,0
A0042,1772859529000,0
A0043,1772040085000,0
A0044,1772128371000,1
A0045,1772864303000,1
A0046,1773221773000,1
A0047,1772698199000,0
A0048,1773680912000,0
A0049,1772922896000,0
A0050,1771981900000,1
A0051,1772228525000,1
A0052,1772796020000,0
A0053,1772320055000,1
A0054,1772678884000,1
A0055,1772836164000,0
A0056,1773577130000,1
A0057,1772979955000,0
A0058,1772801590000,0
A0059,1773674874000,0
A0060,1772353029000,0
A0061,1773374440000,1
A0062,1772372145000,0
A0063,1773151507000,1
A0064,1773607223000,1
A0065,1772880855000,0
A0066,1773686846000,0
A0067,1773395902000,1
A0068,1773125166000,1
A0069,1772114990000,1
A0070,1772972161000,1
A0071,1772577084000,1
A0072,1773407875000,0
A0073,1772846348000,0
A0074,1773149923000,1
A0075,1772811590000,1
A0076,1772998473000,1
A0077,1772306157000,1
A0078,1772000456000,1
A0079,1773264376000,1
A0080,1773599181000,0
A0081,1773430746000,1
A0082,1772225604000,1
A0083,1772402158000,0
A0084,1772414683000,0
A0085,1773648538000,1
A0086,1772206816000,0
A0087,1772785259000,1
A0088,1772736947000,0
A0089,1772170150000,1
A0090,1772549314000,1
A0091,1773232190000,0
A0092,1772325990000,1
A0093,1772306570000,1
A0094,1772733123000,0
A0095,1773631297000,1
A0096,1772939847000,0
A0097,1773413747000,1
A0098,1773021021000,0
A0099,1773467123000,0
