row_id,f1,f2,f3,f4,f5,f6,label
R00000,0.237165,-0.377565,0.755928,-0.155587,0.627117,2.497821,1
R00001,-0.045646,-1.709416,0.102995,2.148797,-1.896457,2.428093,1
R00002,0.365368,-0.328591,-0.547202,1.814521,-0.130322,2.28934,1
R00003,0.812893,1.819292,-1.251593,0.589174,2.11246,0.037472,0
R00004,-0.092727,-0.919678,1.899769,-1.180855,-2.127125,0.047044,0
R00005,-0.036884,-0.110189,-1.81852,1.657102,-1.126433,2.66452,1
R00006,0.999963,-0.304214,-0.5498,-1.024258,0.302998,-0.207101,0
R00007,-0.893182,0.704156,-1.040795,0.562725,-1.166172,0.192324,0
R00008,-0.446164,-0.103496,0.277307,0.003749,1.071045,-0.193006,0
R00009,0.94727,1.607201,-0.617065,0.978458,-0.371222,0.022846,0
R00010,-1.400325,0.227818,-1.060577,0.588877,0.73822,0.055329,0
R00011,0.645799,0.867203,0.104343,0.838999,0.129004,0.084487,0
R00012,-0.470137,-0.397567,-0.691191,-0.420984,0.972369,2.159099,1
R00013,0.736776,-1.226665,-0.484315,0.667263,0.165602,2.470931,1
R00014,0.008992,0.213397,0.073197,-1.228507,-1.182743,0.101737,0
R00015,0.756587,0.895285,0.239137,0.318671,-0.836527,-0.179532,0
R00016,-0.420876,0.73833,-0.26788,-0.851022,-0.332193,-0.135342,0
R00017,1.003853,0.054437,0.819448,-0.428664,0.880542,2.231649,1
R00018,0.746556,-0.738882,-0.298854,-0.46262,1.436456,2.570658,1
R00019,1.295841,-1.750263,-0.386741,0.334073,-0.129595,0.017502,0
R00020,1.063573,-1.369126,0.967328,-0.356597,1.000543,2.520992,1
R00021,1.377895,0.612137,0.146787,1.113667,-0.446757,2.432844,1
R00022,1.128132,-1.763673,-0.217178,0.768271,-0.430901,-0.272082,0
R00023,-1.388,-0.021819,0.723965,1.501529,-1.065418,2.262817,1
R00024,-0.285135,0.21023,-0.959589,0.430604,-0.658093,-0.301462,0
R00025,-0.374529,0.738873,-0.238115,0.287599,-0.51285,0.032309,0
R00026,0.034278,1.120547,-0.758706,0.555616,0.189426,0.28702,0
R00027,-0.070731,-1.086468,-0.168967,1.467347,-1.068174,-0.123182,0
R00028,-0.576711,0.571299,-0.519588,0.000481,-0.115769,2.383526,1
R00029,-0.995789,-0.826489,0.240922,-0.343955,1.375117,2.335307,1
R00030,-0.233753,-0.481926,0.140331,1.229887,-0.77675,-0.358784,0
R00031,0.647035,-0.2682,-0.249377,0.453992,0.639412,2.744615,1
R00032,-0.583624,0.697301,0.770202,0.0835,0.439146,2.580616,1
R00033,0.525105,0.506975,0.782933,-0.73059,-1.039725,0.155129,0
R00034,-0.970219,-0.314146,-0.222946,1.081134,-1.534454,0.065113,0
R00035,-1.125556,2.035488,-2.094354,0.5418,-0.16951,2.449326,1
R00036,0.556734,-0.209292,-0.482015,-0.977855,-0.173769,2.464412,1
R00037,0.260396,-1.988003,0.731817,-0.807595,-0.873643,0.085188,0
R00038,-0.071181,0.151365,-0.159699,1.912075,0.697688,0.075046,0
R00039,-0.700032,-0.084753,2.019146,-0.413023,0.549901,-0.070591,0
R00040,0.793757,-1.659113,0.602423,-0.842758,0.39788,-0.2837,0
R00041,-0.022351,0.325215,-1.265789,2.603271,1.197381,-0.202882,0
R00042,1.205184,0.763549,0.545187,0.456339,0.055494,0.044281,0
R00043,0.04865,-0.827064,-0.317797,-0.024674,-1.072033,0.008023,0
R00044,1.220642,0.102397,-0.311333,-0.666811,0.000899,2.221848,1
R00045,0.696961,1.797058,-0.348819,0.646268,0.757032,2.384462,1
R00046,-0.677443,-2.09613,-1.045004,-0.041608,-0.223666,0.08538,0
R00047,0.596886,-0.066332,1.325181,-1.273928,-0.442531,0.060836,0
R00048,-0.187682,0.005272,0.608971,-0.733804,0.394281,2.173129,1
R00049,0.526267,2.608899,0.153543,0.448626,-0.681721,-0.165826,0
R00050,-0.681847,-1.24638,-0.571094,1.75144,0.954498,2.508598,1
R00051,-1.440649,-0.283841,0.940726,-0.77207,0.544154,-0.112747,0
R00052,0.042607,-1.498439,-0.952541,-1.001419,-0.081252,2.538595,1
R00053,0.886169,0.287327,1.026651,-0.191558,0.494902,-0.0605,0
R00054,0.090438,-0.667495,1.477805,0.663627,0.992265,2.527518,1
R00055,1.39431,-0.093607,1.048417,-0.167065,0.276218,0.050062,0
R00056,1.286072,0.41688,-0.043725,-0.609667,-0.490001,0.093575,0
R00057,0.509854,0.616274,0.31445,2.197571,-0.091442,-0.033857,0
R00058,-0.845902,1.002295,-0.513639,-0.614391,-0.769546,-0.344804,0
R00059,-0.691097,-1.345282,0.074979,1.814352,-0.542815,2.212388,1
R00060,0.055197,-0.778058,0.922038,1.019184,0.664774,0.055396,0
R00061,-0.06598,-0.706424,-1.724188,2.026402,-0.231203,0.173657,0
R00062,-0.591012,-0.013386,1.838567,-1.156837,-0.834436,0.03164,0
R00063,1.953859,-0.466096,0.685735,1.647693,-0.276713,2.458752,1
R00064,0.261815,1.071468,-0.332053,-0.843276,1.772554,-0.104725,0
R00065,0.082146,-0.402564,1.014285,-0.701418,-0.56077,-0.040134,0
R00066,0.612011,-0.780345,0.087141,-0.98821,1.707778,0.123301,0
R00067,0.101927,1.368075,-0.287013,1.241129,0.180791,2.466676,1
R00068,1.837137,-0.328544,0.49305,-0.998533,-1.541082,2.473865,1
R00069,-1.980244,0.325342,2.405937,1.12222,0.804707,-0.3407,0
R00070,0.902515,-0.927263,0.746724,-2.152638,0.103379,0.006497,0
R00071,0.319825,-0.807338,1.532496,1.596332,-2.043592,-0.022842,0
R00072,1.024303,-0.325915,0.763337,-0.96222,0.18636,2.403394,1
R00073,0.38345,-1.420426,2.410066,1.675072,0.132836,2.612254,1
R00074,-0.335356,-0.523418,-0.320108,0.184334,-0.373871,0.087674,0
R00075,0.889489,0.043899,0.688716,0.25282,0.495568,-0.170401,0
R00076,-0.51954,-0.543026,0.25388,-0.088333,-0.881631,-0.09071,0
R00077,2.674762,0.60375,1.213836,1.199747,-1.204647,-0.049806,0
R00078,0.027925,1.913735,0.995328,0.945542,-0.386431,2.487017,1
R00079,-1.610579,1.157548,-0.609918,0.343763,-0.976434,0.080966,0
R00080,0.381978,0.916112,1.927296,-0.041622,0.083445,2.447767,1
R00081,-2.380707,-0.148211,1.043327,0.130274,-0.154168,-0.074376,0
R00082,-0.604596,-0.200316,-0.091819,-0.511621,-0.084622,-0.025299,0
R00083,1.919077,0.009118,-1.272384,-0.825529,0.457344,0.188882,0
R00084,0.730202,-0.499837,-1.652207,1.749783,-0.087262,-0.401568,0
R00085,1.471298,-0.713595,0.079112,-0.884322,-0.356961,-0.229636,0
R00086,-0.503084,-0.338491,0.486143,0.078256,0.79512,0.081397,0
R00087,-1.094744,-0.811022,1.184548,-1.906753,-0.251859,-0.062098,0
R00088,0.963326,-1.30208,0.88755,-1.098263,-0.500834,-0.298896,0
