user_id,item_id
U0000,I0002
U0000,I0005
U0000,I0018
U0000,I0019
U0000,I0030
U0000,I0041
U0000,I0044
U0001,I0013
U0001,I0032
U0001,I0037
U0001,I0038
U0001,I0045
U0001,I0050
U0001,I0054
U0002,I0001
U0002,I0023
U0002,I0035
U0002,I0044
U0002,I0055
U0003,I0031
U0003,I0033
U0003,I0034
U0003,I0044
U0004,I0010
U0004,I0028
U0004,I0044
U0004,I0046
U0004,I0051
U0004,I0055
U0005,I0013
U0005,I0016
U0005,I0023
U0005,I0024
U0005,I0025
U0005,I0030
U0005,I0049
U0005,I0051
U0006,I0006
U0006,I0007
U0006,I0009
U0006,I0019
U0006,I0021
U0006,I0027
U0006,I0036
U0006,I0039
U0006,I0045
U0007,I0000
U0007,I0001
U0007,I0014
U0007,I0029
U0007,I0031
U0007,I0038
U0007,I0045
U0007,I0050
U0007,I0051
U0007,I0059
U0008,I0034
U0008,I0040
U0008,I0042
U0008,I0051
U0008,I0055
U0009,I0005
U0009,I0022
U0009,I0027
U0009,I0039
U0009,I0045
U0009,I0054
U0010,I0001
U0010,I0013
U0010,I0034
U0010,I0041
U0010,I0052
U0010,I0058
U0011,I0003
U0011,I0004
U0011,I0005
U0011,I0014
U0011,I0018
U0011,I0034
U0011,I0056
U0011,I0058
U0012,I0002
U0012,I0005
U0012,I0007
U0012,I0011
U0012,I0015
U0012,I0051
U0012,I0052
U0012,I0058
U0013,I0006
U0013,I0011
U0013,I0019
U0013,I0028
U0013,I0037
U0013,I0051
U0014,I0005
U0014,I0020
U0014,I0036
U0014,I0048
U0014,I0051
U0015,I0000
U0015,I0005
U0015,I0014
U0015,I0015
U0015,I0019
U0015,I0032
U0015,I0038
U0015,I0052
U0015,I0057
U0016,I0013
U0016,I0015
U0016,I0018
U0016,I0024
U0016,I0035
U0016,I0036
U0016,I0044
U0016,I0051
U0017,I0003
U0017,I0023
U0017,I0024
U0017,I0025
U0017,I0033
U0018,I0006
U0018,I0024
U0018,I0027
U0018,I0035
U0018,I0056
U0019,I0000
U0019,I0009
U0019,I0010
U0019,I0019
U0019,I0031
U0019,I0033
U0019,I0036
U0019,I0044
U0019,I0059
U0020,I0003
U0020,I0007
U0020,I0016
U0020,I0039
U0020,I0041
U0020,I0047
U0020,I0056
U0021,I0023
U0021,I0026
U0021,I0031
U0021,I0033
U0021,I0039
U0021,I0040
U0021,I0054
U0021,I0059
U0022,I0016
U0022,I0019
U0022,I0020
U0022,I0021
U0022,I0030
U0022,I0049
U0022,I0054
U0023,I0008
U0023,I0015
U0023,I0031
U0023,I0033
U0023,I0052
U0024,I0003
U0024,I0005
U0024,I0016
U0024,I0020
U0024,I0024
U0024,I0036
U0024,I0037
U0024,I0056
U0024,I0058
U0025,I0006
U0025,I0009
U0025,I0017
U0025,I0022
U0025,I0034
U0026,I0000
U0026,I0004
U0026,I0006
U0026,I0011
U0026,I0023
U0026,I0028
U0026,I0056
U0027,I0004
U0027,I0021
U0027,I0030
U0027,I0036
U0027,I0049
U0028,I0002
U0028,I0004
U0028,I0006
U0028,I0031
U0028,I0037
U0028,I0059
U0029,I0011
U0029,I0016
U0029,I0022
U0029,I0039
U0029,I0048
U0029,I0049
U0029,I0059
U0030,I0001
U0030,I0002
U0030,I0022
U0030,I0027
U0030,I0028
U0030,I0029
U0030,I0035
U0030,I0043
U0031,I0000
U0031,I0003
U0031,I0035
U0031,I0038
U0031,I0039
U0031,I0042
U0031,I0059
U0032,I0003
U0032,I0009
U0032,I0016
U0032,I0024
U0032,I0035
U0032,I0048
U0032,I0051
U0032,I0055
U0033,I0033
U0033,I0036
U0033,I0050
U0033,I0052
U0033,I0055
U0033,I0057
U0034,I0000
U0034,I0021
U0034,I0024
U0034,I0031
U0034,I0036
U0034,I0040
U0034,I0056
U0034,I0057
U0035,I0003
U0035,I0004
U0035,I0015
U0035,I0030
U0035,I0037
U0035,I0038
U0035,I0043
U0036,I0004
U0036,I0005
U0036,I0018
U0036,I0030
U0036,I0031
U0036,I0037
U0036,I0043
U0036,I0058
U0037,I0002
U0037,I0005
U0037,I0039
U0037,I0043
U0037,I0053
U0037,I0057
U0038,I0001
U0038,I0007
U0038,I0013
U0038,I0017
U0038,I0055
U0039,I0011
U0039,I0013
U0039,I0016
U0039,I0017
U0039,I0019
U0039,I0028
