account_id,label_time,amount,balance,credit_score,tier,sessions_7d,health_score,churned
A0000,1772963500000,27.35,5917.53,647,bronze,38,94.03,0
A0001,1772707968000,73.53,7531.91,725,silver,14,5.13,1
A0002,1772046467000,155.69,5020.88,355,gold,6,11.53,1
A0003,1772061329000,102.69,8113.79,625,gold,15,92.73,0
A0004,1772445817000,29.38,-343.82,300,bronze,9,86.38,0
A0005,1773109832000,41.75,2972.12,794,silver,3,11.16,1
A0006,1772630558000,107.81,3359.71,622,gold,20,92.1,0
A0007,1773389005000,20.3,7867.79,353,gold,27,7.22,1
A0008,1773462795000,117.13,6081.74,312,bronze,19,86.69,0
A0009,1772314286000,16.47,2688.58,518,silver,23,93.61,0
A0010,1772071411000,74.35,6030.32,520,silver,29,9.86,1
A0011,1772056691000,28.82,3969.19,374,gold,35,5.13,1
A0012,1773705551000,19.66,4959.73,671,gold,27,10.94,1
A0013,1772989909000,81.34,8322.2,787,gold,11,14.61,1
A0014,1772987485000,17.45,7355.65,505,gold,8,7.85,1
A0015,1772973158000,15.17,5362.68,523,bronze,34,12.61,1
A0016,1773126490000,50.62,1319.81,565,silver,15,93.39,0
A0017,1772291443000,5.76,2660.86,754,bronze,28,91.69,0
A0018,1773399743000,78.77,315.2,537,gold,23,5.08,1
A0019,1773350660000,48.14,4772.25,689,gold,36,9.01,1
A0020,1773243042000,9.28,4075.51,531,silver,38,5.19,1
A0021,1773500087000,63.23,3069.4,332,gold,19,9.64,1
A0022,1771988278000,5.69,6172.98,559,gold,8,87.82,0
A0023,1772061842000,33.54,9068.58,840,bronze,26,86.71,0
A0024,1773596687000,50.22,7194.49,785,silver,21,92.49,0
A0025,1772759859000,4.23,4331.69,659,silver,26,6.09,1
A0026,1772038366000,30.61,7296.12,459,bronze,8,13.16,1
A0027,1773022846000,7.52,5846.15,313,bronze,35,8.74,1
A0028,1772116282000,114.67,3148.63,850,gold,19,94.22,0
A0029,1773211274000,18.82,6090.74,513,silver,32,14.95,1
A0030,1772013546000,7.1,4728.09,634,silver,0,85.6,0
A0031,1772576504000,15.21,4411.3,549,bronze,37,6.41,1
A0032,1772198918000,37.05,5536.2,623,silver,16,91.93,0
A0033,1773622346000,7.24,3234.91,740,gold,19,6.91,1
A0034,1773673449000,7.27,3704.01,327,bronze,2,11.61,1
A0035,1773027123000,32.08,6569.48,709,gold,28,87.62,0
A0036,1772542750000,16.45,6079.08,791,silver,16,86.89,0
A0037,1772496323000,153.01,3099.57,544,gold,28,14.27,1
A0038,1772269328000,5.46,5520.79,801,bronze,27,11.05,1
A0039,1772705759000,41.31,4291.3,727,gold,12,87.94,0
A0040,1772018625000,52.98,6261.82,639,silver,36,94.31,0
A0041,1772509610000,58.98,6851.95,495,gold,0,6.62,1
A0042,1773582533000,9.37,8226.59,388,bronze,3,89.4,0
A0043,1773189729000,54.98,4324.79,792,silver,11,90.96,0
A0044,1772661559000,50.54,5746.98,364,bronze,31,92.49,0
A0045,1773204375000,63.68,6895.35,395,bronze,23,85.69,0
A0046,1772620853000,59.65,6332.58,645,gold,20,6.17,1
A0047,1772551204000,59.95,5322.63,366,gold,30,9.35,1
A0048,1773032086000,46.3,5665.9,429,gold,28,6.2,1
A0049,1772186674000,20.99,1675.7,783,gold,29,87.46,0
A0050,1772370074000,1130.64,4689.55,595,bronze,4,6.13,1
A0051,1773262865000,116.01,7222.26,410,bronze,38,93.63,0
A0052,1772388263000,5.93,5024.04,338,silver,1,89.26,0
A0053,1773703816000,194.43,3708.28,814,silver,15,85.67,0
A0054,1773594779000,49.1,6882.5,740,silver,19,94.9,0
A0055,1772468567000,40.5,4623.25,525,silver,2,85.78,0
A0056,1773513841000,6.55,5032.75,574,gold,0,12.77,1
A0057,1773480756000,14.21,5803.67,311,silver,15,92.3,0
A0058,1772223125000,12.22,4358.51,447,bronze,11,7.9,1
A0059,1773302492000,67.46,6273.79,400,bronze,17,92.08,0
A0060,1772183343000,6.32,4335.45,700,bronze,10,11.68,1
A0061,1772108730000,36.15,4006.64,675,silver,38,88.32,0
A0062,1772679800000,14.05,4143.89,629,bronze,5,8.88,1
A0063,1773567461000,25.28,3103.82,411,silver,9,5.76,1
A0064,1773285945000,24.39,1784.86,846,bronze,26,86.79,0
A0065,1772367255000,15.96,6032.73,776,bronze,5,90.41,0
A0066,1773552398000,21.84,4760.99,300,gold,21,88.02,0
A0067,1772094738000,21.3,1924.82,774,silver,5,92.29,0
