row_id,f1,f2,f3,f4,f5,f6,label
R00000,-0.206125,0.269747,-1.178115,2.527585,-1.988477,0.932306,1
R00001,0.269106,1.816318,-0.848342,-0.148503,-0.453585,-0.129088,0
R00002,0.835638,0.303451,1.306012,2.579886,0.704239,1.450741,1
R00003,0.298026,-0.389432,-1.75052,2.458097,-1.397713,-0.471446,1
R00004,0.562671,1.813125,0.745859,0.04597,-2.650247,-0.394397,0
R00005,0.715745,1.109125,0.582408,-0.030561,0.475047,0.724126,0
R00006,0.672355,-1.268433,0.468312,0.058039,0.895693,0.909127,0
R00007,3.155556,0.669845,0.387798,-0.057988,0.505082,0.073098,0
R00008,-0.687978,-0.474405,0.883083,2.538122,0.675279,-0.322506,1
R00009,-0.360106,0.453546,-1.510228,-0.144069,-0.666025,-1.322134,0
R00010,-2.272731,-1.150545,-0.860568,-0.24627,-1.539103,-1.041285,0
R00011,1.438219,0.737156,0.168538,-0.111322,-0.826877,-0.952674,0
R00012,0.037249,0.383438,-0.622111,0.060064,0.967897,0.121536,0
R00013,-0.069699,0.747669,-0.544641,0.187819,-0.671399,1.587746,0
R00014,-0.664831,1.697703,0.674064,2.569662,0.038649,2.694392,1
R00015,-0.398447,-0.068258,0.829448,2.336314,1.688396,0.530309,1
R00016,-0.108712,-0.315672,0.29935,2.480201,-1.299142,-1.879152,1
R00017,0.072005,1.475977,-0.336609,0.105285,0.91096,-1.177674,0
R00018,2.049325,0.768122,0.609641,-0.063087,-0.321348,-0.796536,0
R00019,-0.148365,1.223216,0.62608,2.226603,2.061695,0.099063,1
R00020,-0.883211,0.796873,0.775605,2.635156,1.268192,0.852184,1
R00021,-6.4e-05,1.484742,0.903186,2.296377,-0.468757,-0.772388,1
R00022,-0.955895,0.207062,-0.562847,2.607372,0.286096,-0.621783,1
R00023,0.785009,-0.730234,2.075208,2.398634,-0.029467,-0.017175,1
R00024,0.750354,-1.312844,0.83462,2.6971,2.058072,-1.163083,1
R00025,1.483619,-0.126175,-0.501443,0.188051,0.87239,-0.104399,0
