user_id,e1,e2,e3,e4,e5,e6,e7,e8
U0000,-0.1239,0.4393,1.6439,-0.3464,-0.5127,-0.1365,0.3164,-0.7996
U0001,-0.3519,-0.9246,-0.9418,0.4394,-0.8174,0.9456,0.0943,0.2783
U0002,0.7336,-0.4884,-0.6068,0.2496,1.0151,-2.0306,0.1607,-0.8817
U0003,0.2541,0.4282,-0.5915,0.0352,0.1993,-1.0025,0.7027,-1.1352
U0004,-0.5988,-1.458,-1.1707,-1.6067,0.0807,-1.5119,0.5287,0.389
U0005,-1.5725,-0.8413,-0.0351,0.9347,-2.09,0.4073,0.2974,0.6767
U0006,-0.4352,-0.4851,0.9712,-0.533,-1.7166,-1.1794,0.6621,-0.6768
U0007,0.0342,0.9836,1.1281,0.3805,0.1196,0.0559,0.3663,-1.5718
U0008,0.2695,-1.0789,-0.464,1.5586,0.4233,-1.1438,-0.5302,-0.4313
U0009,0.0631,-0.3148,-0.5207,0.5189,1.7365,0.2529,-0.5134,-1.3956
U0010,0.4702,-2.6891,-0.3999,1.6271,-1.3808,0.3186,-1.3084,0.7344
U0011,-0.9974,-0.402,-1.7996,-0.2537,0.4949,-0.0648,0.1653,-0.6195
U0012,-0.5259,0.6407,1.5319,0.538,0.7284,-1.815,0.3875,-0.0173
U0013,-0.1565,-1.1903,1.95,0.7847,0.7406,0.5517,-1.2207,-0.2042
U0014,-0.3761,-0.0545,-1.0447,0.6912,-1.2742,1.7705,-0.0146,0.9328
U0015,0.7799,-1.2534,0.981,-0.559,1.14,-0.0259,1.3488,0.4557
U0016,0.5445,1.7394,0.9952,-0.2192,0.8381,0.2745,-1.205,1.7958
U0017,-0.0997,0.2988,0.9802,0.8266,-1.6664,-0.5972,-0.189,-0.3567
U0018,-0.927,-0.0122,0.6605,2.4365,1.1697,0.4872,1.6482,0.7624
U0019,-1.5425,-0.06,-0.5153,-0.6409,0.9879,1.4999,-0.2653,0.4894
U0020,0.0344,0.0743,-1.5181,1.8404,-0.4109,-0.1235,-1.0372,-0.9778
U0021,0.1288,-1.4117,0.2792,-1.3132,-0.4317,0.2174,-0.7359,0.4239
U0022,0.485,-0.0098,-1.6384,0.7428,-0.1484,-0.1013,0.6382,0.095
U0023,1.806,-0.4804,-0.2208,-1.3072,-1.4441,0.3665,-0.1485,-0.8197
U0024,-0.4593,2.1381,2.0546,-0.0223,1.275,0.5187,0.5651,-0.0045
U0025,-0.1015,1.5701,0.1014,-0.0883,1.2762,-0.4579,0.2041,-0.6933
U0026,-0.3522,0.3607,-0.892,-1.5461,-0.1596,0.0422,0.054,-0.6306
U0027,2.3972,0.2475,-0.4999,0.4673,1.3364,0.6911,1.6147,0.1962
U0028,1.2027,0.5032,-0.7352,-0.2392,-0.3617,-0.2074,-0.5509,-0.6633
U0029,0.2431,-0.4926,0.4782,-1.3437,0.4385,0.4259,-0.2236,-0.5019
U0030,0.194,-0.0786,-1.008,0.5889,-1.0143,0.3026,-0.7848,1.5487
U0031,-0.5484,-0.0306,1.8575,0.8069,0.0732,2.7351,1.5586,-0.4299
U0032,1.1722,-1.7042,-0.8444,0.5661,0.0615,1.2907,-0.89,1.1374
U0033,0.1543,0.0006,0.8025,-0.4655,0.1775,0.6439,0.3295,-0.1394
U0034,1.0297,0.7093,-0.7236,-0.2747,-0.8874,1.5252,-0.5567,0.214
U0035,1.0125,-2.1842,-0.9823,0.531,0.093,-1.2625,-1.2607,0.2895
U0036,1.3963,0.6021,-0.7257,-1.7144,-1.2657,-1.363,-0.6073,-1.0727
U0037,0.4825,-0.1379,0.2476,2.0567,-0.5671,1.1149,0.5183,0.765
U0038,1.077,0.6629,-0.2645,0.0853,0.752,0.3644,1.8853,-0.6784
U0039,-0.0344,1.1609,-0.1795,0.3836,-1.0946,-0.4038,-1.3379,2.3903
